Projeto,Ano,Tipo,Autor,Ementa,Situação,Cod_Tipo,Id_Projeto,Data_Projeto
5574.0,2013.0,Requerimento,Vagner de Oliveira,Solicita a capina e limpeza da Rua Francisca Bibiana Torres no Bairro Barreira do triunfo.,Arquivada,REQ,46377,09/07/2013
5573.0,2013.0,Requerimento,Vagner de Oliveira,Solicita promoção de mais atividades culturais e educacionais no Parque Halfeld. Bairro Centro.,Arquivada,REQ,46376,09/07/2013
5572.0,2013.0,Requerimento,Vagner de Oliveira,Solicita asfaltamento da Rua Francisca Bibiana Torres no Bairro Barreira do triunfo.,Arquivada,REQ,46375,09/07/2013
5571.0,2013.0,Requerimento,Vagner de Oliveira,"Solicita maior frequência na limpeza e manutenção dos jardins , canteiros e lagos do Parque Halfeld.",Arquivada,REQ,46374,09/07/2013
5570.0,2013.0,Requerimento,Vagner de Oliveira,"Solicita a construção de um escadão com início na Rua Azul, no Bairro Milho Branco.",Arquivada,REQ,46373,09/07/2013
5569.0,2013.0,Requerimento,Vagner de Oliveira,Solicita asfaltamento do prolongamento da Rua Ana Correa Mota no Bairro Barreira do Triunfo.,Arquivada,REQ,46372,09/07/2013
5568.0,2013.0,Requerimento,Vagner de Oliveira,"Solicita desentupir a boca de lobo na Rua Nelson Lopes Correia, no Bairro Barreira do Triunfo.",Arquivada,REQ,46371,09/07/2013
5567.0,2013.0,Requerimento,Vagner de Oliveira,Solicita extensão de rede elétrica na Rua Francisca Bibiana torres no Bairro Barreira do Triunfo.,Arquivada,REQ,46370,09/07/2013
5566.0,2013.0,Requerimento,Vagner de Oliveira,Solicita melhoria na iluminação do Parque Halfeld.,Arquivada,REQ,46369,09/07/2013
5565.0,2013.0,Requerimento,Vagner de Oliveira,Solicita a disponibilização de tansporte público gratuito para as escolas municipais desenvolverem trabalhos educativos no município de Juiz de Fora.,Arquivada,REQ,46368,09/07/2013
5564.0,2013.0,Requerimento,Vagner de Oliveira,Solicita a ampliação no número de efetivo da Guarda Municipal no Parque Halfeld.,Arquivada,REQ,46367,09/07/2013
5563.0,2013.0,Requerimento,Luiz Otávio Fernandes Coelho - Pardal,"Solicita junto a Empav, ações de patrolamento na rua Custódio Tristão, no bairro Santa Terezinha.",Arquivada,REQ,46140,09/07/2013
5562.0,2013.0,Requerimento,Luiz Otávio Fernandes Coelho - Pardal,"Solicita instalação de rede de iluminação pública na rua Alcebiades Mendes Filho, no bairro Linhares",Arquivada,REQ,46139,09/07/2013
5561.0,2013.0,Requerimento,Luiz Otávio Fernandes Coelho - Pardal,"Solicita poda de árvores na Avenida Governador Valadares, no bairro Manoel Honório.",Arquivada,REQ,46138,09/07/2013
