Projeto,Ano,Tipo,Ementa,Situação,Codigo_Tipo,Id_Projeto,Data_Projeto,Tramitacao_Encerrada,Aprovado
3519,2017,Requerimento,Solicitação,Aprovado,REQ,62426,,,
3518,2017,Requerimento,solicitação,Aprovado,REQ,62425,,,
3517,2017,Requerimento,Solicitação,Aprovado,REQ,62424,,,
3516,2017,Requerimento,solicitação,Aprovado,REQ,62411,,,
3515,2017,Requerimento,solicitação,Aprovado,REQ,62408,,,
3514,2017,Requerimento,solicitação,Aprovado,REQ,62395,,,
3513,2017,Requerimento,Limpeza de bambuns no córrego 3 pontes.,Aprovado,REQ,,,,
3512,2017,Requerimento,Colocação de Placa de Ônibus,Aprovado,REQ,62453,,,
3511,2017,Requerimento,Recolocação Placa Ponto de ônibus,Aprovado,REQ,62443,,,
3510,2017,Requerimento,Colocação Proteção de Calçada,Aprovado,REQ,62441,,,
3509,2017,Requerimento,Revitalização Redes Protetoras(Aço),Aprovado,REQ,62264,,,
3508,2017,Requerimento,instalação de Lixeiras,Aprovado,REQ,62263,,,
3507,2017,Requerimento,Pintura Faixa de Pedestres,Aprovado,REQ,62262,,,
3506,2017,Requerimento,"Solicitar, URGENTEMENTE, que a SETTRA realize estudo para viabilizar a instalação de faixa de pedestre na Rua Elvira Belei e na esquina da Rua Almiro Ribeiro de Toledo, proximidades da Escola Diretrizes, Bairro Jardim de Alá.",Aprovado,REQ,62543,,,
3505,2017,Requerimento,"Para providenciar junta à EMPAV o acionamento da operação tapa buraco na Rua Alzira Garcia, Bairro de Lourdes, na altura da fábrica de sorvetes.",Aprovado,REQ,62512,,,
3504,2017,Requerimento,"Providenciar junto ao DEMLURB as limpezas das lixeiras instaladas nos postes da Rua Porto das Flores, que elas estão necessitando de retirada de lixo e limpeza, garantindo ao bem estar dos moradores.",Aprovado,REQ,62470,,,
3503,2017,Requerimento,"Para que seja acionada a SETTRA, no sentido de fazer estudos para ampliar a circulação dos ônibus das Linhas 125 e 126 e toda a extensão da Rua Jerônimo Rocha, Bairro Jardim de Alá.",Aprovado,REQ,62450,,,
3502,2017,Requerimento,"Acionar a operação “tapa buraco” em frente ao nº 495 da Rua Jerônimo Rocha, Bairro Jardim de Alá.",Aprovado,REQ,62449,,,
3501,2017,Requerimento,"Providenciar estudo junto à SETTRA, para viabilidade de colocação de faixa de pedestre em frente aos pontos de ônibus na Av. Rio Branco, próximo ao trevo do Hipermercado Carrefour.",Aprovado,REQ,62445,,,
3500,2017,Requerimento,"Que seja acionado o DEMLURB para capina, corte de vegetação e limpeza da Rua Joaquim José da Silva, (Ponto Final da linha nº 124 - Bairro: Ipiranga.",Aprovado,REQ,62365,,,
3499,2017,Requerimento,"Prefeitura providenciar, URGENTEMENTE, o asfaltamento da Rua Marcassitas, Bairro Marilândia.",Aprovado,REQ,62357,,,
3498,2017,Requerimento,"Para que a SETTRA providencie uma sinalização de trânsito (faixa de pedestre) com instalação de sinalização luminosa, em frente aos nº 2.513 e 2.580, em ambos os lados, da Av. Pres. Itamar Franco, na esquina da Rua Antonio Passarela, Bairro São Mateus.",Aprovado,REQ,62356,,,
3497,2017,Requerimento,"Para a Secretaria de Obras cuidar de de desentupir um bueiro localizado na Rua Joaquim José da Silva nº 344, (Ponto final da Linha 124), Bairro Ipiranga.",Aprovado,REQ,62354,,,
3496,2017,Requerimento,Tapa buracos,Aprovado,REQ,62351,,,
3495,2017,Requerimento,Reforma do parque,Aprovado,REQ,62350,,,
3494,2017,Requerimento,Troca tampa de bueiro,Aprovado,REQ,62348,,,
3493,2017,Requerimento,Audiência publica despoluição Rio Paraibuna,Aprovado,REQ,62326,,,
3492,2017,Requerimento,abrigo de ponto de onibus,Aprovado,REQ,62324,,,
3491,2017,Requerimento,fiscalização bota fora,Aprovado,REQ,62321,,,
3490,2017,Requerimento,Fiscalização de bota fora,Aprovado,REQ,62320,,,
3489,2017,Requerimento,pintura da sinalização horizontal,Aprovado,REQ,62317,,,
3488,2017,Requerimento,Capina e limpeza,Aprovado,REQ,62314,,,
3487,2017,Requerimento,Tapa buracos,Aprovado,REQ,62313,,,
3486,2017,Requerimento,Tapa buracos,Aprovado,REQ,62312,,,
3485,2017,Requerimento,Recapeamento,Aprovado,REQ,62310,,,
3484,2017,Requerimento,Pavimentação asfaltica,Aprovado,REQ,62309,,,
3483,2017,Requerimento,Pavimentação asfaltica,Aprovado,REQ,62308,,,
3482,2017,Requerimento,Pavimentação,Aprovado,REQ,62297,,,
3481,2017,Requerimento,Poda de arvore,Aprovado,REQ,62294,,,
3480,2017,Requerimento,Poda de arvore,Aprovado,REQ,62293,,,
3479,2017,Requerimento,Faixa de pedestres,Aprovado,REQ,62291,,,
3478,2017,Requerimento,Patrolamento,Aprovado,REQ,62289,,,
3477,2017,Requerimento,Redutor de velocidade,Aprovado,REQ,62288,,,
3476,2017,Requerimento,Redutor de velocidade,Aprovado,REQ,62287,,,
3475,2017,Requerimento,Capina e limpeza,Aprovado,REQ,62286,,,
3474,2017,Requerimento,Capina e limpeza,Aprovado,REQ,62285,,,
3473,2017,Requerimento,Capina e limpeza,Aprovado,REQ,62284,,,
3472,2017,Requerimento,Capina e limpeza,Aprovado,REQ,62283,,,
3471,2017,Requerimento,Capina e limpeza,Aprovado,REQ,62282,,,
3470,2017,Requerimento,Capina e limpeza,Aprovado,REQ,62281,,,
3469,2017,Requerimento,operação tapa buracos,Aprovado,REQ,62064,,,
3468,2017,Requerimento,Recapeamento,Aprovado,REQ,62042,,,
3467,2017,Requerimento,tapa buracos,Aprovado,REQ,61987,,,
3466,2017,Requerimento,iluminação,Aprovado,REQ,61939,,,
3465,2017,Requerimento,Uso do Plenário,Aprovado,REQ,62343,,,
3464,2017,Requerimento,Limpeza -Boca de lobo na Rua Sebastião Ferreira; Bairro São Pedro,Aprovado,REQ,62318,,,
3463,2017,Requerimento,Limpeza das manilhas na localidade Pirapetinga,Aprovado,REQ,62349,,,
3462,2017,Requerimento,Recuperação da boca de lobo na Rua Halfeld esquina com a Rua Santo Antonio,Aprovado,REQ,62346,,,
3461,2017,Requerimento,Conserto da ponte na localidade Pirapetinga,Aprovado,REQ,62345,,,
3460,2017,Requerimento,Semáforo na rua Vitorino Braga com Nossa Senhora do Líbano,Aprovado,REQ,62338,,,
3459,2017,Requerimento,Troca da tampa do esgoto bairro Cidade Universitária,Aprovado,REQ,62334,,,
3458,2017,Requerimento,Revitalização das lâmpadas bairro Cidade Universitária,Aprovado,REQ,62331,,,
3457,2017,Requerimento,Desentupir Boca De Lobo,Aprovado,REQ,62322,,,
3456,2017,Requerimento,Revisão na Linha do Coletivo Urbano,Aprovado,REQ,62311,,,
3455,2017,Requerimento,Retirada de Lixo,Aprovado,REQ,62341,,,
3454,2017,Requerimento,Colocação de Iluminação em Travessia,Aprovado,REQ,62347,,,
3453,2017,Requerimento,Pedido de capina e limpeza,Aprovado,REQ,62290,,,
3452,2017,Requerimento,AUDIÊNCIA PÚBLICA PARA DISCUTIR A PRIVATIZAÇÃO DE HIDRELÉTRICAS DA CEMIG,Aprovado,REQ,62342,,,
3451,2017,Requerimento,"Para determinar à CESAMA que verifique um vazamento na rede de água e esgoto da Rua Antônio Bento Vasconcelos, Bairro Previdenciários.",Aprovado,REQ,62319,,,
3450,2017,Requerimento,"DEMLURB providenciar capina e limpeza da Rua Antônio Bento de Vasconcelos, Bairro Previdenciário.",Aprovado,REQ,62315,,,
3449,2017,Requerimento,"Providenciar iluminação pública na Travessa s/nome que fica localizada no final da Rua Ernesto Baptista Pereira, Bairro São Geraldo.",Aprovado,REQ,62296,,,
3448,2017,Requerimento,"Seja verificada a possibilidade de autorizar o aumento do número de oportunidades de parcelamentos de IPTU, ainda que eventuais parcelamentos anteriores não tenham sido adimplidos.",Aprovado,REQ,62269,,,
3447,2017,Requerimento,Solicita ação de patrolamento com colocação de escória na estrada que liga Valadares a Palmital.,Aprovado,REQ,62183,,,
3446,2017,Requerimento,Pavimentação asfaltica,Aprovado,REQ,62105,,,
3445,2017,Requerimento,Construção de um escadão,Aprovado,REQ,62102,,,
3444,2017,Requerimento,Tapa buracos,Aprovado,REQ,62002,,,
3443,2017,Requerimento,tapa buracos,Aprovado,REQ,61994,,,
3442,2017,Requerimento,tapa buraco,Aprovado,REQ,61986,,,
3441,2017,Requerimento,reforma de ponte,Aprovado,REQ,61975,,,
3440,2017,Requerimento,capina e limpeza,Aprovado,REQ,61968,,,
3439,2017,Requerimento,capina e limpeza,Aprovado,REQ,61947,,,
3438,2017,Requerimento,tapa buracos,Aprovado,REQ,61936,,,
3437,2017,Requerimento,tapa buracos,Aprovado,REQ,61935,,,
3436,2017,Requerimento,patrolamento,Aprovado,REQ,61934,,,
3435,2017,Requerimento,limpeza no córrego da Av. Pedro Henrique Krambeck; Bairro São Pedro.,Aprovado,REQ,62278,,,
3434,2017,Requerimento,Caixa coletora de água Av. Pedro Krambeck; Bairro São Pedro,Aprovado,REQ,62274,,,
3433,2017,Requerimento,Boca de lobo Rua Luiz Rocha próximo ao nº 718; Bairro Eldorado.,Aprovado,REQ,62268,,,
3432,2017,Requerimento,Boca de lobo Rua Luiz Rocha próximo ao nº 328; Bairro Eldorado.,Aprovado,REQ,62267,,,
3431,2017,Requerimento,Boca de lobo Rua Luiz Rocha próximo ao nº 160; Bairro Eldorado.,Aprovado,REQ,62266,,,
3430,2017,Requerimento,Redutor de velocidade Rua Luiz Rocha; Bairro Eldorado.,Aprovado,REQ,62258,,,
3429,2017,Requerimento,Tapa buraco -Rua Iris Maestrini; Bairro Sta. Cecília,Aprovado,REQ,62220,,,
3428,2017,Requerimento,Operação tapa buraco Cidade Jardim,Aprovado,REQ,62260,,,
3427,2017,Requerimento,Operação tapa buraco Graminha,Aprovado,REQ,62259,,,
3426,2017,Requerimento,Construção de escadão,Aprovado,REQ,62221,,,
3425,2017,Requerimento,"Indicação para compor o Conselho Municipal de Agricultura, Pecuária e Abastecimento – COMAPA",Aprovado,REQ,62219,,,
3424,2017,Requerimento,Reconstrução ponte de Pirapitinga,Aprovado,REQ,62207,,,
3423,2017,Requerimento,Estudo para implantação de quebra-molas no bairro Bonsucesso,Aprovado,REQ,62271,,,
3422,2017,Requerimento,Manutenção da rua Morada Alegre no bairro Sagrado Coração,Aprovado,REQ,62251,,,
3421,2017,Requerimento,Colocação de poste de iluminação bairro Parque Independência,Aprovado,REQ,62246,,,
3420,2017,Requerimento,Fiscalização de transito bairro Democrata,Aprovado,REQ,62243,,,
3419,2017,Requerimento,Capina e coletores de lixo no bairro Três Moinhos,Aprovado,REQ,62240,,,
3418,2017,Requerimento,Troca do gradil da boca de lobo bairro Costa carvalho,Aprovado,REQ,62238,,,
3417,2017,Requerimento,troca do gradil da boca de lobo bairro Borboleta,Aprovado,REQ,62236,,,
3416,2017,Requerimento,Recapeamento Alfaltico,Aprovado,REQ,62261,,,
3415,2017,Requerimento,Instalação de placa Proibido jogar lixo no local,Aprovado,REQ,62216,,,
3414,2017,Requerimento,Capina e Limpeza,Aprovado,REQ,62215,,,
3413,2017,Requerimento,Redutor de velocidade,Aprovado,REQ,62213,,,
3412,2017,Requerimento,"Solicita envio de equipe de zoonose para visita na rua Hilda Belini da Silva, no bairro Granjas Bethel.",Aprovado,REQ,62187,,,
3411,2017,Requerimento,retirada de pombos no restaurante popular,Aprovado,REQ,62139,,,
3410,2017,Requerimento,Recapeamento asfaltico,Aprovado,REQ,62118,,,
3409,2017,Requerimento,Capina e limpeza,Aprovado,REQ,62117,,,
3408,2017,Requerimento,limpeza corrego,Aprovado,REQ,62092,,,
3407,2017,Requerimento,Recapeamento,Aprovado,REQ,62041,,,
3406,2017,Requerimento,tapa buracos,Aprovado,REQ,61991,,,
3405,2017,Requerimento,tapa buracos,Aprovado,REQ,61990,,,
3404,2017,Requerimento,tapa buracos,Aprovado,REQ,61988,,,
3403,2017,Requerimento,implantação de lixeiras,Aprovado,REQ,61980,,,
3402,2017,Requerimento,patrolamento,Aprovado,REQ,61942,,,
3401,2017,Requerimento,reforma de ponte,Aprovado,REQ,61932,,,
3400,2017,Requerimento,capina e limpeza,Aprovado,REQ,61931,,,
3399,2017,Requerimento,Tapa buraco - Rua Tenente Lucas Drumont - Bairro Jd.Natal,Aprovado,REQ,62212,,,
3398,2017,Requerimento,Tapa buraco - Rua Stela Paleta de Alencar - Fco. Bernardino,Aprovado,REQ,62211,,,
3397,2017,Requerimento,Tapa buraco - Rua Silva Mello; Bairro Cidade do Sol,Aprovado,REQ,62210,,,
3396,2017,Requerimento,"Solicitando à Settra estudos em melhorias e segurança no trânsito compreendendo o trecho entre as Ruas Pantaleone Arcuri, Av. Maria de Almeida Silva e Rua Costa Reis - no ACESSO SUL.",Aprovado,REQ,62195,,,
3395,2017,Requerimento,"Solicita a manutenção do meio fio em frente ao terreno de propriedade da Prefeitura Municipal, localizado na rua Hilda Belini da Silva, no bairro Granjas Bethel.",Aprovado,REQ,62190,,,
3394,2017,Requerimento,"Solicita o envio do veículo castramóvel, para a realização da cirurgia em cães e gatos, no Bairro Granjas Bethel e adjacências.",Aprovado,REQ,62189,,,
3393,2017,Requerimento,"Solicita estudo para verificar a possibilidade de retorno do ponto de ônibus na Avenida Barão do Rio Branco, entre os números 5006 a 5026.",Aprovado,REQ,62186,,,
3392,2017,Requerimento,"Solicita a capina e limpeza do trecho do curso de água localizado na rua Hilda Belini da Silva, em frente ao nº 28, no bairro Granjas Bethel.",Aprovado,REQ,62175,,,
3391,2017,Requerimento,Solicita a implantação do serviço de odontologia na UBS do bairro Nossa Senhora Aparecida.,Aprovado,REQ,62173,,,
3390,2017,Requerimento,"Revitalização da calçada da Praça Miguel Gustavo, situada na Rua Benjamim Megiolaro no Bairro Nossa Senhora Aparecida",Aprovado,REQ,62170,,,
3389,2017,Requerimento,Tapa buraco - Entre as Ruas Silva Jardim e Sto. Antonio,Aprovado,REQ,62194,,,
3388,2017,Requerimento,Tapa buraco - Rua Santana,Aprovado,REQ,62193,,,
3387,2017,Requerimento,Tapa buraco - Rua Prof. Godinho,Aprovado,REQ,62192,,,
3386,2017,Requerimento,Implantação de mais um Ônibus da linha 547,Aprovado,REQ,62184,,,
3385,2017,Requerimento,"Construção de uma boca de lobo na Rua Álvaro da Silva, no bairro Araújo.",Aprovado,REQ,62200,,,
3384,2017,Requerimento,Providenciar capina e limpeza do córrego na Avenida Santa Luzia,Aprovado,REQ,62196,,,
3383,2017,Requerimento,Manutenção na Escola,Aprovado,REQ,62205,,,
3382,2017,Requerimento,Operação tapa buracos,Aprovado,REQ,62178,,,
3381,2017,Requerimento,"Para que a SETTRA adote as providências necessárias para a retirada dos veículos abandonados na Rua Benício de Souza Rocha, próximo ao nº 79, Bairro Cruzeiro do Sul.",Aprovado,REQ,62182,,,
3380,2017,Requerimento,"Para providenciar uma nova iluminação, com substituição das lâmpadas vapor de mercúrio para vapor de sódio, em 09 (nove) postes em toda extensão da Rua Santa Maria Gorete, Bairro Teixeiras.",Aprovado,REQ,62154,,,
3379,2017,Requerimento,"Para providenciar uma nova iluminação, com substituição das lâmpadas vapor de mercúrio para vapor de sódio, em 07 (sete) postes em toda extensão da Rua Emerenciano Vilela, Bairro Teixeiras.",Aprovado,REQ,62151,,,
3378,2017,Requerimento,"Para providenciar uma nova iluminação, com substituição das lâmpadas vapor de mercúrio para vapor de sódio, em 05 (cinco) postes em toda extensão da Rua Samuel Costa, Bairro Teixeiras.",Aprovado,REQ,62149,,,
3377,2017,Requerimento,"Para providenciar um nova iluminação, com substituição das lâmpadas vapor de mercúrio para vapor de sódio, em 03 (três) postes em toda extensão da Travessa Ana Vilela, Bairro Teixeiras.",Aprovado,REQ,62147,,,
3376,2017,Requerimento,Tapa buraco - Servidão que liga Rua Waldir Machado Filho à Rua Humberto Menini; Borboleta,Aprovado,REQ,62166,,,
3375,2017,Requerimento,Tapa buraco - Rua da Passagem - Linhares,Aprovado,REQ,62165,,,
3374,2017,Requerimento,Tapa buraco - Franklin de Paula Marques; Cidade do Sol,Aprovado,REQ,62164,,,
3373,2017,Requerimento,Sinalização na Via Publica,Aprovado,REQ,62133,,,
3372,2017,Requerimento,Sinalização Ponto Onibus,Aprovado,REQ,62138,,,
3371,2017,Requerimento,Implantação de Quebra mola,Aprovado,REQ,62161,,,
3370,2017,Requerimento,Conserto de tampa de boca de lobo,Aprovado,REQ,62159,,,
3369,2017,Requerimento,Retirada de Entulho,Aprovado,REQ,62158,,,
3368,2017,Requerimento,Solicitação de asfaltamento,Aprovado,REQ,62146,,,
3367,2017,Requerimento,Revitalização de Praça,Aprovado,REQ,62144,,,
3366,2017,Requerimento,limpeza e capina,Aprovado,REQ,62143,,,
3365,2017,Requerimento,Solicitação de Audiência Pública,Aprovado,REQ,62125,,,
3364,2017,Requerimento,Posteamento,Aprovado,REQ,62100,,,
3363,2017,Requerimento,operação tapa buraco,Aprovado,REQ,62098,,,
3362,2017,Requerimento,Solicitação Captação de agua e esgoto,Aprovado,REQ,62095,,,
3361,2017,Requerimento,Poda de árvore,Aprovado,REQ,62056,,,
3360,2017,Requerimento,Capina e Limpeza,Aprovado,REQ,62055,,,
3359,2017,Requerimento,colocação de tampa de bueiro,Aprovado,REQ,62039,,,
3358,2017,Requerimento,pedido de recapeamento de asfalto,Aprovado,REQ,62037,,,
3357,2017,Requerimento,reparo,Aprovado,REQ,62036,,,
3356,2017,Requerimento,substituição,Aprovado,REQ,62035,,,
3355,2017,Requerimento,Rotatória,Aprovado,REQ,62123,,,
3354,2017,Requerimento,Pedido de SInalização horizontal,Aprovado,REQ,62122,,,
3353,2017,Requerimento,Redutor de Velocidade,Aprovado,REQ,62113,,,
3352,2017,Requerimento,"Providenciar, URGENTEMENTE, junto à Secretaria de Obras (S O), a instalação de mais um braço de iluminação pública no Poste nº 024077, na entrada da Travessa Ana Vilela, Bairro Teixeiras.",Aprovado,REQ,62168,,,
3351,2017,Requerimento,"Para providenciar uma nova iluminação, com substituição das lâmpadas vapor de mercúrio para vapor de sódio, em 05 (cinco) postes em toda extensão da Rua Ercy Furtado de Souza, Bairro Teixeiras.",Aprovado,REQ,62157,,,
3350,2017,Requerimento,"Para providenciar uma nova iluminação, com substituição das lâmpadas vapor de mercúrio para vapor de sódio, em 26 (vinte seis) postes em toda extensão da Rua Jesus Raimundo, Bairro Teixeiras.",Aprovado,REQ,62155,,,
3349,2017,Requerimento,"Para providenciar uma nova iluminação, com substituição das lâmpadas vapor de mercúrio para vapor de sódio, em 05 (cinco) postes em toda extensão da Rua Sebastião Lopes Teixeiras, Bairro Teixeiras.",Aprovado,REQ,62152,,,
3348,2017,Requerimento,"Para providenciar uma nova iluminação, com substituição das lâmpadas vapor de mercúrio para vapor de sódio, em 05 (cinco) postes em toda extensão da Rua Custódio Furtado de Souza, Bairro Teixeiras.",Aprovado,REQ,62150,,,
3347,2017,Requerimento,"Para providenciar uma nova iluminação, com substituição das lâmpadas vapor de mercúrio para vapor de sódio, em 13 (treze) postes em toda extensão da Rua Porfírio Barbosa de Albuquerque, Bairro Teixeiras.",Aprovado,REQ,62148,,,
3346,2017,Requerimento,Secretária de Saúde dispensação de vacina da varicela (catapora) nos postos de saúde.,Aprovado,REQ,62132,,,
3345,2017,Requerimento,"A SETTRA providencie meios de orientar as empresas concessionárias do serviço público de transporte coletivo urbano do Município de Juiz de Fora para dar cumprimento, INCONTINENTI e IMEDIATO, à Lei nº 13.474/2016, para manter a ordem pública e os respeito aos direitos de todos os cidadãos.",Aprovado,REQ,62131,,,
3344,2017,Requerimento,"Colocação de redutor de velocidade, na Rua leixo Martins Neto, próximo ao n° 481 no Bairro Marumbi.",Aprovado,REQ,62104,,,
3343,2017,Requerimento,"autorização para a apresentação no plenário desta Casa Legislativa, do CORO FEMININO DE LA PONTIFICI UNIVERSIDAD CATÓLICA DEL PERU,  coro internacional, no dia 25 de setembro de 2017.",Aprovado,REQ,62153,,,
3342,2017,Requerimento,"Autorização para viagem administrativa à Belo Horizonte, em assunto desta casa legislativa, junto a Secretaria de Estado de Desenvolvimento Econômico, Ciência e Tecnologia e Ensina Superior de Minas Gerais, com o Exmo. Sr. Secretário Miguel Corrêa",Aprovado,REQ,62130,,,
3341,2017,Requerimento,Complementação da rede de esgoto na Rua Cândido Moreira Guedes no Bairro Terras Altas.,Aprovado,REQ,62162,,,
3340,2017,Requerimento,Reforço na pintura de toda sinalização de trânsito horizontal no Bairro Cascatinha.,Aprovado,REQ,62137,,,
3339,2017,Requerimento,Reforço da pintura de toda sinalização de trânsito horizontal no Bairro Jardim Laranjeiras,Aprovado,REQ,62136,,,
3338,2017,Requerimento,Realização da operação tapa buracos no Bairro Nossa Senhora Aparecida.,Aprovado,REQ,62135,,,
3337,2017,Requerimento,Reforço da pintura de toda a sinalização de trânsito horizontal no Bairro Nossa Senhora Aparecida.,Aprovado,REQ,62134,,,
3336,2017,Requerimento,Limpeza do terreno de propriedade da Prefeitura Municipal localizado no Bairro Granjas Bethel,Aprovado,REQ,62006,,,
3335,2017,Requerimento,"Substituição das lâmpadas na Rua João de Deus Pereira, no Bairro Santo Antônio.",Aprovado,REQ,61985,,,
3334,2017,Requerimento,"Substituição das lâmpadas na Rua Tenente Paulo Maria Delage, no Bairro Borboleta.",Aprovado,REQ,61982,,,
3333,2017,Requerimento,"Substituição das lâmpadas na Rua José Lourenço, no Bairro Borboleta.",Aprovado,REQ,61979,,,
3332,2017,Requerimento,Limpeza das margens dos Rio Paraibuna,Aprovado,REQ,62053,,,
3331,2017,Requerimento,Extensão da rede de iluminação,Aprovado,REQ,62052,,,
3330,2017,Requerimento,Troca de Grade de boca de lobo e verificação de meio fio,Aprovado,REQ,62051,,,
3329,2017,Requerimento,Troca das lâmpadas nas Ruas Barão de Aquino e Machado Sobrinho,Aprovado,REQ,62050,,,
3328,2017,Requerimento,Placa em Santa Terezinha,Aprovado,REQ,62119,,,
3327,2017,Requerimento,Reparo na rua do Bairro Sagrado Coração,Aprovado,REQ,62111,,,
3326,2017,Requerimento,Retirada de Poste bairro Parque Guarani,Aprovado,REQ,62107,,,
3325,2017,Requerimento,Poda de Arvore no Nova Era,Aprovado,REQ,62106,,,
3324,2017,Requerimento,"Capina, Limpeza e Varrição",Aprovado,REQ,62115,,,
3323,2017,Requerimento,Implantação de ônibus,Aprovado,REQ,62012,,,
3322,2017,Requerimento,Poda de Arvores,Aprovado,REQ,62011,,,
3321,2017,Requerimento,Poda de Arvores,Aprovado,REQ,62010,,,
3320,2017,Requerimento,"Solicitando ao poder público a limpeza, capina e corte de vegetação, na parte interna e nas margens do Córrego Ipiranga em toda sua extensão no Bairro Santa Luzia.",Aprovado,REQ,62108,,,
3319,2017,Requerimento,"Solicitando estudos junto à SETTRA melhoria e segurança entre os bairros Barbosa Lage e Santa Maria, com a instalação de radar, semáforo e faixa de pedestre em razão dos correntes acidentes, inclusive com morte de pessoas ao local.",Aprovado,REQ,62054,,,
3318,2017,Requerimento,Junto a SAU solicita uma fiscalização em uma rampa na calçada localizada na Av. Rio branco próximo a Rua Oswaldo Aranha. O local recomenda melhorias para dar maior segurança aos pedestres.,Aprovado,REQ,62027,,,
3317,2017,Requerimento,"Que a SETTRA providencie, em caráter urgente, junto à ASTRANSP, meio de disponibilizar ônibus, ou microônibus, para servir a comunidade (Bairro Niterói), no sentido Bairro Floresta região da Usina de Marmelos.",Aprovado,REQ,61999,,,
3316,2017,Requerimento,"Providenciar junto a Secretaria de Obra a restauração da Travessa que faz a ligação da Rua Conceição Sapatieri Zavon com a Rua José Nunes Leal, Bairro Santa Luzia.",Aprovado,REQ,61952,,,
3315,2017,Requerimento,"Adotar medidas junto ao DEMLURB providências para a solução do problema a um terreno situado entre aos nº 44 a 60 da Rua Nilo Vicente de Medeiros, bairro Alto Jardim de Alá, estando tomado por densa vegetação, com risco de contaminação dos moradores ao entorno.",Aprovado,REQ,61951,,,
3314,2017,Requerimento,"providenciem com urgência a capina e limpeza da Rua Expedicionário Antônio Novaes, bairro Monte Castelo.",Aprovado,REQ,62128,,,
3313,2017,Requerimento,"providenciem com urgência a manutenção e limpeza da “boca de Lobo” localizada Rua Geraldo Gomes Ribeiro, bairro Monte Castelo, próxima ao Esporte Clube Vila Branca.",Aprovado,REQ,62127,,,
3312,2017,Requerimento,"manutenção e o recapeamento da pavimentação asfáltica – operação tapa buracos em toda a extensão da Rua Vera Ribeiro Braga, bairro São Pedro.",Aprovado,REQ,62124,,,
3311,2017,Requerimento,avaliação técnica nos horários dos ônibus que atendem os bairros São Geraldo e Previdenciário.,Aprovado,REQ,62121,,,
3310,2017,Requerimento,avaliação técnica nos horários de ônibus que atendem o bairro Dias Tavares.,Aprovado,REQ,62120,,,
3309,2017,Requerimento,"a manutenção da mureta na ponte localizada no córrego da Rua Josué de Queiroz, bairro Santa Terezinha, nos fundos do Supermercados Bretas. ",Aprovado,REQ,62116,,,
3308,2017,Requerimento,"avaliação técnica no intervalo de tempo do semáforo localizado na Ponte Domingos Alves Pereira, bairro Santa Terezinha, no sentido Avenida Brasil.",Aprovado,REQ,62114,,,
3307,2017,Requerimento,"avaliação técnica para o acréscimo de um õnibus na Linha 735, bairro Vila Esperança II e a revisão dos horários atuais da linha.",Aprovado,REQ,62112,,,
3306,2017,Requerimento,providenciem com urgência a capina e limpeza da Praça do bairro Bom clima.,Aprovado,REQ,62110,,,
3305,2017,Requerimento,"manutenção e o recapeamento da pavimentação asfáltica – operação tapa buracos, na Rua Sueny Sacconi, esquina com a Rua Amambaí, bairro Jardim São João (Monte Castelo).",Aprovado,REQ,62109,,,
3304,2017,Requerimento,Sessão Solene em comemoração aos 500 anos da Reforma Luterana.,Aprovado,REQ,62097,,,
3303,2017,Requerimento,Reforço na sinalização do trânsito no Bairro Vale do Ipê,Aprovado,REQ,62034,,,
3302,2017,Requerimento,O reparo/revitalização do asfalto do trecho compreendido entre a Rua Marechal Setembrino de Carvalho e a Rua Benjamim Megiolaro no Bairro Nossa Senhora Aparecida.,Aprovado,REQ,61981,,,
3301,2017,Requerimento,Capina e limpeza em toda a margem do córrego do Bairro Borboleta.,Aprovado,REQ,61976,,,
3300,2017,Requerimento,"Asfaltamento da rua Antônio Scanapieco, no bairro Nova Era",Aprovado,REQ,61974,,,
3299,2017,Requerimento,Tapa buracos,Aprovado com Encaminhamento para Executivo,REQ,62003,,,
3298,2017,Requerimento,Tapa buracos,Aprovado com Encaminhamento para Executivo,REQ,62001,,,
3297,2017,Requerimento,Tapa buracos,Aprovado com Encaminhamento para Executivo,REQ,62000,,,
3296,2017,Requerimento,Tapa buracos,Aprovado com Encaminhamento para Executivo,REQ,61998,,,
3295,2017,Requerimento,Tapa buracos,Aprovado com Encaminhamento para Executivo,REQ,61996,,,
3294,2017,Requerimento,tapa buracos,Aprovado com Encaminhamento para Executivo,REQ,61993,,,
3293,2017,Requerimento,tapa buracos,Aprovado com Encaminhamento para Executivo,REQ,61992,,,
3292,2017,Requerimento,limpeza das bocas de lobo,Aprovado com Encaminhamento para Executivo,REQ,61971,,,
3291,2017,Requerimento,Retirada de entulho,Aprovado com Encaminhamento para Executivo,REQ,61949,,,
3290,2017,Requerimento,Estudo para construção de acostamento,Aprovado com Encaminhamento para Executivo,REQ,61945,,,
3289,2017,Requerimento,pavimentação asfaltica,Aprovado com Encaminhamento para Executivo,REQ,61938,,,
3288,2017,Requerimento,pavimentação asfaltica,Aprovado com Encaminhamento para Executivo,REQ,61937,,,
3287,2017,Requerimento,pavimentação asfaltica,Aprovado com Encaminhamento para Executivo,REQ,61933,,,
3286,2017,Requerimento,limpeza bocas de lobo,Aprovado com Encaminhamento para Executivo,REQ,61930,,,
3285,2017,Requerimento,capina e limpeza,Aprovado com Encaminhamento para Executivo,REQ,61929,,,
