Projeto,Ano,Tipo,Ementa,Situacao,Autor,Codigo_Tipo,Id_Projeto_Camara,Data_Projeto,Tramitacao_Encerrada,Aprovado
2093,2012,Requerimento,"Solicita que seja incluido o CEP, nas ruas A,F e G, bairro Milho Branco II.",Em Tramitação,Betão,REQ,23028,,,
2092,2012,Requerimento,"Solicita que inclua as ruas A, F e G no trajeto da linha de onibus que atende ao bairro Milho Branco.",Em Tramitação,Betão,REQ,3634,,,
2091,2012,Requerimento,"Solicita que o trajeto do ônibus 734, cidade do sol, passe a atender as ruas internas do Loteamento Recanto da Mata, no bairro Jardim do Sol.",Em Tramitação,Betão,REQ,3633,,,
2090,2012,Requerimento,"Solicita o desentupimento da boca de lobona rua Paracatu, bairro Santa Terezinha.",Em Tramitação,Castelar,REQ,9415,,,
2089,2012,Requerimento,"Solicita asfaltar toda extensão da rua Otacílio Esteves da Silva, bairro Granjas Bethânia.",Em Tramitação,Chico Evangelista,REQ,19718,,,
2088,2012,Representação,"Solicita a iluminação no loteamento 03, escadão no bairro Filgueiras.",Aprovado,Tico-Tico,REP,15403,,,
2087,2012,Requerimento,"Solicita a implantação de sinalização alerta de PARE, na esquina da rua Branca Mascarenhas com Rua Geraldo Gomes Ribeiro.",Em Tramitação,Wanderson Castelar,REQ,28509,,,
2086,2012,Requerimento,"Solicita a verificação do risco que uma intervenção na rede de esgoto/pluvial pela Cesama na rua Geraldo Scaldini Machado, bairro Jardim Natal.",Em Tramitação,Wanderson Castelar,REQ,19018,,,
2085,2012,Requerimento,"Solicita a iluminação na rua A, bairro Milho Branco II.",Em Tramitação,Betão,REQ,23027,,,
2084,2012,Requerimento,"Solicita redutores de velocidades nas ruas A, F e G, no bairro Milho Branco II.",Em Tramitação,Betão,REQ,23026,,,
2083,2012,Requerimento,"Solicita implantar o serviço de entrega de correspondencias, nas ruas A, F e G, bairro Milho Branco II",Em Tramitação,Betão,REQ,22806,,,
2082,2012,Requerimento,"Solicita reparos na galeria de água, próximo ao campo de futebol do bairro Olavo Costa.",Em Tramitação,Betão,REQ,12324,,,
