Projeto,Ano,Tipo,Autor,Ementa,Situação
149.0,2012.0,Projeto de Lei,"Mesa Diretora - Biênio 2011/2012, Pastor Carlos, Dr Luiz Carlos dos Santos, Mesa Diretora",Institui o Diário Oficial Eletrônico da Câmara Municipal de Juiz de Fora (D.O.E) e dá outras providências.,Arquivada
149.0,2012.0,Moção,Figueirôa,Moção de Aplauso - Rosângela Maria de Castro Cunha,Arquivada
149.0,2012.0,Requerimento,Betão,"Solicita passar máquina e jogar cascalho ou pó de brita na Rua F, bairro Milho Branco II.",Em Tramitação
149.0,2012.0,Pedido de Informação,Isauro Calais,"Ao Chefe do Executivo que nos informe a respeito da instalação de rede elétrica em parte das ruas Olivia do Carmo Mota e Antônio Azalim Silva, no Granjeamento Santo Antônio, em Vila Ideal.",Em Tramitação
148.0,2012.0,Requerimento,Betão,"Solicita asfaltar a Rua Topázio, bairro Marilândia.",Em Tramitação
148.0,2012.0,Projeto de Lei,Flávio Cheker,"Declara de Utilidade Pública, para fins de tombamento como patrimônio histórico cultural da cidade, o Café Galeria.",Transformado em Norma Jurídica
148.0,2012.0,Moção,Figueirôa,Moção de Aplauso - Ana Leia Salomão e Ribeiro,Arquivada
148.0,2012.0,Pedido de Informação,Flávio Cheker,"Ao Chefe do Executivo através do orgão competente que nos informe, se há projeto por parte desta PJF para abertura de rua entre as Ruas Almirante Barroso e Professor Coelho e Sousa, no bairro Paineiras. Em caso afirmativo, fornecer cópia do projeto.",Em Tramitação
147.0,2012.0,Projeto de Lei,Flávio Cheker,Dispõe sobre denominação de Logradouro Público,Transformado em Norma Jurídica
147.0,2012.0,Moção,Figueirôa,Moção de Aplauso - Fernando do Nascimento,Arquivada
147.0,2012.0,Requerimento,Betão,"Solicita asfaltar a rua Professor Godinho, no bairro Fábrica.",Em Tramitação
147.0,2012.0,Pedido de Informação,Flávio Cheker,"Ao Chefe do Executivo através do orgão competente que nos informe, qual tipo de intervenção que está sendo pensada para a Praça Jarbas de Lery, no bairro São Mateus, e se está prevista a abertura de via no perímetro da Praça.",Em Tramitação
146.0,2012.0,Requerimento,Betão,"Solicita o asfaltamento, fazer bocas de lobo e passeios na rua dos Jaspes, no bairro Marilândia",Em Tramitação
146.0,2012.0,Projeto de Lei,Francisco Canalli,"Declara de Utilidade Pública, para fins de tombamento como patrimônio cultural da cidade, para a Banda de Música da 4a Brigada de Infantaria Motorizada.",Transformado em Norma Jurídica
146.0,2012.0,Moção,Figueirôa,Moção de Aplauso - Defensoria Pública Únião de Juiz de Fora/MG,Arquivada
146.0,2012.0,Pedido de Informação,Flávio Cheker,"Ao Cehfe do Executivo através do orgão competente que nos informe, qual a posição oficial da PJF em relação às graves denúncias feitas pelo Ministério do Trabalho e Emprego/Superintendência Regional do Trabalho e Emprego de Minas Gerais/Gerência Regional do Trabalho e Emprego em Juiz de Fora.",Em Tramitação
145.0,2012.0,Requerimento,Betão,"Solicita q tape os buracos na rua Doutor Milton Ladeira, no bairro Milho Branco",Em Tramitação
145.0,2012.0,Projeto de Lei,Francisco Canalli,Dispõe sobre a inclusão no Calendário Oficial do Município.,Transformado em Norma Jurídica
145.0,2012.0,Moção,Carlos Bonifácio,Moção de Aplauso - Força Jovem Universal,Arquivada
145.0,2012.0,Pedido de Informação,Flávio Cheker,"Ao Cehfe do Executivo através do orgão competente que nos informe, sobre as obras de captação de água fluvial, no bairro Borboleta: 1. Qual o valor das obras e a origem dos recursos? 2. Qual a parte do bairro e as ruas que serão contempladas com as obras? 3. Qual o período/cronograma para conclusão dos serviços?",Em Tramitação
144.0,2012.0,Representação,Julio Gasparette,Solicita junto a Presidênica da Reública no intuito de que seja discutida proposta de Emenda à Constituição para a diminuição da idade laboral para 14 (quatorze) anos.,Arquivada
144.0,2012.0,Requerimento,Betão,"Solicita a operação tapa buracos na rua Bertha Halfeld Paleta, bairro Francisco Bernardino",Em Tramitação
144.0,2012.0,Projeto de Lei,Figueirôa,Dispõe sobre concessão de Título de Utilidade Pública,Arquivada
144.0,2012.0,Moção,Noraldino Júnior,Moção de Aplauso - Pedro Henrique Piazzi,Arquivada
144.0,2012.0,Pedido de Informação,Dr. Fiorilo,"Ao Cehfe do Executivo através do orgão competente prestar as seguintes informações: 1. A faixa de terreno situada contíguamente ao imóvel da Rua E, nº 17, do bairro Parque Independência II, pertence ao Município? 2. Neste caso, é possivel a transferência não onerosa para o proprietário do mencionado imóvel, objetivando aproveitamento como extensão de calçada? 3. Quais as medidas recomendadas pelo Município?",Em Tramitação
143.0,2012.0,Representação,Betão,"Solicita junto a Polícia Militar, policiamento no condomínio Araucária, bairro Sagrado Coração de Jesus",Arquivada
143.0,2012.0,Projeto de Lei,Chico Evangelista,Dispõe sobre denominação de Logradouro Público.,Transformado em Norma Jurídica
143.0,2012.0,Moção,Noraldino Júnior,Moção de Aplauso - Rafael Ramos dos Santos,Arquivada
143.0,2012.0,Requerimento,Betão,"Solicita a recapeamento do asfalto na rua Baptista de Oliveira, no Bairro Milho Branco",Em Tramitação
143.0,2012.0,Pedido de Informação,Flávio Cheker,"Ao Chefe do Executivo, atráves do órgão competente, que nos foorneça as seguintes informações abaixo: 1) Se há previsão de reforma da rede de capitação de esgoto e água pluvial na Rua Maria Aparecida Martins, bairro Vale Verde? 2) Em caso afirmativo, se há previsão para o inicio da referida reforma.",Em Tramitação
142.0,2012.0,Requerimento,Betão,"Solicita a recomposição do alfalto na rua das Esmeraldas, bairro Marilandia",Em Tramitação
142.0,2012.0,Representação,Betão,Solicita policiamento nas emediações do Instituto Estadual de Educação (Escola Normal),Aprovado
142.0,2012.0,Moção,Francisco Canalli,Moção de Aplauso - Professores da Escola Adventista de Juiz de Fora,Arquivada
142.0,2012.0,Pedido de Informação,Flávio Cheker,"Ao Chefe do Executivo, através do órgão competente, que nos informe se há possibilidade de doação/cessão de um terreno situado à Rua Margarida Alves, esquina com Rua José Augusto de Paulo, bairro Vale Verde, para a construção da sede da SPM do referido bairro.",Em Tramitação
141.0,2012.0,Representação,Fiorilo,Solicita junto a CEMIG informações com relação a distribuição de energia elétrica rural,Arquivada
141.0,2012.0,Projeto de Lei,Isauro Calais,Dispõe sobre Concessão de Título de Cidadão Honorário.,Transformado em Norma Jurídica
141.0,2012.0,Moção,Francisco Canalli,Moção de Aplauso - Funcionários da Escola Adventista de Juiz de Fora,Arquivada
141.0,2012.0,Requerimento,Betão,"Solicita tapar buracos na rua Marciano da Silva, bairro Milho Branco.",Em Tramitação
141.0,2012.0,Pedido de Informação,Flávio Cheker,"Ao Chefe do Executivo, através do órgão competente, que nos informe se o bota-fora criado na antiga pedreira do bairro Cidade do Sol se encontra legalizado e dentro dos padrões pertinentes à questão ambiental, tendo em vista possível contaminação do lençol freático na região.",Em Tramitação
140.0,2012.0,Representação,Wanderson Castelar,"Requeiro á mesa, ouvido o plenário nos termos regimentais nos termos regimentais, que REPRESENTE ao Comando Regional da Polícia Militar do Estado de Minas, na pessoa de seu Comandante, com envio de cópia desta para a 300 Companhia da Polícia Militar do Estado de Minas Gerais.",Arquivada
140.0,2012.0,Projeto de Lei,Rodrigo Mattos,Dispõe sobre denominação de próprio municipal.,Transformado em Norma Jurídica
140.0,2012.0,Moção,Francisco Canalli,Moção de Aplauso - Sebastião Pitassi Júnior,Arquivada
140.0,2012.0,Requerimento,Betão,"Solicita fechar os buracos na rua Raphael Sansão, bairro Minho Branco.",Em Tramitação
140.0,2012.0,Pedido de Informação,Flávio Cheker,"Ao Chefe do Executivo, atráves do órgão competente, que nos informe, qual a destinação a ser dada ao lote que ""da fundos"" para o imóvel da Rua Alexandre Fazzi nº 935, casa 4, no bairro Marumbi.",Em Tramitação
139.0,2012.0,Representação,Chico Evangelista,Solicita junto a MRS para que tome providências referentes a composições férreas que ficam parada por longo tempo,Arquivada
139.0,2012.0,Requerimento,Betão,"Solicita um abrigo no ponto de ônibus, na rua João Krolman Sobrinho, no bairro São Pedro",Em Tramitação
139.0,2012.0,Projeto de Lei,Julio Gasparette,Dispõe sobre a incorporação que menciona.,Transformado em Norma Jurídica
139.0,2012.0,Moção,Francisco Canalli,Moção de Aplauso - Renato Fávero,Arquivada
139.0,2012.0,Pedido de Informação,Flávio Cheker,"Ao Chefe do Executivo através do órgão competente que nos informe: 1) Qual a localização exata, com metragem, croqui e contronos da área do Trevo Arlindo Daibert, sito à Av. Deusdeth Salgado, próximo ao encontramento com a BR-040, segundo a Lei nº 9.220, de 26 de fevereiro de 1998; 2) Qual a atitude a PJF indicar o referido logradouro e dar ciência à população do correto nome do Trevo Arlindo Daibert? 3) Há projeto da PJF para á área referida, que inclua paisagismo e colocação de um ""marco"" alusivo ao eminente artista plástico que a nomeia? Em caso negativo, é possível pensarmos, conjuntamente, inclusive com outras instituições parceiras a elaboração do referido projeto.",Em Tramitação
138.0,2012.0,Requerimento,Betão,"Solicita a recomposição do asfalto, em toda extensão da rua Humberto Menini, bairro Borboleta.",Em Tramitação
138.0,2012.0,Representação,Ana do Padre Frederico,"Solicita junto a CEMIG providenciar iluminação pública na rua Alameda de Santo Antônio, bairro Cruzeiro de Santo Antônio",Arquivada
138.0,2012.0,Projeto de Lei,Figueiôa,"Dispõe sobre a garantia de acessibilidade nos cemitérios públicos e privados no Município de Juiz de Fora , e dá outras providências.",Transformado em Norma Jurídica
138.0,2012.0,Moção,Francisco Canalli,Moção de Aplauso - Marcelo Felelis Nascimento,Arquivada
138.0,2012.0,Pedido de Informação,Flávio Cheker,"Ao Chefe do Executivo que nos informe se a PJF, atráves do órgão responsável, tem conhecimento do documento que está sendo distribuido aos moradores da área de ocupação do bairro Borboleta.",Em Tramitação
137.0,2012.0,Requerimento,Betão,"Solicita a recomposição do asfalto na rua Jacob Lawal, bairro Borboleta",Em Tramitação
137.0,2012.0,Representação,Ana do Padre Frederico,"Solicita junto a CEMIG, providenciar iluminação pública na ru Waldemar Bracher, bairro Martelos",Arquivada
137.0,2012.0,Moção,Francisco Canalli,Moção de Aplauso - Paulo Machado Amoras,Arquivada
137.0,2012.0,Projeto de Lei,Francisco Canalli,Dispõe sobre o fornecimento de sinal de internet gratuita aos cidadãos de Juiz de Fora.,Arquivada
137.0,2012.0,Pedido de Informação,Flávio Cheker,"Ao Chefe do Executivo que nos informe: as resposatas dos Pedidos de Informação números 0113, aprovado em 25 de maio de 2011 e não respondido até a presente data.",Em Tramitação
136.0,2012.0,Projeto de Lei,Isauro Calais,Dispõe so bre concessão de Título de Cidadão Honorário,Transformado em Norma Jurídica
136.0,2012.0,Moção,Francisco Canalli,Moção de Aplauso - José Henrique Ferreira,Arquivada
136.0,2012.0,Representação,Noraldino Júnior,Solicita junto a OI para que faça compartilhamento com a Vivo da antena do bairro Filgueiras,Arquivada
136.0,2012.0,Requerimento,Betão,"Solicita fechar os buracos na av. Senhor dos Passos, no bairro São Pedro.",Em Tramitação
136.0,2012.0,Pedido de Informação,Flávio Cheker,Ao Chefe do Executivo através da Secretária Municipal de Governo que nos informe: as resposatas dos Pedidos de Informação números 122 e 123.,Em Tramitação
135.0,2012.0,Requerimento,Betão,"Solicita a recomposição do asfalto que esta em péssimo estado de conservação, na rua dos Rubis, bairro Marilândia.",Em Tramitação
135.0,2012.0,Projeto de Lei,Doutor Luiz Carlos,"Institui o ""IPTU Ecológico"", desconto no Imposto Predial Territorial Urbano (IPTU) às habitações sustentáveis e dá outras providências.",Arquivada
135.0,2012.0,Moção,Francisco Canalli,Moção de Aplauso - Daniane de Souza Melo,Arquivada
135.0,2012.0,Representação,Noraldino Júnior,Solicita junto a Claro para que faça compartilhamento com a Vivo da antena do bairro Filgueiras,Arquivada
135.0,2012.0,Pedido de Informação,Flávio Cheker,"Ao Chefe do Executivo através da Secretária Municipal de Governo que nos informe: as resposatas dos Pedidos de Informação números 01, 03, 048, 053 (com pedido de prorrogação de prazo já vencido) 080, 081, 091 e 102.",Em Tramitação
134.0,2012.0,Requerimento,Roberto Cupolillo,"Solicita instalar redutores de velocidades na Rua João Krolman Sobrinho, no bairro São Pedro.",Em Tramitação
134.0,2012.0,Projeto de Lei,José Tarcísio,Dispõe sobre denominação de Logradouro Público,Arquivada
134.0,2012.0,Moção,Francisco Canalli,Moção de Aplauso - Ana Paula L. da Silva Alves,Arquivada
134.0,2012.0,Representação,Noraldino Júnior,Solicita junto a Tim para que faça compartilhamento com a Vivo da antena do bairro Filgueiras,Arquivada
134.0,2012.0,Pedido de Informação,Julio Gasparette.,"Ao Chefe do Executivo que nos informe: a respeito do Projeto do Complexo Cultural Praça da Estação, qual é o valor estimado da referida obra, e de onde vem a verba para a mesma.",Em Tramitação
133.0,2012.0,Requerimento,Betão,"Solicita a recomposição do asfalto na rua das Pérolas, no bairro Marilândia",Em Tramitação
133.0,2012.0,Projeto de Lei,Flávio Cheker,"Dispõe sobre o uso de redes de infraestrutura exclusivamente subterrânea para a transmissão de energia elétrica, de telefonia, de comunicação de dados via fibra óptica, de televisão a cabo e de outros cabeamentos nos locais que especifica e dá outras providências.",Em Tramitação - Vetado Totalmente
133.0,2012.0,Moção,Isauro Calais,Moção de Aplauso - Wanderlete Dornelas Caetano,Arquivada
133.0,2012.0,Representação,Noraldino Júnior,"Solicita junto a 13ª Promotoria de Justiça, para que a operadora Vivo, compartilhe a antena com todas operadoras no bairro Filgueiras",Arquivada
133.0,2012.0,Pedido de Informação,Flávio Cheker,Ao Chefe do Executivo que nos informe: quais são os terrenos públicos e as áreas de preservação do Município na região do bairro Nova Benfica.,Em Tramitação
132.0,2012.0,Requerimento,Betão,"Solicita que feche o buraco na rua Guilherme Debussy, no bairro Borboleta.",Em Tramitação
132.0,2012.0,Projeto de Lei,Francisco Canalli,"Dispõe sobre o obrigatoriedade da menção do valor total do custo do publicidade da Administração Direta e Indireta, inclusive da Câmara Municipal, no âmbito do Município de Juiz de Fora, e dá outros providências.",Arquivada
132.0,2012.0,Moção,Isauro Calais,Moção de Aplauso - Sueli Santos de Oliveira,Arquivada
132.0,2012.0,Representação,Noraldino Junior,"Solicita junto a operadadora Vivo, o compartilhamento de antena no Bairro Filgueiras",Arquivada
132.0,2012.0,Pedido de Informação,Flávio Cheker,"Ao Chefe do Executivo que nos informe: qual motivo foram retiradas as placas de obras realizadas pela Prefeitura de Juiz de Fora, mas com recurso federais, omitindo a origem destes recursos e colocando apenas como se fosse uma verdade unilateral.",Em Tramitação
131.0,2012.0,Requerimento,Doutor Luiz Carlos,Solicita providenciar junto á Zoonoses doação de vacinas para cães do canil do bairro Dom Bosco.,Em Tramitação
131.0,2012.0,Representação,José Emanuel,"Solicita a extensão de rede de iluminação pública na rua Francisco Vaz de Magalhães, bairro Cascatinha",Arquivada
131.0,2012.0,Projeto de Lei,Francisco Canalli,"Declara de Utilidade Pública, para fins de tombamento como patrimônio cultural da cidade, para a Banda de Música ""2 de Ouro"" do 2° Batalhão de Polícia Militar",Transformado em Norma Jurídica
131.0,2012.0,Moção,Isauro Calais,Luiz Alan Pereira,Arquivada
131.0,2012.0,Pedido de Informação,Flávio Cheker,"Ao Chefe do Executivo que nos informe: A) Se haveria possibilidade de se realizar a incorporação também das/os coordenadoras/es pedagógicas/os ao completarem 5 (cinco) anos corridos, e não 7 (sete) como é atualmente, de acordo com a Lei nº 8.710, de 31 de julho de 1995, que dispõe sobre o estatuto dos Servidores Públicos da Administração Direta do município de Juiz de Fora, de suas Autarquias e Fundações Públicas. B - Se é possível antecipar o reajuste de 25% concedido aos/as coordenadores/as, tendo em vista que houve o recebimento de 10% do referido reajuste, mas os 15% restantes estão previsto para até 2015.",Em Tramitação
130.0,2012.0,Requerimento,Doutor Luiz Carlos,Solicita esclarecimentos junto a Secretaria de Saúde sobre o processo licitatório nº 11.506/2011,Em Tramitação
130.0,2012.0,Representação,Fiorilo,"Solicita junto a Empresa UTIL que volte a fazer uma parada no Shopping Independência, da linha que faz Juiz de Fora/Rio de Janeiro.",Arquivada
130.0,2012.0,Moção,Isauro Calais,Moção de Aplauso - Carlos Alberto Mendes,Arquivada
130.0,2012.0,Projeto de Lei,Wanderson Castelar,Torna obrigatório a divulgação mensal do relatório sobre o cumprimento de horários dos ônibus do transporte coletivo urbano.,Transformado em Norma Jurídica
130.0,2012.0,Pedido de Informação,Figueirôa.,Ao Chefe do Executivo através da Secretaria de Atividades Urbanas - SAU que nos informe: 1. A Casa do Servidor está sendo desativada ? Se sim por que ? 2 . Faltam profissionais da área da saúde na Casa do Servidor? Se falta por que ? Por ventura serão repostos? 3. Quais são os números de funcionários que atuam na Casa do Servidor e que cargo exercem? 4. Qual é o horário de trabalho dos funcionários da Casa do Servidor? 5. A Prefeitura Municipal de Juiz de Fora pretende reformular a Casa do Servidor? De que forma? Para que ?,Em Tramitação
129.0,2012.0,Requerimento,Doutor Luiz Carlos,"Solicita a melhoria da estrada na Granja Paraíso, na rua do Zé Badeco, granjeamento de café, no Distrto de Penido.",Em Tramitação
129.0,2012.0,Representação,Flávio Cheker,Solicita a regularização de entrega de correspondencia no núcleo urbano de Penido.,Arquivada
129.0,2012.0,Projeto de Lei,Figueirôa,"DISPÕE SOBRE A OBRIGATORIEDADE DA DEVOLUÇÃO INTEGRAL E EM ESPÉCIE DO TROCO, PARA OS ESTABELECIMENTOS SITUADOS NA CIDADE DE JUIZ DE FORA, QUE FORNEÇAM PRODUTOS OU SERVIÇOS DIRETAMENTE AO CONSUMIDOR.",Transformado em Norma Jurídica
129.0,2012.0,Moção,Carlos Bonifácio,Moção de Aplauso - Posto de Identificação da Câmara Municipal,Arquivada
129.0,2012.0,Pedido de Informação,Betão,"Ao Chefe do Executivo junto a Secretária de Transporte e Trânsito (SETTRA), que nos informe: se o Traffic Calming, instalado na rua Sampaio, bairro Granbery está de em conformidade com as regras estabelecidas pela ABNT.",Em Tramitação
128.0,2012.0,Requerimento,Doutor Luiz Carlos,Solicita a capina e a limpeza na escada do campo do bairro Progresso.,Em Tramitação
128.0,2012.0,Representação,Todos os Vereadores,"Solicita junto a Presidência da Repúblicaque se proceda à criação de critérios específicos para a adesão de trabalhadores que atuam como Agentes Comunitários de Saúde e Agentes de Endemias no programa do Governo Federal, ""Minha Casa, Minha Vida"".",Arquivada
128.0,2012.0,Projeto de Lei,Figueirôa,Dispõe sobre denominação logradouro Público.,Arquivada
128.0,2012.0,Moção,José Tarcísio,Moção de Aplauso - Wagner Vaccari,Arquivada
128.0,2012.0,Pedido de Informação,Betão,"Ao Chefe do Executivo junto a Secretaria de Obras, que nos informe: se os passeios, edificados ao longo da Rua Santo Antônio estão dentro dos padrões estabelecidos pela ABNT, e contemplam satisfatoriamente o acesso a deficientes visuais",Em Tramitação
127.0,2012.0,Requerimento,Doutor Luiz Carlos,Solicita a limpeza das bocas de lobo nas ruas do bairro Nova Benfica.,Em Tramitação
127.0,2012.0,Representação,Todos os Vereadores,"Solicita junto ao Ministério Público do Trabalho que seja realizada auditoria nas contas da saúde para verificar, em especial, como é efetuado o pagamento aos servidores que desempenham as funções de Agentes Comunitários de Saúde e Agentes de Endemias",Arquivada
127.0,2012.0,Projeto de Lei,Figueirôa,Dispõe sobre denominação de logradouro público,Arquivada
127.0,2012.0,Moção,José Tarcísio,Moção de Aplauso - Romário Fernandes de Souza,Arquivada
127.0,2012.0,Pedido de Informação,Figueirôa,"Ao Chefe do Executivo, atráves da Secretaria de Comunicação Social - SCS que nos informe: 1 . Que apresente detalhamento dos gastos na mídia referente aos meses de Maio, junho de Julho. 2 . Especificar gastos com TV e Folder referente aos meses de Maio, Junho e Julho.",Em Tramitação
126.0,2012.0,Requerimento,Doutor Luiz Carlos,"Solicita a limpeza e capina da praça de Nova Benfica, no bairro Nova Benfica.",Em Tramitação
126.0,2012.0,Projeto de Lei,Fiorilo,"Dispõe sobre a vedação a alteração de denominação de logradouro públicos, e dá outras providências.",Em Tramitação - Vetado Totalmente
126.0,2012.0,Representação,Figueirôa,"Solicita junto a ANTT, a utilização pela empresa Util do ponto de ônibus localizado no Independência Shopping",Arquivada
126.0,2012.0,Moção,José Tarcísio,Moção de Aplauso - Rock Wudson Moraes da Silva,Arquivada
126.0,2012.0,Pedido de Informação,Flávio Cheker,"Ao Chefe do Executivo que nos informe: relação à denuncia publicada no Jornal Tribuna de Minas, datada de 26 de junho do corrente ano, sobre possíveis irregularidades/fraudes em licitações, envolvendo o fornecimento de merenda escolar e Restaurante Popular.",Em Tramitação
125.0,2012.0,Requerimento,Doutor Luiz Carlos,Solicita a operação tapa buracos nas ruas do bairro Nova Benfica,Em Tramitação
125.0,2012.0,Representação,José Emanuel,Solicita extensão de rede com instalação de posteamento e iluminação na Rua das Macassitas no bairro Marilãndia.,Arquivada
125.0,2012.0,Moção,José Tarcísio,Moção de Aplauso - Roberto Stenner de Miranda,Arquivada
125.0,2012.0,Projeto de Lei,José Emanuel,Dispõe sobre a implantação do taxi-lotação no Município de Juiz de Fora,Arquivada
125.0,2012.0,Pedido de Informação,Flávio Cheker,"Ao Chefe do Executivo que nos envie: cópia de ""croqui"" do loteamento Três Marias no bairro Marumbi, sito no ""prolongamento"" da Rua Otávio Pereira Torres, sendo área de ocupação com aproximadamente vinte (20) famílias.",Em Tramitação
124.0,2012.0,Requerimento,Julio Gasparette,"Solicita a remoção de lama em toda extensão da rua Ivan Batista de Oliveira, no bairro Milho Branco",Em Tramitação
124.0,2012.0,Representação,Betão,Solicita policiamento ostensivo no bairro Vina Del Mar.,Arquivada
124.0,2012.0,Projeto de Lei,"Flávio Cheker, Francisco Canalli e Rodrigo Mattos, Francisco Canalli, Rodrigo Mattos",Dispõe sobre a criação da Comissão da Verdade no âmbito do município de Juiz de Fora,Transformado em Norma Jurídica
124.0,2012.0,Moção,José Tarcísio,Moção de Aplauso - Marco Antonio de Alcantra Becker,Arquivada
124.0,2012.0,Pedido de Informação,Julio Gasparette,Ao Chefe do Executivo que nos informe: o nome da empresa responsável pela construção da UBS do bairro Cidade do Sol.,Em Tramitação
123.0,2012.0,Representação,Betão,"Solicita que seja reativado o posto policial do Condominio Bosque do Imperador, bairro São Pedro.",Arquivada
123.0,2012.0,Projeto de Lei,"Isauro Calais, Ana do Padre Frederico, José Tarcísio, Figueirôa, Ana Rossignoli, Figueirôa, Dr. José Tarcísio",Revoga as Leis que menciona.,Transformado em Norma Jurídica
123.0,2012.0,Moção,José Tarcísio,Moção de Aplauso - Marco Aurélio Brigatto,Arquivada
123.0,2012.0,Requerimento,Julio Gasparette,"Solicita a operação tapa buracos na rua Santana, bairro Centenário.",Em Tramitação
123.0,2012.0,Pedido de Informação,Julio Gasparette,Ao Chefe do Executivo que nos informe: o nome da empresa responsável pela construção da UBS do bairro Granjas Betânia.,Em Tramitação
122.0,2012.0,Representação,José Emanuel,"Solicita a instalação de postes de iluminação pública na rua Mário Maria de Jesus, bairro Morada Nova",Aprovado
122.0,2012.0,Moção,José Tarcísio,Moção de Aplauso - Manoel Ricardo Silveira Botelho,Arquivada
122.0,2012.0,Requerimento,Julio Gasparette,"Solicita operação tapa buracos em toda extensão da estrada da Remonta, bairro Joquei Clube.",Em Tramitação
122.0,2012.0,Projeto de Lei,"Isauro Calais, Ana do Padre Frederico, José Tarcísio e Figueirôa, Ana Rossignoli, Figueirôa, Dr. José Tarcísio","Institui em Juiz de Fora o Programa de Orientação, Primeiros Socorros e Prevenção de Acidentes e Quedas a Idosos",Transformado em Norma Jurídica
122.0,2012.0,Pedido de Informação,Flávio Cheker,"Ao Chefe do Executivo que nos informe: em relação à Praça da Estação (Praça João Penido). 1) Relação de obras a serem realizadas no entorno da Praça, com autorização da pJF, envolvendo tanto demolição quanto construção e/ou reforma de imóveis particulares, inclusive aqueles que têm áreas limítrofes com as ruas Halfeld, Marechal e Avenida Francisco Bernardino. 2) Explicar as retrições de uso - já estabelecidas pela legislação em vigor -, ou por ato normativo de órgão municipal, para os imóveis situados no entrono da referida Praça; 3) Se há a preocupação desta PJF - e em caso afirmativo explicar de que maneira concreta tal preocupação se explicita - , em conjugar a execução do projeto de revitalização da Praça da Estação com a destinação de uso dos imóveis ali situados, de modo a criar um ambinete propício à ""ocupação"" e ao usufruto daquele espaço público de maneira harmônica, integrada e que permita interação entre frequentadores, comerciantes e demais ramos de serviço.",Em Tramitação
121.0,2012.0,Representação,Fiorilo,"Solicita a reparação e substituição de caixa eletronico da Caixa Economica Federal na área do Shopping Alameda, bairro Alto dos Passos.",Arquivada
121.0,2012.0,Projeto de Lei,"Isauro Calais, Ana do Padre Frederico, José Tarcísio e Figueirôa, Ana Rossignoli, Figueirôa, Dr. José Tarcísio","Altera a redação do art. 10 da lei 10.702 de 15 de abril de 2004, que torna obrigatória aos hospitais do município, conveniados com o Sistema Único de Saúde - SUS, a afixação de aviso esclarecendo o direito para os idosos de terem um acompanhante, em caso de internação.",Transformado em Norma Jurídica
121.0,2012.0,Moção,José Tarcísio,Moção de Aplauso - Luiz Otávio de Almeida Costa,Arquivada
121.0,2012.0,Requerimento,Julio Gasparette,"Solicita a melhoria da rede de iluminação pública em toda extensão da rua das violetas, bairro Aeroporto",Em Tramitação
121.0,2012.0,Pedido de Informação,Flávio Cheker,"Ao Chefe do Executivo que nos informe: em relação ao modal bicicleta, como transporte não motorizado e também como transporte motorizado: A) Como a legislação municipal trata a regulamentação da utilização de automotores, entendidos aqui especificamente como ciclomotores, bem como as bicilcetas dotadas originalmente de motor elétrico, considerando-se a potência máxima, o peso máximo e a velocidade máxima dos equipamentos? B) Caso não haja regulamentação especifica, como o município pensa em regulamentar a utilização des ciclomotores? C) Como o município considera a bicileta ewquipada com motor de combustão interna, cuja cilindrada não exceda a 50 cm e como considera as com motor acima desta capacidade, para efeito de licenciamento e fiscalização ?",Em Tramitação
120.0,2012.0,Requerimento,Julio Gasparette,"Solicita a operação tapa buracos em toda extensão da rua Tupi, bairro Santa Terezinha.",Em Tramitação
120.0,2012.0,Projeto de Lei,"Isauro Calais, Ana do Padre Frederico, José Tarcísio e Figueirôa, Ana Rossignoli, Figueirôa, Dr. José Tarcísio","Altera dispositivo da Lei nº 11.196, de 03 de agosto de 2006, que altera a Lei n10.955, de 12 de julho de 2005, que estabelece o uso de veículos adaptados no serviço de táxí para atendimento a deficiente.",Transformado em Norma Jurídica
120.0,2012.0,Moção,José Tarcísio,Moção de Aplauso - José Renato da Costa Silva,Arquivada
120.0,2012.0,Representação,José Tarcísio,Solicita a colocação de um aparelho telefônico comunitário na rua Projetada no bairro Penido,Arquivada
120.0,2012.0,Pedido de Informação,Flávio Cheker,"Ao Chefe do Executivo que nos informe: 1) Se há projeto de reforma para o Parque Halfeld. 2) E em caso afirmativo, que nos forneça cópia do referido projeto e: 2.a - Quando serão iniciadas as obras? 2.b - O que será feito com a ""Feira do Parque Halfeld"" e com os seus trabalhadores?",Em Tramitação
119.0,2012.0,Representação,Flávio Cheker,Solicita a melhora no policiamento no bairro Santa Luzia e adjacências,Arquivada
119.0,2012.0,Projeto de Lei,Tico-Tico,Dispõe sobre denominação de Logradouro Público.,Transformado em Norma Jurídica
119.0,2012.0,Moção,José Tarcísio,Moção de Aplauso - Gisa Stenner,Arquivada
119.0,2012.0,Requerimento,Julio Gasparette,Solicita que o caminhão de lixo passe em todas as ruas de bairro Milho Branco.,Em Tramitação
119.0,2012.0,Pedido de Informação,Flávio Cheker,"Ao Chefe do Executivo que nos informe: qual tipo de ação será tomada em realção às famílias da ""ocupação"" do bairro Caiçaras II.",Em Tramitação
118.0,2012.0,Projeto de Lei,Wanderson Castelar,Dispõe sobre denominação de logradouros públicos.,Arquivada
118.0,2012.0,Moção,Isauro Calais,Moção de Aplauso - João Geraldo de Rezende e Maria Aparecida da Silva,Arquivada
118.0,2012.0,Representação,Flávio Cheker,"Solicita, para que seja implantado no Município de Juiz de Fora, o Programa de Controle de Homicídios Fica Vivo, com o objetivo de prevenção à criminal idade.",Arquivada
