Projeto,Ano,Tipo,Autor,Ementa,Situação
1682.0,2012.0,Requerimento,Noraldino Junior,"Solicita a limpeza de boca de lobo na rua Dr. Antonio de Castro Teixeira, bairro Bosque do Imperador.",Em Tramitação
1681.0,2012.0,Requerimento,Noraldino Junior,"Solicita a capina e limpeza na rua Major Maximiano Campos, bairro Eldorado.",Em Tramitação
1680.0,2012.0,Requerimento,Noraldino Junior,"Solicita a capina e limpeza na rua Arcanjo Campos de miranda, bairro Eldorado.",Em Tramitação
1679.0,2012.0,Requerimento,Noraldino Junior,"Solicita a poda de árvore na rua Queluz, bairro Nossa Senhora das Graças.",Em Tramitação
1678.0,2012.0,Requerimento,Noraldino Junior,"Solicita a poda de árvore na rua Aníbal Alves, bairro Nossa Senhora das Graças.",Em Tramitação
1677.0,2012.0,Requerimento,Noraldino Junior,"Solicita a reforma da quadra poliesportiva na rua Aníbal Alves, bairro Nossa Senhora das Graças.",Em Tramitação
1676.0,2012.0,Requerimento,Noraldino Junior,"Solicita a contenção da rua Carneiro da Silva, bairro Olavo Costa.",Em Tramitação
1675.0,2012.0,Requerimento,Noraldino Junior,"Solicita a poda de árvore na rua João Fernandes de Souza, bairro Eldorado.",Em Tramitação
1674.0,2012.0,Requerimento,Noraldino Junior,"Solicita a capina e limpeza na rua Doutor Sebastião de Andrade, bairro Eldorado.",Em Tramitação
1673.0,2012.0,Requerimento,Noraldino Junior,"Solicita a tampa para boca de lobo na rua Cabo Ferraz, bairro Santa Terezinha.",Em Tramitação
1672.0,2012.0,Requerimento,Noraldino Junior,"Solicita a poda de árvore na rua Sabino Francisco de Barros, bairro Bandeirantes.",Em Tramitação
1671.0,2012.0,Requerimento,Noraldino Junior,"Solicita o asfaltamento na rua Oswaldo Cruz, no Centro.",Em Tramitação
1670.0,2012.0,Requerimento,Noraldino Junior,Solicita a operação tapa buraco na rua Esperança no bairro Bandeirantes.,Em Tramitação
1669.0,2012.0,Requerimento,Noraldino Junior,"Solicita a poda de árvore na rua Barão de Cataguases, bairro Centro.",Em Tramitação
1668.0,2012.0,Requerimento,Noraldino Junior,"Solicita a capina e limpeza na Travessa Pitangui, bairro Nossa Senhora das Graças.",Em Tramitação
1667.0,2012.0,Requerimento,Noraldino Junior,"Solicita capina e limpeza na rua Domingos Lopes, bairro Nossa Senhora das Graças.",Em Tramitação
1666.0,2012.0,Requerimento,Noraldino Junior,"Solicita a operação tapa buraco na rua da Fé, bairro Olavo Costa.",Em Tramitação
1665.0,2012.0,Requerimento,Noraldino Junior,"Solicita capina e limpeza na rua Josué de Queiroz, bairro Santa Terezinha.",Em Tramitação
1664.0,2012.0,Requerimento,Noraldino Junior,"Solicita a capina e limpeza na rua Doutor Abílio de Abreu, bairro Vila Ideal.",Em Tramitação
1663.0,2012.0,Requerimento,Noraldino Junior,"Solicita a capina e limpeza na rua General Bejamin Fonseca, bairro Furtado de Menezes.",Em Tramitação
1662.0,2012.0,Requerimento,Noraldino Junior,"Solicita a capina e limpeza na rua Carneiro da Silva, bairro Furtado de Menezes.",Em Tramitação
1661.0,2012.0,Requerimento,Noraldino Junior,"Solicita a capina e limpeza na rua Cabo Ferraz, bairro Santa Terezinha.",Em Tramitação
1660.0,2012.0,Requerimento,Noraldino Junior,"Solicita a capina e limpeza na rua Professor Pelino de Oliveira, Eldorado.",Em Tramitação
1659.0,2012.0,Requerimento,Noraldino Junior,"Solicita a capina e limpeza na rua Sabino Francisco de Barros, bairro Bandeirantes.",Em Tramitação
1658.0,2012.0,Requerimento,Noraldino Junior,"Solicita a capina e a limpeza na rua Amadeu Guimarães, bairro Vila Ideal.",Em Tramitação
1657.0,2012.0,Requerimento,Noraldino Junior,Solicita a operação tapa buraco na rua Apiacás no bairro Guaruá.,Em Tramitação
1656.0,2012.0,Requerimento,Noraldino Junior,"Solicita a capina e limpeza na rua Josué de Queiroz, bairro Santa Terezinha.",Em Tramitação
1655.0,2012.0,Requerimento,Noraldino Junior,"Solicita o corte de ávore na rua Pitangui, no bairro Nossa Senhora das Graças.",Em Tramitação
1654.0,2012.0,Requerimento,Noraldino Junior,"Solicita a operação tapa buracos na rua Amadeu Guimarães, bairro Vila Ideal.",Em Tramitação
1653.0,2012.0,Requerimento,Noraldino Junior,"Solicita capina e limpeza na rua Maria de Castro, bairro Vila Ideal.",Em Tramitação
1652.0,2012.0,Requerimento,Noraldino Junior,"Solicita a capina e limpeza na rua Oscar Kelmer Filho, bairro Olavo Costa.",Em Tramitação
1651.0,2012.0,Requerimento,Noraldino Junior,Solicita a instalação de cobertura que proteja os usuários do Restaurante popular de chuvas.,Em Tramitação
1650.0,2012.0,Requerimento,Noraldino Junior,"Solicita a instalação de semáfaro no cruzamento das ruas S. Mateus com Dr. Romualdo, bairro São Mateus.",Em Tramitação
1649.0,2012.0,Requerimento,Noraldino Junior,"Solicita a limpeza de boca de lobo na rua Cesário Alvim, Centro.",Em Tramitação
1648.0,2012.0,Requerimento,Noraldino Junior,"Solicita a capina e limpeza na rua João Camilo de Torres, bairro Bandeirantes.",Em Tramitação
1647.0,2012.0,Requerimento,Noraldino Junior,"Solicita a poda de árvore na rua Domingos Lopes, bairro Nossa Senhora das Graças.",Em Tramitação
1646.0,2012.0,Requerimento,Noraldino Junior,"Solicita a póda de árvore na rua Doutor Sebastião de Andrade, bairro Eldorado.",Em Tramitação
1645.0,2012.0,Requerimento,Noraldino Junior,"Solicita o recapeamento na rua Tenente Luiz Freitas, bairro Santa Terezinha.",Em Tramitação
1644.0,2012.0,Requerimento,Noraldino Junior,"Solicita a capitação de águas e ligaçõa de rede pluviais, na Av. Brasil, bairro Nossa Senhora de Lourdes.",Em Tramitação
1643.0,2012.0,Requerimento,Noraldino Junior,"Solicita a expansão de rede de iluminação na rua 3, bairro Recanto dos Lagos.",Em Tramitação
1642.0,2012.0,Requerimento,Noraldino Junior,"Solicita a construção de muro de contenção na Avenida Brasil, bairro Nossa Senhora de Lourdes.",Em Tramitação
1641.0,2012.0,Requerimento,Noraldino Junior,"Solicita o posteamento na Avenida Brasil, Bairro Nossa Senhora de Lourdes.",Em Tramitação
1640.0,2012.0,Requerimento,Noraldino Junior,"Solicita a instalação de grade em boca de lobo/ bueiro, na Avenida Ibitiguaia, bairro Santa Luzia.",Em Tramitação
1639.0,2012.0,Requerimento,Noraldino Junior,"Solicita a limpeza de boca de lobo / bueiro na rua São Mateus, bairro São Mateus.",Em Tramitação
1638.0,2012.0,Requerimento,Noraldino Junior,"Solicita poda de árvore na Avenida Rui Barbosa com Rua Grão Mongol, bairro Santa Terezinha.",Em Tramitação
1637.0,2012.0,Requerimento,Noraldino Junior,"Solicito a capina e limpeza na rua Doutor João Vieira, bairro Vila Ideal.",Em Tramitação
1636.0,2012.0,Requerimento,Noraldino Junior,"Solicita a instalação de grade em boca de lobo, na rua José Líbano Rodrigues, Bairro Bandeirantes.",Em Tramitação
1635.0,2012.0,Requerimento,Noraldino Junior,"Solicita capina e limpeza na rua José Eutrópio, bairro Santa Terezinha.",Em Tramitação
1634.0,2012.0,Requerimento,Noraldino Junior,"Solicita a capina e limpeza na rua da Fé, bairro Olavo Costa.",Em Tramitação
1633.0,2012.0,Requerimento,Noraldino Junior,"Solicita a limpeza de boca de lobo na rua Candido Tostes, bairro São Mateus.",Em Tramitação
1632.0,2012.0,Requerimento,Noraldino Junior,"Solicita a limpeza do córrego na rua Senador Feliciano Penna, bairro Mariano Procópio.",Arquivada
1631.0,2012.0,Requerimento,Noraldino Junior,"Solicita a capina e limpeza na rua Jose Tristão, bairro Santa Terezinha.",Em Tramitação
1630.0,2012.0,Requerimento,Noraldino Junior,"Solicita a operação tapa buracos na rua Subtenente Omar Pereira, bairro Bandeirantes.",Em Tramitação
1629.0,2012.0,Requerimento,Noraldino Junior,"Solicita a operação tapa-buracos na rua José Libânio Rodrigues, bairro Bandeirantes.",Em Tramitação
1628.0,2012.0,Requerimento,Noraldino Junior,"Solicita o asfaltamento da rua Professor João Mascena, bairro Dom Bosco.",Em Tramitação
1627.0,2012.0,Requerimento,Noraldino Junior,"Solicita a colocação de lixeiras na Avenida Barão do Rio Branco , bairro Manoel Honório.",Arquivada
1626.0,2012.0,Requerimento,Noraldino Junior,"Solicita a poda de árvore na rua Santa Terezinha, no bairro Santa Terezinha.",Em Tramitação
1625.0,2012.0,Requerimento,Noraldino Junior,"Solicita a troca de lâmpadas em poste de iluminação pública na rua Antonio de Castro Teixeira, bairro Bosque do Imperador.",Arquivada
1624.0,2012.0,Requerimento,Noraldino Junior,"Solicita a revitalização de praça Bairu, Barirro Bairu.",Em Tramitação
1623.0,2012.0,Requerimento,Noraldino Junior,"Solicita a revitalização de Praça, na Praça Bairu, bairro Bairu.",Em Tramitação
1622.0,2012.0,Requerimento,Noraldino Junior,"Solicita a disponibilização de latão de lixo na Praça Jarbas de Lery, bairro São Mateus.",Em Tramitação
1621.0,2012.0,Requerimento,Noraldino Junior,"Solicita a poda de árvore na Avenida Rui Barbosa, bairro Santa Terezinha.",Em Tramitação
1620.0,2012.0,Requerimento,Noraldino Junior,"Solicita a capina e limpeza do Córrego Tapera, nas Ruas Alencar Tristão, Paracatu, Rui Barbosa, no bairro Santa Terezinha.",Em Tramitação
1619.0,2012.0,Requerimento,Noraldino Junior,"Solicita a implantação de quebra-molas na rua Dr. Sebastião de Andrade, bairro Eldorado.",Em Tramitação
1618.0,2012.0,Requerimento,Noraldino Junior,"Solicita a poda de árvore na rua Nicolau Ferreira Mendes, bairro Quintas Avenida.",Em Tramitação
1616.0,2012.0,Requerimento,Noraldino Junior,"Solicita a poda de árvore na rua Aladir Soares Silva, bairro Quintas da Avenida.",Em Tramitação
1615.0,2012.0,Requerimento,Noraldino Junior,"Solicita capina e limpeza na rua Nove de Julho, bairro Granjas Betânia.",Em Tramitação
1614.0,2012.0,Requerimento,Noraldino Junior,"Solicita capina e limpeza na rua Avelino Jacob da Silva, bairro Granjas Betânia.",Em Tramitação
1613.0,2012.0,Requerimento,Noraldino Junior,Solicita capina e limpeza na rua Maria Aparecida bairro Nova Suiça.,Em Tramitação
1612.0,2012.0,Requerimento,Noraldino Junior,"Solicito a instalação de grade em boca-de-lobo/bueiro na rua Veterano Marcolino Gerônimo Alves, bairro Fábrica.",Em Tramitação
1611.0,2012.0,Requerimento,Noraldino Junior,"Solicita a capina e a limpeza na rua José Lourenço, bairro São Pedro.",Em Tramitação
1610.0,2012.0,Requerimento,Noraldino Junior,"Solicita a capina e limpeza na rua Veterano Marcolino Grônimo Alves, bairro Fábrica.",Em Tramitação
1609.0,2012.0,Requerimento,Noraldino Junior,"Solicita a capina e a limpeza da rua Zezé Falci Lopes, bairro Parque Independencia.",Em Tramitação
1608.0,2012.0,Requerimento,Noraldino Junior,Solicita capina e limpeza na rua Maria Aparecida bairro Grama.,Em Tramitação
1607.0,2012.0,Requerimento,Noraldino Junior,"Solicita capina e limpeza na rua Imigrantes Italianos, Parque Independencia.",Em Tramitação
1606.0,2012.0,Requerimento,Noraldino Junior,"Solicita a capina e limpeza na rua Gabriel Gonçalves, Parque Independencia.",Em Tramitação
1605.0,2012.0,Requerimento,Noraldino Junior,"Solicita a capina e limpeza da Avenida Juiz de Fora, Parque Guarani.",Em Tramitação
1604.0,2012.0,Requerimento,Noraldino Junior,"Solicita a capina e a limpeza na rua Helenice de Andrade, bairro Parque Guarani.",Em Tramitação
1603.0,2012.0,Requerimento,Noraldino Junior,"Solicita a capina e a limpeza da Rua Maria de Lourdes, bairro Nova Suiça.",Em Tramitação
1602.0,2012.0,Requerimento,Noraldino Junior,"Solicita a capina e a limpeza na rua Irmã Maria José da Moura, Grama.",Em Tramitação
1601.0,2012.0,Requerimento,Noraldino Junior,"Solicita a pode de árvore na rua Imigrantes Italianos, Parque Independencia.",Em Tramitação
1600.0,2012.0,Requerimento,Noraldino Junior,"Solicita a poda de árvore na rua Doutor João Camilo de Oliveira Torres, Bandeirantes",Em Tramitação
1599.0,2012.0,Requerimento,Noraldino Junior,"Solicita a poda de árvore na rua Antonio de Paula Mendes, Bandeirantes.",Em Tramitação
1598.0,2012.0,Requerimento,Noraldino Junior,"Solicita a capina e limpeza na rua Minas Gerais, bairro Grama.",Em Tramitação
1597.0,2012.0,Requerimento,Noraldino Junior,"Solicita o asfaltamento da rua José da Silva Atalaia, bairro Recanto dos Lagos.",Em Tramitação
1596.0,2012.0,Requerimento,Noraldino Junior,"Solicita o asfaltamento da rua Veterano Marcolino Gerônimo Alves, bairro Fábrica.",Em Tramitação
1595.0,2012.0,Requerimento,Noraldino Junior,Solicita capina e limpeza na rua Diomar Monteiro bairro Grama.,Em Tramitação
1594.0,2012.0,Requerimento,Noraldino Junior,"Solicita a capina e a limpeza na rua Bejamim Elídio de Faria, bairro Grama.",Em Tramitação
1593.0,2012.0,Requerimento,Noraldino Junior,"Solicita capina e limpeza na rua Amazonas, bairro Grama.",Em Tramitação
1592.0,2012.0,Requerimento,Noraldino Junior,"Solicita o asfaltamento da rua E, quadra H, bairro Parque Independencia.",Em Tramitação
1591.0,2012.0,Requerimento,Noraldino Junior,"Solicita asfaltamento na rua F, bairro Cidade Nova.",Em Tramitação
1590.0,2012.0,Requerimento,Noraldino Junior,"Solicita capina e limpeza, na rua José da Silva Atalaia, bairro Recanto dos Lagos.",Em Tramitação
1589.0,2012.0,Requerimento,Noraldino Junior,"Solicita varrição diária na Avenida Barão do Rio Branco, Manoel Honório.",Arquivada
1588.0,2012.0,Requerimento,Noraldino Junior,"Solicita o serviço de varrição na avenida Olegário Maciel, bairro Santa Helena.",Arquivada
1587.0,2012.0,Requerimento,Noraldino Junior,"Solicita a poda de árvore na rua José de Castro Azevedo, bairro Parque Independencia.",Em Tramitação
1586.0,2012.0,Requerimento,Noraldino Junior,"Solicita a poda de árvore na rua Nhá Chica, bairro Granjas Betânia.",Em Tramitação
1585.0,2012.0,Requerimento,Noraldino Junior,"Solicita a poda de árvore na rua Zezé Falci Lopes, Parque Independencia.",Em Tramitação
1584.0,2012.0,Requerimento,Noraldino Junior,"Solicita a colocação de placa de proibido jogar lixo, na rua Professor Godinho, bairro Mariano Procópio.",Arquivada
1583.0,2012.0,Requerimento,Noraldino Junior,"Solicita a limpeza da rua Capitão Wanderley do Nascimento, Bairro Recanto dos Lagos.",Em Tramitação
1582.0,2012.0,Requerimento,Noraldino Junior,"Solicita a Implantação de quebra-molas na rua Maurício Fagundes Rezende, bairro Recanto dos Lagos.",Em Tramitação
1581.0,2012.0,Requerimento,Noraldino Junior,"Solicita a capina e limpeza na rua Nhá Chica, bairro Granjas Betânia.",Em Tramitação
1580.0,2012.0,Requerimento,Noraldino Junior,"Solicita a poda de árvore na rua Domingos Ambrózio, em toda a sua extensão, bairro Grama.",Em Tramitação
1579.0,2012.0,Requerimento,Noraldino Junior,"Solicita a poda de árvore na rua Pitangui, bairro Nossa Senhora das Graças.",Em Tramitação
1578.0,2012.0,Requerimento,Noraldino Junior,"Solicita a pintura de sinalização horizontal na esquina das ruas Fernando Lobo e Solano Braga, Centro",Em Tramitação
1577.0,2012.0,Requerimento,Noraldino Junior,"Solicita a retirada de entulho na travessa Pitangui , Eldorado.",Em Tramitação
1576.0,2012.0,Requerimento,Noraldino Junior,"Solicita a capina e limpeza da rua São Paulo, bairro Nova Suiça.",Em Tramitação
1575.0,2012.0,Requerimento,Noraldino Junior,"Solicita a capina e limpeza da rua José Verício, Vila Montanhesa.",Em Tramitação
1574.0,2012.0,Requerimento,Noraldino Junior,"Solicita a capina e limpeza na rua Nova Suiça, bairro Nova Suiça.",Em Tramitação
1573.0,2012.0,Requerimento,Noraldino Junior,"Solicita a troca de lãmpada em poste de iluminação pública na Avenida Brasil, Poço Rico.",Em Tramitação
1572.0,2012.0,Requerimento,Noraldino Junior,"Solicita a capina e limpeza na rua Domingos Ambrózio, bairro Grama.",Em Tramitação
1571.0,2012.0,Requerimento,Noraldino Junior,"Solicita a reconstrução de boca de lobo na rua Henrique Burnier, Mariano Procópio.",Arquivada
1570.0,2012.0,Requerimento,Noraldino Junior,"Solicita o recapeamento na esquina das ruas Fernando Lobo e Solano Braga, Centro.",Em Tramitação
1569.0,2012.0,Requerimento,Noraldino Junior,"Solicita a limpeza ao longo de toda a rua Professor Godinho, Mariano Procópio.",Arquivada
1568.0,2012.0,Requerimento,Noraldino Junior,"Solicita a capina e limpeza na rua José de Castro de Azevedo, Parque Independencia.",Em Tramitação
1567.0,2012.0,Requerimento,Noraldino Junior,"Solicita a operação tapa-buraco na rua Domingos Ambrózio, bairro Grama.",Em Tramitação
1566.0,2012.0,Requerimento,Noraldino Junior,"Solicita operação tapa-buracos na rua Anne Gários, bairro Bandeirantes.",Em Tramitação
1565.0,2012.0,Requerimento,Noraldino Junior,"Solicita a operação tapa-buracos na rua A, bairro Recanto dos Lagos.",Em Tramitação
1564.0,2012.0,Requerimento,Noraldino Junior,"Solicita operação tapa-buraco na rua Arcanjo Campos de Miranda, bairro Eldorado.",Em Tramitação
1563.0,2012.0,Requerimento,Noraldino Junior,"Solicita a reconstrução de boca de lobo, na rua Henrique Burnier, bairro Mariano Procópio.",Em Tramitação
1562.0,2012.0,Requerimento,Noraldino Junior,"Solicita a troca de lãmpada em poste de iluminação pública, na rua Veterano Marcolino Gerônimo Alves, bairro Fábrica.",Em Tramitação
1561.0,2012.0,Requerimento,Noraldino Junior,"Solicita a troca de lãmpada em poste de iluminação pública na rua Fernando Lobo, Centro.",Em Tramitação
1560.0,2012.0,Requerimento,Noraldino Junior,"Solicita o corte de árvore na Rua Maurício Fagundes Rezende, bairro Recanto dos Lagos.",Em Tramitação
1559.0,2012.0,Requerimento,Noraldino Junior,"Solicita a poda de árvore na rua Arcanjo Campos de Miranda, Eldorado.",Em Tramitação
1558.0,2012.0,Requerimento,Noraldino Junior,"Solicita o asfaltamento na Estrada Velha de Filgueiras, bairro Filgueiras.",Em Tramitação
1557.0,2012.0,Requerimento,Noraldino Junior,"Solicita expansão da rede de iluminação, na rua Major Vicente Moura, Bairro Parque Guarani.",Em Tramitação
1556.0,2012.0,Requerimento,Noraldino Junior,"Solicita rede de fornecimento de água, estrada Velha de Filgueiras, Filgueiras.",Em Tramitação
1555.0,2012.0,Requerimento,Noraldino Junior,"Solicita expansão da rede de iluminação na rua D, loteamento Santa Efigênia, Granjas Triunfo.",Em Tramitação
1554.0,2012.0,Requerimento,Flávio Cheker,"Solicita um novo recapeamento asfáltico para a rua Guaçui, no bairro São Mateus.",Em Tramitação
1553.0,2012.0,Requerimento,Wanderson Castelar,"Solicita a poda de árvore, na rua Geraldo Gomes Ribeiro, bairro Monte Castelo.",Em Tramitação
1552.0,2012.0,Requerimento,Roberto Cupolillo,"Solicita a colocação de meio fio, na rua Ivanir Soares, Bairro Vila Alpina.",Em Tramitação
1551.0,2012.0,Requerimento,Roberto Cupolillo,"Solicita a poda de arvore na rua Karl Frechman, bairro Jardim do Sol.",Em Tramitação
1550.0,2012.0,Requerimento,Roberto Cupolillo,Solicita placa de identificação na rua Eduardo de Campos Bastos no Granbery.,Em Tramitação
1549.0,2012.0,Requerimento,Gasparette,Solicita a realização de obras de águas pluviais do bairro Cidade Nova.,Em Tramitação
1548.0,2012.0,Requerimento,Gasparette,"Solicita estudos para implantação de estacionamento rotativo em toda extensão da Av. Rui Barbosa, bairro Santa Terezinha.",Em Tramitação
1547.0,2012.0,Requerimento,Fiorilo,"Solicita a possibilidade de instalação de faixa de pedestre e semáfaro, na Av. Barão do Rio Branco.",Em Tramitação
1546.0,2012.0,Requerimento,Fiorilo,"Solicita a reparação de um buraco na calçada lateral que margeia o Córrego Ipiranga, na Av. Santa Luzia.",Em Tramitação
1545.0,2012.0,Requerimento,Fiorilo,"Solicita a adoção de providencias para o desentupimento de um lueiro na Av. Santa Luzia, no bairro Santa Luzia.",Em Tramitação
1544.0,2012.0,Requerimento,Fiorilo,"Solicita a instalação de redutor de velocidade ou quebra-molas, na Av. Ibitiguaia no bairro Santa Luzia.",Em Tramitação
1543.0,2012.0,Requerimento,Ana do Padre Frederico,"Solicita que seja feito uma rede de captação de águas entre as ruas São Tarcísio e São Pancrácio, bairro São Tarcísio.",Arquivada
1542.0,2012.0,Requerimento,Ana do Padre Frederico,"Solicita a colocaçãode escória na travessa José de Matos, bairro Marumbi.",Em Tramitação
1541.0,2012.0,Requerimento,Ana do Padre Frederico,Solicita o asfaltamento de todo o bairro Granjas Triunfo.,Em Tramitação
1540.0,2012.0,Requerimento,Ana do Padre Frederico,"Solicita o asfaltamento da Travessa José de Mattos, bairro Marumbi.",Em Tramitação
1539.0,2012.0,Requerimento,Ana do Padre Frederico,"Solicita a operação tapa buraco na rua Luiz Gualberto Júnior, bairro Progresso.",Arquivada
1538.0,2012.0,Requerimento,Ana do Padre Frederico,Solicita a passagem da máquina Patrol no Granjeamento de Humaitá.,Em Tramitação
1537.0,2012.0,Requerimento,Ana do Padre Frederico,"Solicita capina e limpeza em toda a Praça da Baleia na rua César Turati com a Ribeiro de Abreu, Bairu",Em Tramitação
1536.0,2012.0,Requerimento,Ana do Padre Frederico,"Solicita a poda dos eucaliptos localizados na rua Doutor Arlindo Leite, Bairro Progresso.",Em Tramitação
1535.0,2012.0,Requerimento,Pastor Carlos,"Solicita um quebra-molas na rua Luiz Fellet, bairro Santo Antônio.",Em Tramitação
1534.0,2012.0,Requerimento,Pastor Carlos,"Solicita a capina e limpeza da rua Benício de Souza Rocha, em toda extensão no bairro Cruzeiro do Sul.",Em Tramitação
1533.0,2012.0,Requerimento,Flávio Cheker,Solicita a Asa Delta desta Casa para Reunião.,Em Tramitação
1532.0,2012.0,Requerimento,Fiorilo,"Solicita a operação tapa buraco na rua Elmaia Cunha, bairro Santa Luzia.",Em Tramitação
1531.0,2012.0,Requerimento,Fiorilo,"Solicita a instalação de redutor de velocidade, ou quebra-molas, na Av. Ibitiguaia no bairro Santa Luzia.",Em Tramitação
1530.0,2012.0,Requerimento,Chico Evangelista,"Solicita que construa 4 redutores de velocidade na rua Olegário Maciel e rua Benedito Reis Fortes, no bairro Paineiras.",Em Tramitação
1529.0,2012.0,Requerimento,Chico Evangelista,"Solicita um estudo em uma rede de esgoto que se encontra a céu aberto na rua da Estação, no bairro Valadares.",Em Tramitação
1528.0,2012.0,Requerimento,Chico Evangelista,"Solicita o asfaltamento na rua Professor Godinho, bairro Mariano Procópio.",Arquivada
1527.0,2012.0,Requerimento,Ana do Padre Frederico,"Solicita que seja passada a máquina Patrol no final da rua Carlos Luiz Rayter, bairro Marumbi.",Em Tramitação
1526.0,2012.0,Requerimento,José Emanuel,"Solicita proposta de complementação de aposentadoria no Regime Geral da Previdência Social (RGPS) aos servidores aposentados considerados autárquicos do antigo DAE, admitidos até a data da criação da CESAMA.",Em Tramitação
1525.0,2012.0,Requerimento,Flávio Cheker,Solicita a possibilidade de patrocinio.,Em Tramitação
1524.0,2012.0,Requerimento,Noraldino Junior,"Solicita a reforma de escadão na rua Dona Ambrosina Nunes Lima, bairro Joquei Clube",Em Tramitação
1523.0,2012.0,Requerimento,Noraldino Junior,"Solicita o asfaltamento da rua Clovis Seroa Mota, bairro São Geraldo",Em Tramitação
1522.0,2012.0,Requerimento,Noraldino Junior,"Solicita a expansão da rede de iluminação na rua Clovis Seroa Mota, bairro São Geraldo",Em Tramitação
1521.0,2012.0,Requerimento,Noraldino Junior,Solicita a capina e limpeza na rua Sebastião Lelis Muniz bairro Quintas das Avenidas II.,Em Tramitação
1520.0,2012.0,Requerimento,Noraldino Junior,Solicita a troca de placa de ponto de onibus na rua Antonio Alves Teixeira no bairro Grajau.,Em Tramitação
1519.0,2012.0,Requerimento,Noraldino Junior,"Solicita canalização de água nasede da Associação dos Moradores do bairro Eldorado, na rua Doutor Sebastião de Andrade.",Em Tramitação
1518.0,2012.0,Requerimento,Noraldino Junior,"Solicita o corte de árvore na rua Pitangui, bairro Eldorado.",Em Tramitação
1517.0,2012.0,Requerimento,Noraldino Junior,"Solicita a poda da Grama na Praça, do bairro Eldorado na rua do Jacaré Julio.",Em Tramitação
1516.0,2012.0,Requerimento,Noraldino Junior,Solicita a poda de árvores em todas as ruas do bairro Eldorado.,Em Tramitação
1515.0,2012.0,Requerimento,Noraldino Junior,"Solicita a revitalização de praça na rua do Jacaré Julio, bairro Eldorado.",Em Tramitação
1514.0,2012.0,Requerimento,Noraldino Junior,"Solicita a implementação de área de Carga e Descarga na rua Pitangui, bairro Eldorado.",Em Tramitação
1513.0,2012.0,Requerimento,Noraldino Junior,Solicita a construção de UBS no bairro Democrata.,Em Tramitação
1512.0,2012.0,Requerimento,Noraldino Junior,"Solicita a limpeza de boca de lobo / Bueiro, na rua Vidal Barbosa Lage, bairro Jóquei Clube.",Em Tramitação
1511.0,2012.0,Requerimento,Noraldino Junior,"Solicita a limpeza de boca de lobo / bueiro, na rua Visconde de Uberaba, bairro Jóquei Clube",Em Tramitação
1510.0,2012.0,Requerimento,Noraldino Junior,"Solicita a limpeza de boca de lobo / bueiro, na rua José Basílio da Costa, Bairro Jóquei Clube.",Em Tramitação
1509.0,2012.0,Requerimento,Noraldino Junior,"Solicita a limpeza de boca de lobo / bueiro, na rua Constãncia Vidal, bairro Jóquei Clube.",Em Tramitação
1508.0,2012.0,Requerimento,Noraldino Junior,"Solicita um onibus na rua Bejamim Marques, bairro Jóquei Clube I.",Arquivada
1507.0,2012.0,Requerimento,Noraldino Junior,"Solicita a limpeza de boca de lobo/ bueiro na rua Major José Teixeira, bairro Jóquei Clube.",Em Tramitação
1506.0,2012.0,Requerimento,Noraldino Junior,"Solicita limpeza de boca de lobo/ bueiro, na rua Antônio Armando Pereira, bairro Joquei Clube.",Em Tramitação
1505.0,2012.0,Requerimento,Noraldino Junior,Solicita iluminação no granjeamento no bairro Dias Tavares.,Em Tramitação
1504.0,2012.0,Requerimento,Noraldino Junior,"Solicita o abrigo de ponto de onibus, na rua Antônio Alves Teixeira, bairro Grajau.",Em Tramitação
1503.0,2012.0,Requerimento,Noraldino Junior,"Solicita a retirada do lixo na rua Ivan Batista de Oliveira, bairro Milho Branco.",Em Tramitação
1502.0,2012.0,Requerimento,Noraldino Junior,"Solicita a reforma do Escadão na rua Luiz Escoralick, bairro Jóquei Clube.",Em Tramitação
1501.0,2012.0,Requerimento,Noraldino Junior,"Solicita a reforma de Escadão na rua Wenceslau Braz, bairro Joquei Clube.",Em Tramitação
1500.0,2012.0,Requerimento,Noraldino Junior,"Solicita a limpeza de boca-de-lobo/bueiro, na rua Vila Vidal, bairro Jóquei Clube.",Em Tramitação
1499.0,2012.0,Requerimento,Noraldino Junior,"Solicita a implantação de quebra - molas na rua Ivan Batista de Oliveira, bairro Milho Branco.",Em Tramitação
1498.0,2012.0,Requerimento,Noraldino Junior,"Solicita a pintura de sinalização horizontal na rua Ivan Batista de Oliveira, bairro Milho Branco.",Em Tramitação
1497.0,2012.0,Requerimento,Noraldino Junior,"Solicita a reforma de escadão na rua Constãncia Vidal, bairro Jóquei Clube.",Em Tramitação
1496.0,2012.0,Requerimento,Noraldino Junior,Solicita a construção de creche no bairro Jardim Gaúcho.,Em Tramitação
1495.0,2012.0,Requerimento,Noraldino Junior,"Solicita retirar a terra e lixo da rua F, no bairro Milho Branco.",Em Tramitação
1494.0,2012.0,Requerimento,Noraldino Junior,Solicita que coloque iluminação na extensão do escadão entre as ruas Frederico Embrósio e Rua Canos Simões no bairro Linhares.,Em Tramitação
1493.0,2012.0,Requerimento,Flávio Cheker,"Solicita a iluminação adequada para a passagem (escadão) que liga a parte alta com a parte baixa da rua Maria Aparecida Martins, bairro Vale Verde.",Em Tramitação
1492.0,2012.0,Requerimento,Flávio Cheker,Solicita a poda da árvore da passagem (escadão) que liga a parte alta com a parte baixa no Bairro Vale Verde.,Em Tramitação
