Projeto,,Ano,,Tipo,,Autor,,Ementa,,Situação
1000,,2013,,Moção,,Betão,,"Moção de Repúdio ao Governo do Estado de Minas Gerais, através da Secretaria de Estado da Educação, que publicou a Resolução n° 2253/2013.",,Em Tramitação
