Projeto,Ano,Tipo,Ementa,Situacao,Autor,Codigo_Tipo,Id_Projeto_Camara,Data_Projeto,Tramitacao_Encerrada,Aprovado
204700,2012,Requerimento,"Solicita a construção de um muro na rua Alexandre Fazzi, bairro Mrumbi",Em Tramitação,Chico Evangelista,REQ,10975,23/10/2012,NAO,TRAMITACAO
193600,2012,Requerimento,"Solicita a capina e limpeza na Av. Barão do Rio Branco, Centro",Em Tramitação,Noraldino,REQ,34734,16/10/2012,NAO,TRAMITACAO
185800,2012,Requerimento,"Solicita posteamento e energia elétrica na rua Madre Maria José de Jesus, bairro Sagrado Coração de Jesus..",Em Tramitação,Betão,REQ,27822,25/09/2012,NAO,TRAMITACAO
176700,2012,Requerimento,"Solicita a colocação de quebra-molas na rua Paracatu, bairro Bandeirantes",Em Tramitação,Chico Evangelista,REQ,31332,18/09/2012,NAO,TRAMITACAO
56300,2012,Requerimento,Solicita a substituição das lampadas vapor de mercúrio para vapor de sódio das ruas do bairro Teixeiras.,Em Tramitação,Fiorilo,REQ,30452,Data nao encontrada,NAO,TRAMITACAO
1684,2012,Requerimento,"Solicita a poda de árvore na rua Pitangui, bairro Eldorado.",Em Tramitação,Noraldino Junior,REQ,14196,,,
4109,2012,Requerimento,Solicita uma audiencia pública para se discutir sobre a questão da Obrigatoriedade do Uso de Uniformes em todas as Escolas do Município de Juiz de Fora.,Em Tramitação,José Tarcísio,REQ,13672,08/12/2011,NAO,TRAMITACAO
4029,2012,Mensagem do Executivo,Dispõe sobre a Criação do Fundo Municipal de Incentivo de autoria do Executivo.,Transformado em Norma Jurídica,Executivo,MSGEX,37868,13/12/2012,SIM,SIM
4028,2012,Mensagem do Executivo,Dispõe sobre a doação do imóvel que menciona.,Arquivada,Executivo,MSGEX,37849,12/12/2012,SIM,NAO
4027,2012,Mensagem do Executivo,Dispõe sobre a desafetação e autoriza a alienação do imóvel que menciona.,Transformado em Norma Jurídica,Executivo,MSGEX,39213,12/12/2012,SIM,NAO
4026,2012,Mensagem do Executivo,Dispõe sobre a denominação de Logradouro Municipal.,Transformado em Norma Jurídica,Executivo,MSGEX,34816,11/12/2012,SIM,NAO
4025,2012,Mensagem do Executivo,Dispõe sobre a denominação de Logradouro Municipal.,Transformado em Norma Jurídica,Executivo,MSGEX,39211,11/12/2012,SIM,NAO
4024,2012,Mensagem do Executivo,Dispõe sobre denominação de Logradouro Municipal,Transformado em Norma Jurídica,Executivo,MSGEX,39210,11/12/2012,SIM,NAO
4023,2012,Mensagem do Executivo,Dispõe sobre a denominação de Logradouro Público Municipal,Transformado em Norma Jurídica,Executivo,MSGEX,39209,11/12/2012,SIM,NAO
4022,2012,Mensagem do Executivo,"Mantém as delimitações das áreas isóiti,as aprovadas através da Lei nº 12.460, de 30 de dezembro de 2011 e dá outras providências.",Transformado em Norma Jurídica,Executivo,MSGEX,39255,10/12/2012,SIM,SIM
4021,2012,Mensagem do Executivo,Autoriza a incorporação das áreas que menciona ao patrimônio da Empresa Regional de Habilitação de Juiz de Fora S.A. - EMCASA.,Arquivada,Executivo,MSGEX,30546,10/12/2012,SIM,NAO
4020,2012,Mensagem do Executivo,"Dá nova redação aos arts. 2º e 3º, da Lei nº 6.980, de 13 de outubro de 1986.",Arquivada,Executivo,MSGEX,39196,19/11/2012,SIM,NAO
4019,2012,Mensagem do Executivo,"Dispõe sobre a concessão de uso de área pública para construção de quiosque e exploração de cantina, bomboniére e lanchonete no Parque Natural Municipal da Lajinha.",Arquivada,Executivo,MSGEX,6846,19/11/2012,SIM,NAO
4018,2012,Mensagem do Executivo,Dispõe sobre denominação de Próprio Municipal e dá outras providências.,Transformado em Norma Jurídica,Executivo,MSGEX,3024,07/11/2012,SIM,SIM
4017,2012,Mensagem do Executivo,"Dispõe sobre a revogação da Lei nº 12.604, de 27 de junho de 2012.",Arquivada,Executivo,MSGEX,28244,22/10/2012,SIM,NAO
4016,2012,Mensagem do Executivo,"Autoriza a Concessão de Subvenções de caráter Social, Assistencial, Educacional e/ou Cultural para o exercício de 2013.",Transformado em Norma Jurídica,Executivo,MSGEX,39185,16/10/2012,SIM,SIM
4015,2012,Mensagem do Executivo,Estima a Receita e Fixa a Despesa do Município de Juiz de Fora para o Exercísio Financeiro de 2013.,Transformado em Norma Jurídica,Executivo,MSGEX,39183,15/10/2012,SIM,SIM
4014,2012,Mensagem do Executivo,Dispõe sobre o serviço de motofrete no Município de Juiz de Fora.,Arquivada,Executivo,MSGEX,36960,16/10/2012,SIM,NAO
4013,2012,Mensagem do Executivo,Dispõe sobre a concessão de uso do Estádio Municipal Radialista Mário Helênio.,Transformado em Norma Jurídica,Executivo,MSGEX,30035,27/09/2012,SIM,NAO
4012,2012,Mensagem do Executivo,"Adequa o Processo de Seleção e os Mandatos dos Conselheiros Tutelares do Município de Juiz de Fora às modificações introduzidas pela Lei Federal nº 12.696, de 25 de julho de 2012, no Estatuto da Criança e do Adolescente, Lei Federal, nº 8.069, de 13 de julho de 1990.",Transformado em Norma Jurídica,Executivo,MSGEX,4843,27/09/2012,SIM,SIM
4011,2012,Mensagem do Executivo,"Dispõe sobre a alienação do imóvel que menciona""",Transformado em Norma Jurídica,Executivo,MSGEX,39179,17/09/2012,SIM,SIM
4010,2012,Mensagem do Executivo,Dispõe sobre a denominação de Próprio Municipal e dá outras providências.,Arquivada,Executivo,MSGEX,3023,04/09/2012,SIM,NAO
4009,2012,Mensagem do Executivo,"Altera a redação da Lei nº 8.948, de 31 de outubro de 1996, que ""indica casos de interesse social e autoriza o Executivo a doar área municipal e dá outras providências"", autoriza o recebimento de área em doação e autoriza a desafetação e posterior doação de área, para implementação de programa habitacional.",Transformado em Norma Jurídica,Executivo,MSGEX,3015,20/08/2012,SIM,SIM
4008,2012,Mensagem do Executivo,Dispõe sobre a permuta dos imóveis que menciona.,Transformado em Norma Jurídica,Executivo,MSGEX,39171,16/08/2012,SIM,SIM
4007,2012,Mensagem do Executivo,Dispõe sobre autorização para veiculação de publicidade no âmbito do transporte público coletivo municipal.,Transformado em Norma Jurídica,Executivo,MSGEX,667,16/08/2012,SIM,NAO
4006,2012,Mensagem do Executivo,"Institui o Conselho Municipal do Trabalho, Emprego e Geração de Renda de Juiz de Fora, o Fundo Municipal do Trabalho, Emprego e Geração de Renda de Juiz de Fora, a Conferência Municipal de Trabalho, Emprego e Geração de Renda e dá outras providências.",Transformado em Norma Jurídica,Executivo,MSGEX,2942,13/07/2012,SIM,SIM
4005,2012,Mensagem do Executivo,"Altera o art. 103, da lei nº 8.710, de 31 de Julho de 1995.",Transformado em Norma Jurídica,Executivo,MSGEX,2810,09/07/2012,SIM,SIM
4004,2012,Mensagem do Executivo,"Autoriza o Poder Executivo a subsidiar o custo das refeições a serem fornecidas pelo Restaurante Popular de Juiz de Fora, e dá outras providências.",Transformado em Norma Jurídica,Executivo,MSGEX,33634,05/07/2012,SIM,NAO
4003,2012,Mensagem do Executivo,Dispõe sobre a Criação do Fundo Municipal de Manutenção e Funcionamento do Restaurante Popular Yeda Duarte Gomes e dá outras providências.,Transformado em Norma Jurídica,Executivo,MSGEX,33625,30/03/2012,SIM,SIM
4002,2012,Mensagem do Executivo,"Dispõe sobre a incorporação da gratificação pelo exercício da atividade no Programa de Saúde da Família, instituída pela Lei nº 10.926, de 23 de maio de 2005.",Transformado em Norma Jurídica,Executivo,MSGEX,25593,05/05/2012,SIM,SIM
4001,2012,Mensagem do Executivo,Dispõe sobre as Diretrizes Orçamentárias para o exercício financeiro de 2013,Transformado em Norma Jurídica,Executivo,MSGEX,39159,02/07/2012,SIM,SIM
4000,2012,Mensagem do Executivo,Dispõe sobre a desafetação e a investidura das áreas públicas que menciona.,Transformado em Norma Jurídica,Executivo,MSGEX,39158,27/06/2012,SIM,SIM
3999,2012,Mensagem do Executivo,"Altera dispositivos da Lei nº 10.000, criando a Secretaria de Meio Ambiente e revogando a Lei nº 10.467, de 12 de junho de 2003 e alterações posteriores, altera as Leis nº 9.590, de 14 de setembro de 1999 e a nº 9.680, de 20 de dezembro de 1999 e dá outras providências.",Transformado em Norma Jurídica,Executivo,MSGEX,25453,26/06/2012,SIM,NAO
3998,2012,Mensagem do Executivo,"Altera a Lei nº 12.461, de 30 de dezembro de 2011, que reduz a alíquota do ISSQN para as atividades que menciona.",Transformado em Norma Jurídica,Executivo,MSGEX,25682,22/06/2012,SIM,SIM
3997,2012,Mensagem do Executivo,"Altera a Lei nº 11.427, de 14 de setembro de 2007, que ""autoriza o Município a patrocinar equipes de futebol de campo e dá outras providências"".",Transformado em Norma Jurídica,Executivo,MSGEX,3263,25/06/2012,SIM,SIM
3996,2012,Mensagem do Executivo,Dispõe sobre a denominação de Próprio Municipal,Transformado em Norma Jurídica,Executivo,MSGEX,39144,21/06/2012,SIM,SIM
3995,2012,Mensagem do Executivo,Dispõe sobre doação de imóvel que menciona.,Transformado em Norma Jurídica,Executivo,MSGEX,39152,21/06/2012,SIM,SIM
3994,2012,Mensagem do Executivo,"Altera a redação da Lei nº 8.948, de 31 de outubro de 1996, que ""indica casos de interesse social e autoriza o Executivo a doar área Municipal e dá outras providências"".",Transformado em Norma Jurídica,Executivo,MSGEX,3018,18/06/2012,SIM,SIM
3993,2012,Mensagem do Executivo,Dispõe sobre a criação da Escola Municipal Coronel Emílio Esteves dos Reis e dá outras providências,Transformado em Norma Jurídica,Executivo,MSGEX,39143,19/06/2012,SIM,SIM
3992,2012,Mensagem do Executivo,"Dispõe sobre o recebimento de área, em doação, para construção de escola/creche, bem como para implementação de programa habitacional.",Transformado em Norma Jurídica,Executivo,MSGEX,39135,29/05/2012,SIM,SIM
3991,2012,Mensagem do Executivo,"Dispõe sobre o recebimento, em doação, da área que menciona.",Transformado em Norma Jurídica,Executivo,MSGEX,39134,29/05/2012,SIM,SIM
3990,2012,Mensagem do Executivo,"Altera parcialmente a Lei nº 9.896, de 16 de novembro de 2000 e dá outras providências.",Transformado em Norma Jurídica,Executivo,MSGEX,1728,29/05/2012,SIM,SIM
3989,2012,Mensagem do Executivo,"Altera Anexo Único da Lei nº 12.328, de 26 de Julho de 2011.",Transformado em Norma Jurídica,Executivo,MSGEX,302,29/05/2012,SIM,SIM
3988,2012,Mensagem do Executivo,"Dispõe sobre a autorização para o reajuste dos subsídio, vencimentos, salários, gratificações, proventos de aposentadorias e pensões dos Servidores Municipais e dá outras providências.",Transformado em Norma Jurídica,Executivo,MSGEX,301,22/05/2012,SIM,SIM
3987,2012,Mensagem do Executivo,"Dispõe sobre desafetação de área de terreno de sua característica institucional, transferindo-a para o patrimônio do Município e, autoriza a doação ao Estado de Minas Gerais para construção da sede do Ministério Público do Estado de Minas Gerais e dá outras providências.",Transformado em Norma Jurídica,Executivo,MSGEX,35216,16/05/2012,SIM,SIM
3986,2012,Mensagem do Executivo,Autoriza a incorporação das áreas que menciona ao patrimônio da Empresa Regional de Habitação de Juiz de Fora S.A. - EMCASA.,Transformado em Norma Jurídica,Executivo,MSGEX,30545,24/04/2012,SIM,SIM
3985,2012,Mensagem do Executivo,Dispõe sobre a desafetação e a investidura da área pública que menciona.,Transformado em Norma Jurídica,Executivo,MSGEX,36215,17/04/2012,SIM,NAO
3984,2012,Mensagem do Executivo,Autoriza a incorporação da área que menciona ao patrimônio da Empresa Regional de Habitação de Juiz de Fora S.A. - EMCASA.,Transformado em Norma Jurídica,Executivo,MSGEX,30537,17/04/2012,SIM,NAO
3983,2012,Mensagem do Executivo,Autoriza a doação do imóvel que menciona.,Transformado em Norma Jurídica,Executivo,MSGEX,1977,17/04/2012,SIM,SIM
3982,2012,Mensagem do Executivo,"Dispõe sobre a renovação do prazo para cumprimento do encargo referido no art. 1º, da Lei nº 11.325, de 28 de fevereiro de 2007.",Transformado em Norma Jurídica,Executivo,MSGEX,1823,11/04/2012,SIM,SIM
3981,2012,Mensagem do Executivo,"Autoriza a abertura de Crédito Especial no valor de R$ 1.745.000,00 e dá outras providências.",Transformado em Norma Jurídica,Executivo,MSGEX,38624,04/04/2012,SIM,SIM
3980,2012,Mensagem do Executivo,"Autoriza a incorporação da área que menciona ao patrimônio da ""Empresa Regional de Habitação de Juiz de Fora S.A."" - EMCASA.",Transformado em Norma Jurídica,Executivo,MSGEX,31562,17/04/2012,SIM,NAO
3979,2012,Mensagem do Executivo,"Dispõe sobre a criação da gratificação de incentivo ao combate à dengue, no Município de Juiz de Fora, aos servidores municipais convocados para atuarem nas Batalhas Regionais (Ação 2012).",Transformado em Norma Jurídica,Executivo,MSGEX,25592,10/04/2012,SIM,NAO
3978,2012,Mensagem do Executivo,"Dispõe sobre a alteração da Lei nº 12.321, de 14 de julho de 2011.",Transformado em Norma Jurídica,Executivo,MSGEX,25588,19/03/2012,SIM,NAO
3977,2012,Mensagem do Executivo,Dispõe sobre a instituição do pagamento de abono fardamento em favor dos servidores integrantes da Guarda Municipal de Juiz de Fora.,Transformado em Norma Jurídica,Executivo,MSGEX,546,15/03/2012,SIM,NAO
3976,2012,Mensagem do Executivo,"Altera a redação da Lei nº 8.948, de 31 de outubro de 1996, que ""Indica casos de interesse social e autoriza o Executivo a doar área Municipal e dá outras providências"".",Transformado em Norma Jurídica,Executivo,MSGEX,3014,26/03/2011,SIM,SIM
3975,2012,Mensagem do Executivo,"Altera o art. 195, da Lei nº 8.710, de 31 de julho de 1995.",Transformado em Norma Jurídica,Executivo,MSGEX,2817,20/03/2012,SIM,SIM
3974,2012,Mensagem do Executivo,Dispõe sobre a alienação através de investidura da área pública que menciona.,Transformado em Norma Jurídica,Executivo,MSGEX,39069,17/02/2012,SIM,SIM
3973,2012,Mensagem do Executivo,Autoriza a incorporação da área que menciona.,Transformado em Norma Jurídica,Executivo,MSGEX,30544,17/02/2012,SIM,SIM
3972,2012,Mensagem do Executivo,"Altera a Lei nº 11.427, de 14 de setembro de 2007, que ""Autoriza o Município a patrocinar equipes de futebol de campo e dá outras providências"".",Transformado em Norma Jurídica,Executivo,MSGEX,3274,13/02/2012,SIM,SIM
3971,2012,Mensagem do Executivo,Dispõe sobre a doação e autorização de recebimento de imóveis que menciona e dá outras providências.,Transformado em Norma Jurídica,Executivo,MSGEX,35215,13/02/2012,SIM,SIM
3970,2012,Mensagem do Executivo,"Prorroga prazo de vigência da Lei n° 12.111, de 03 de setembro de 2010, alterada pela Lei n° 12.186, de 21 de dezembro de 2010 e pela Lei n"" 12.357, de 16 de setembro de 2011 e dá outras providências.",Transformado em Norma Jurídica,Executivo,MSGEX,25584,07/02/2012,SIM,SIM
3969,2012,Mensagem do Executivo,Dispõe sobre denominação de Próprio Municipal.,Transformado em Norma Jurídica,Executivo,MSGEX,39040,01/02/2012,SIM,SIM
3968,2012,Mensagem do Executivo,"Altera a Lei nº 11.509, de 24 de janeiro de 2008, que dispõe sobre a alienação de bens imóveis que relaciona.",Transformado em Norma Jurídica,Executivo,MSGEX,35887,06/02/2012,SIM,SIM
3967,2012,Mensagem do Executivo,"Dispõe sobre o recebimento, em doação, da área que menciona.",Transformado em Norma Jurídica,Executivo.,MSGEX,39041,06/02/2012,SIM,SIM
3966,2012,Mensagem do Executivo,Dispõe sobre a desafetação e a investidura da área pública que menciona.,Transformado em Norma Jurídica,Executivo,MSGEX,39022,03/01/2012,SIM,SIM
3965,2012,Mensagem do Executivo,"Altera a redação do parágrafo único do art. 8º, da Lei nº 11.728, de 26 de dezembro de 2008.",Transformado em Norma Jurídica,Executivo,MSGEX,18130,13/01/2011,SIM,SIM
3258,2012,Requerimento,Solicita uma audiencia publica com o tema Reprovação em exame para obtenção de carteira de motorista em Juiz de Fora.,Arquivada,Fiorilo,REQ,166,31/10/2011,SIM,SIM
3256,2012,Requerimento,"Solicita poda de uma árvore na rua Serra Verde, no bairro Santa Paula.",Arquivada,Ana Rossignoli,REQ,43385,21/05/2013,SIM,SIM
2511,2012,Requerimento,"Solicita a a viabilização legal. de um projeto que possa inserir alguns idosos para que estes ajudem na fiscalização das diversas vagas de estacionamento rotativo no centro da cidade e nos bairros, destinadas apenas para idosos.",Em Tramitação,Flávio Cheker,REQ,1556,18/08/2012,NAO,TRAMITACAO
2158,2012,Requerimento,"Solicita o setor competente faça a extensão da rede elétrica na Rua Ipanema, do número 365 ao 134, no Milho Branco.",Em Tramitação,Isauro Calais,REQ,23036,14/12/2012,NAO,TRAMITACAO
2157,2012,Requerimento,"Solicita a dragagem do córrego que corta a Avenida Darci Vargas, No bairro Ipiranga.",Em Tramitação,Isauro Calais,REQ,13753,14/12/2012,NAO,TRAMITACAO
2156,2012,Requerimento,"Solicita a instalação de traffic calming, na Avenida Darci vargas, bairro Ipiranga.",Em Tramitação,Isauro Calais,REQ,13752,14/12/2012,NAO,TRAMITACAO
2155,2012,Requerimento,Solicita audiencia públçica para debater a ausência de um equipamento público de saúde no bairro Encosta do Sol.,Em Tramitação,Wanderson Castelar,REQ,38701,14/12/2012,NAO,TRAMITACAO
2154,2012,Requerimento,Solicita uma audiencia pública para debatermos o aumento dos casos de pichação em imóveis do patrimônio público e imóveis particulares do município de Juiz de Fora.,Em Tramitação,Rodrigo Mattos,REQ,38700,14/12/2012,NAO,TRAMITACAO
2153,2012,Requerimento,"Solicita capina e limpeza em toda extensão da rua São Cristovão, bairro Granjas Bethania.",Em Tramitação,Julio Gasparette,REQ,19722,13/12/2012,NAO,TRAMITACAO
2152,2012,Requerimento,"Solicita a capina e limpeza em toda extensão da Rua José Irineu dos Reis, bairro Granjas Bethania.",Em Tramitação,Julio Gasparette,REQ,19721,13/12/2012,NAO,TRAMITACAO
2151,2012,Requerimento,"Solicita operação tapa buraco em toda extensão da rua José Irineu dos Reis, bairro Granjas Bethania.",Em Tramitação,Julio Gasparette,REQ,19720,13/12/2012,NAO,TRAMITACAO
2150,2012,Requerimento,Solicita a colocação de uma placa de carga e descarga na rua Bernardo Mascarenhas.,Em Tramitação,Chico Evangelista,REQ,15140,13/12/2012,NAO,TRAMITACAO
2149,2012,Requerimento,Solicita audiencia pública para tratarmos sobre segurança no municipio com foco na formação e combate das gangues da cidade.,Em Tramitação,Noraldino Junior,REQ,38699,13/12/2012,NAO,TRAMITACAO
2148,2012,Requerimento,"Solicita a revitalização dos brinquedos da praça na rua Aníbal Alves, bairro Nossa Senhora das Graças",Em Tramitação,Júlio Gasparette,REQ,31787,12/12/2012,NAO,TRAMITACAO
2147,2012,Requerimento,"Solicita a troca de areia do Parque da praça na rua Aníbal Alves, bairro Nossa Senhora das Graças.",Em Tramitação,Julio Gasparette,REQ,31786,12/12/2012,NAO,TRAMITACAO
2146,2012,Requerimento,"Solicita a capina e limpeza em toda extensão da rua Aníbal Alves, Bairro Nossa Senhora da Graças",Em Tramitação,Júlio Gasparette,REQ,31785,12/12/2012,NAO,TRAMITACAO
2145,2012,Requerimento,Solicita a capina e limpeza em toda extensão das margens do córrego da Tapera.,Em Tramitação,Julio Gasparette,REQ,9417,12/12/2012,NAO,TRAMITACAO
2144,2012,Requerimento,"Solicita a limpeza e capina de uma Rua Ladeira Alexandre Leonel, no bairro Cascatinha, pois a rua esta com o mato muito alto, atrapalhando a passagem dos moradores da região",Em Tramitação,João do Joaninho,REQ,34478,12/12/2012,NAO,TRAMITACAO
2143,2012,Requerimento,"Solicita que seja efetuada a limpeza do córrego Três Pontes, situado no bairro Benfica.",Em Tramitação,Wanderson Castelar,REQ,18454,11/12/2012,NAO,TRAMITACAO
2142,2012,Requerimento,"Solicita realizar o reparo no gradil de proteção na esquina da Rua dos Guararapes com a Rua Inês Garcia, no bairro Benfica.",Em Tramitação,Wanderson Castelar,REQ,18453,11/12/2012,NAO,TRAMITACAO
2141,2012,Requerimento,"Solicita em caráter emergencial, para que seja efetuada a limpeza das Bocas de lobo, ""bueiros"" da Rua Branca Mascarenhas, na altura do número 255, no bairro Monte Castelo.",Em Tramitação,Wanderson Castelar,REQ,28512,11/12/2012,NAO,TRAMITACAO
2140,2012,Requerimento,"Solicita a construção de bocas de lobo para captação de águas pluviais na rua Barão do Retiro, no trajeto compreendido entre o n° 25 até a UAPS do Marumbi.",Em Tramitação,Ana do Padre Frederico,REQ,10930,11/12/2012,NAO,TRAMITACAO
2139,2012,Requerimento,"Solicita a limpeza e capina da praça da rua Barão do Retiro com a rua Francisco Faria, bairro Bonfim.",Em Tramitação,Ana do Padre Frederico,REQ,32205,11/12/2012,NAO,TRAMITACAO
2138,2012,Requerimento,Solicita a limpeza do córrego no bairro Vila Esperança.,Em Tramitação,Ana do Padre Frederico,REQ,27128,11/12/2012,NAO,TRAMITACAO
2137,2012,Requerimento,"Solicita a colocação da tampa da boca de lobo localizada na rua Francisco Faria com a rua Barão do Retiro, próximo à praça, bairro Bonfim.",Em Tramitação,Ana do Padre Frederico,REQ,32204,11/12/2012,NAO,TRAMITACAO
2135,2012,Requerimento,"Solicita que a SETTRA providencie a afixação de cartazes com os dizeres ""É proibido o uso de quaisquer aparelhos sonoros sem os fones de ouvido no interior dos coletivos urbanos, ficando o infrator sujeito à aplicação de multa e retirada do veículo, mediante força policial",Em Tramitação,Fiorilo,REQ,24120,10/12/2012,NAO,TRAMITACAO
2133,2012,Requerimento,"Solicita que sejam tomadas as devidas providências, no sentido de retirar a guia para uso de deficientes visuais, instalada no traffic calming localizado na Rua Santo Antonio com Marechal Deodoro, na região central da cidade.",Em Tramitação,Betão,REQ,5408,06/12/2012,NAO,TRAMITACAO
2132,2012,Requerimento,"Solicita a LIMPEZA DAS GALERIAS DE CAPTAÇÃO DE AGUAS PLUVIAIS, da Rua Ridel Pereira da Silva, Bairro Parque das Torres.",Em Tramitação,Isauro Calais,REQ,6858,06/12/2012,NAO,TRAMITACAO
2131,2012,Requerimento,Solicita a criação da Comissão Municipal da Verdade no âmbito do Município de Juiz de Fora.,Em Tramitação,Flávio Cheker,REQ,39120,06/12/2012,NAO,TRAMITACAO
2130,2012,Requerimento,Solicita a capina e limpeza das Ruas do Bairro Bairu.,Em Tramitação,Flávio Cheker,REQ,33021,06/12/2012,NAO,TRAMITACAO
2129,2012,Requerimento,"Solicita o recapeamento asfáltico da Rua Ribeiro de Abreu , bairro Bairu.",Em Tramitação,Flávio Cheker,REQ,33020,06/12/2012,NAO,TRAMITACAO
2128,2012,Requerimento,"Solicita a limpeza e melhoramento da iluminação na escada situada ao final da Rua Dr. José Barbosa, bairro São Mateus.",Em Tramitação,Flávio Cheker,REQ,21883,06/12/2012,NAO,TRAMITACAO
2126,2012,Requerimento,"Solicita a construção de boca de lobo na rua Marciano Pinto, bairro Sagrado Coração de Jesus.",Em Tramitação,Isauro Calais,REQ,27765,05/12/2012,NAO,TRAMITACAO
2125,2012,Requerimento,"Solicita a liberação para viagem administrativa a Belo Horizonte, e a disponibilização de um veículo com motorista para a mesma.",Em Tramitação,Noraldino Junior,REQ,353,05/12/2012,NAO,TRAMITACAO
2124,2012,Requerimento,"SOLICITA A IMPLANTAÇÃO DE BOCA DE LOBO NA RUA SANTO ANTÔNIO, CENTRO.",Em Tramitação,Noraldino Junior,REQ,34617,04/12/2012,NAO,TRAMITACAO
2123,2012,Requerimento,"Solicita arrumar uma tampa de esgoto na Rua Mariano Fontes , bairro Jardim São João.",Em Tramitação,Chico Evangelista,REQ,36921,04/12/2012,NAO,TRAMITACAO
2122,2012,Requerimento,"Solicita a colocação de corrimão e iluminação no escadão na rua Manoel Lage, bairro Bonfim.",Em Tramitação,Ana do Padre Frederico,REQ,32203,03/12/2012,NAO,TRAMITACAO
2121,2012,Requerimento,"Solicita a capina iluminação e restauração dos degraus em um escadão que liga a rua AugustoVicente Vieira, bairro Santa Rita com a Rua Alvina de Araújo Alves, no bairro Alto Grajaú.",Em Tramitação,Ana do Padre Frederico,REQ,12895,03/12/2012,NAO,TRAMITACAO
2120,2012,Requerimento,"Solicita o recapeamento asfáltico em toda extensão da Av. Rui Barbosa, bairro Santa Terezinha.",Em Tramitação,Gasparette,REQ,13782,28/11/2012,NAO,TRAMITACAO
2119,2012,Requerimento,"Solicita o recapeamento asfáltico em toda extensão da rua Paracatu, bairro Santa Terezinha.",Em Tramitação,Gasparette,REQ,31045,28/11/2012,NAO,TRAMITACAO
2118,2012,Requerimento,"Solicita o recapeamento asfáltico em toda extensão da Rua Sargento Cunha, bairro Bandeirantes.",Em Tramitação,Gasparette,REQ,31255,28/11/1201,NAO,TRAMITACAO
2117,2012,Requerimento,Solicita o recapeamento asfáltico em todas as ruas do bairro Granjas Triunfo.,Em Tramitação,Gasparette,REQ,21090,28/11/1201,NAO,TRAMITACAO
2116,2012,Requerimento,"Solicita a pintura das faixas de sinalização na rua Paracatu, bairro Santa Terezinha.",Em Tramitação,Gasparette,REQ,31044,28/11/2012,NAO,TRAMITACAO
2115,2012,Requerimento,"Solicita a operação tapa buraco em toda extensão da rua José Líbano Rodrigues, Bairro Bandeirantes.",Em Tramitação,Gasparette,REQ,35728,28/11/2012,NAO,TRAMITACAO
2114,2012,Requerimento,"Solicita a operação tapa buraco na Av. Rui Barbosa, bairro Santa Terezinha.",Em Tramitação,Gasparette,REQ,13781,28/11/2012,NAO,TRAMITACAO
2113,2012,Requerimento,"Solicita operação tapa buraco em toda extensão da rua Marcelino Vaz de Magalhães, bairro Bandeirantes.",Em Tramitação,Gasparette,REQ,31254,28/11/2012,NAO,TRAMITACAO
2112,2012,Requerimento,"Solicita a operação tapa buraco em toda extensão da rua Esperanto, bairro Bandeirantes.",Em Tramitação,Gasparette,REQ,31253,28/11/2012,NAO,TRAMITACAO
2111,2012,Requerimento,"Solicita a implantação de redutor de velocidade na rua Luiz Rocha, bairro Eldorado.",Em Tramitação,Gasparette,REQ,14106,28/11/2012,NAO,TRAMITACAO
2110,2012,Requerimento,"Solicita a implantação de redutor de velocidade na rua José Eutropio, bairro Santa Terezinha.",Em Tramitação,Gasparette,REQ,9416,28/11/2012,NAO,TRAMITACAO
2109,2012,Requerimento,"Solicita passar máquina em toda extensão da rua Francisco Faier Sobrinho, bairro Santos Dumont.",Em Tramitação,Gasparette,REQ,15323,27/11/2012,NAO,TRAMITACAO
2108,2012,Requerimento,"Solicita a implantação de placas dde sinalização de carga e descarga, na rua Deputado Oliveira Souza, bairro Centro.",Em Tramitação,Gasparette,REQ,4003,27/11/2012,NAO,TRAMITACAO
2107,2012,Requerimento,"Solicita a recomposição asfáltica em toda extensão da rua Roberto Stigert, bairro São Pedro.",Em Tramitação,Gasparette,REQ,25934,27/11/2012,NAO,TRAMITACAO
2106,2012,Requerimento,"Solicita a retirada de terra em toda extensão da rua Roberto Stigert, bairro São Pedro.",Em Tramitação,Gasparette,REQ,25933,27/11/2012,NAO,TRAMITACAO
2105,2012,Requerimento,Solicita jogar escória em toda extensão da estrada José Elias Mokdeci ate o bairro Pedra Branca.,Em Tramitação,Gasparette,REQ,24137,27/11/2012,NAO,TRAMITACAO
2104,2012,Requerimento,"Solicita implantação de placas de sinalização parada de 10 minutos na rua Deputado Oliveira Souza, bairro Centro.",Em Tramitação,Gasparette,REQ,4002,27/11/2012,NAO,TRAMITACAO
2103,2012,Requerimento,"Solicita jogar escória em toda extensão da rua Francisco Faier Sobrinho, bairro Santos Dumont.",Em Tramitação,Gasparette,REQ,15322,27/11/2012,NAO,TRAMITACAO
2102,2012,Requerimento,"Solicita a implantação de dois postes de iluminação na rua Aníbal Garcia, no bairro Vila Ozanan.",Em Tramitação,Betão,REQ,4,27/11/2012,NAO,TRAMITACAO
2101,2012,Requerimento,Solicita audiencia pública para debater A destinação da Praça do bairro Guaruá as razões do Executivo versus a vontade da comunidade.,Em Tramitação,Wanderson Castelar,REQ,38698,27/11/2012,NAO,TRAMITACAO
2100,2012,Requerimento,Solicita a operação tapa buracos nas estradas do Bairro Grama e Filgueiras,Em Tramitação,Ana do Padre Frederico,REQ,14639,26/11/2012,NAO,TRAMITACAO
