Projeto,,Ano,,Tipo,,Autor,,Ementa,,Situação
,,,,,,,,,,
4870,   ,2013,,Requerimento,,Chico Evangelista,,"Solicita junto a SETTRA, instalação de quebra mola na rua Milton Ladeira, no bairro Amazônia.",,Arquivada
,,,,,,,,,,
4869,   ,2013,,Requerimento,,Cido Reis,,"Solicita junto a SMO, levantar meio fio na rua Luiz Vicentin no bairro Nova Benfica.",,Arquivada
,,,,,,,,,,
4868,   ,2013,,Requerimento,,Cido Reis,,"Solicita junto a SMO passar a máquina de jogar escoria na Av. Juiz de Fora, no bairro Grama.",,Arquivada
,,,,,,,,,,
4867,   ,2013,,Requerimento,,Cido Reis,,"Solicita junto a SMO, meio fio na rua João Lourenço Marcelino, no bairro Benfica.",,Arquivada
,,,,,,,,,,
4866,   ,2013,,Requerimento,,Cido Reis,,"Solicita junto a SMO, boca de lobo na rua Darcy Vargas, no bairro Ipiranga.",,Arquivada
,,,,,,,,,,
4865,   ,2013,,Requerimento,,Cido Reis,,"Solicita junto a CEmig manutenção da rede elétrica da rua Ana Jose Barbosa de Almeida, no bairro Milho Branco.",,Arquivada
,,,,,,,,,,
4864,   ,2013,,Requerimento,,Cido Reis,,"Solicita junto a SMO, boca de lobo na rua Paula Rodrigues, no bairro Milho Branco.",,Arquivada
,,,,,,,,,,
4863,   ,2013,,Requerimento,,Cido Reis,,"Solicita junto a Cemig, manutenção da rede elétrica da rua Jose Barbosa de Almeida, no bairro Milho Branco.",,Arquivada
,,,,,,,,,,
4862,   ,2013,,Requerimento,,Cido Reis,,"Solicita junto a SMO, boca de lobo na rua Jose Barbosa de Almeida, no bairrro Milho Branco.",,Arquivada
,,,,,,,,,,
4861,   ,2013,,Requerimento,,Cido Reis,,"Solicita junto a SMO, limpeza de boca de lobo na rua Paulo Rodrigues, no bairro Milho Branco.",,Arquivada
,,,,,,,,,,
4860,   ,2013,,Requerimento,,Cido Reis,,"Solicita junto ao Demlurb. instalação de cesto para coleta de lixo na rua Evaristo da Veiga, no bairro Benfica.",,Arquivada
,,,,,,,,,,
4859,   ,2013,,Requerimento,,Cido Reis,,"Solicita junto a SMO, limpeza nas bocas de lobo na rua Joaquim Manoel de Souza, no bairro Nova Benfica.",,Arquivada
,,,,,,,,,,
4858,   ,2013,,Requerimento,,Cido Reis,,Solicita construção de uma unidade CAPS no bairro Benfica.,,Arquivada
,,,,,,,,,,
4857,   ,2013,,Requerimento,,Cido Reis,,"Solicita junto a Empav, capina nas praças Joaquim Felício e Santa Rita no bairro Paula Lima.",,Arquivada
,,,,,,,,,,
4856,   ,2013,,Requerimento,,Cido Reis,,"Solicita junto ao Demlurb, instalação , limpeza e capina na rua Ana Sales, no bairro Benfica.",,Arquivada
,,,,,,,,,,
4855,   ,2013,,Requerimento,,Cido Reis,,"Solicita junto ao Demlurb, limpeza em todas as ruas do bairro Paula Lima.",,Arquivada
,,,,,,,,,,
4854,   ,2013,,Requerimento,,Cido Reis,,"Solicita junto ao Demlurb, limpeza e capina na Av. JK, no bairro Barreira do Triunfo.",,Arquivada
,,,,,,,,,,
4853,   ,2013,,Requerimento,,Ana Rossignoli,,"Solicita asfalto na rua Henrique Miranda Sá, no bairro Bom Jardim.",,Arquivada
,,,,,,,,,,
4852,   ,2013,,Requerimento,,Cido Reis,,Solicita autorização para realizar viagem administrativa.,,Arquivada
,,,,,,,,,,
4851,   ,2013,,Requerimento,,Dr. Antônio Aguiar,,Solicita oficializar a composição da Frente Parlamentar de Proteção a Criança e ao Adolescente.,,Arquivada
,,,,,,,,,,
4848,   ,2013,,Requerimento,,Júlio Gasparette,,Solicita manutenção e limpeza da praça do bairro Jardim Emaús.,,Arquivada
,,,,,,,,,,
4847,   ,2013,,Requerimento,,Júlio Gasparette,,Solicita melhorias na entrada do bairro Jardim Emaús.,,Arquivada
,,,,,,,,,,
4846,   ,2013,,Requerimento,,Júlio Gasparette,,"Solicita levantamento de boca de lobo e instalação de grade de proteção na rua Maria Belo da Silva, no bairro Jardim Emaús.",,Arquivada
,,,,,,,,,,
4845,   ,2013,,Requerimento,,Júlio Gasparette,,"Solicita substituição das lâmpadas dos postes da rua Francisco Malaquias Tavares, no bairro Jardim Emaús.",,Arquivada
,,,,,,,,,,
4844,   ,2013,,Requerimento,,Júlio Gasparette,,Solicita ampliação e modificação no alinhamento do meio-fio na rua Francisco Malaquias Tavares no bairro Jardim Emaús.,,Arquivada
,,,,,,,,,,
4843,   ,2013,,Requerimento,,Júlio Gasparette,,Solicita limpeza e desentupimento de boca de lobo nas ruas Maria Belo da Silva e Francisco Malaquias Tavares no bairro Jardim Emaús.,,Arquivada
,,,,,,,,,,
4842,   ,2013,,Requerimento,,Júlio Gasparette,,Solicita implantação de aparelhos de ginástica no bairro Jardim Emaús.,,Arquivada
,,,,,,,,,,
4841,   ,2013,,Requerimento,,Júlio Gasparette,,"Solicita fiscalização e notificação do proprietário do terreno para limpeza,capina e cercamento localizado na rua São Pancrácio, no bairro Nossa Senhora Aparecida.",,Arquivada
,,,,,,,,,,
4840,   ,2013,,Requerimento,,Júlio Gasparette,,"Solicita implantação de redutor de velocidade na rua Maria Belo da Silva, no bairro Jardim Emaús.",,Arquivada
,,,,,,,,,,
4839,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita recapeamento asfáltico na rua Henrique Miranda de Sá, no bairro Bom Jardim.",,Arquivada
,,,,,,,,,,
4838,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita tapa buraco na rua Esmeria de Jesus, no bairro Bom Jardim.",,Arquivada
,,,,,,,,,,
4837,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita tapa buraco na rua Ana Cândida, no bairro Linhares.",,Arquivada
,,,,,,,,,,
4836,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita poda de árvore na rua Montezinas, no bairro Fábrica.",,Arquivada
,,,,,,,,,,
4835,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita tapa buraco na rua Nazira Mattar de F., no bairro Monte Castelo.",,Arquivada
,,,,,,,,,,
4834,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita pintura de sinalização na rua Coronel Pedro Porto, no bairro Monte Castelo.",,Arquivada
,,,,,,,,,,
4833,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita corte de árvore na rua Itatiaia, no bairro Monte Castelo.",,Arquivada
,,,,,,,,,,
4832,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita poda de árvore nas ruas Evaristo de Sá Alves e Catarina de Castro, no bairro Jardim Glória.",,Arquivada
,,,,,,,,,,
4831,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita poda de árvore na rua Coronel Vidal , no bairro Mariano Procópio.",,Arquivada
,,,,,,,,,,
4830,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita reconstrução da calçada da Avenida Getúlio Vargas, no centro.",,Arquivada
,,,,,,,,,,
4829,   ,2013,,Requerimento,,Noraldino Júnior,,Solicita pintura de sinalização horizontal na rua Olivério Pires de Carvalho. no bairro Recanto dos Lagos.,,Arquivada
,,,,,,,,,,
4828,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita reforma no bueiro da rua Oswaldo Cruz, no centro.",,Arquivada
,,,,,,,,,,
4827,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita poda de árvore nas ruas Melo Franco e Maria Amélia, no bairro Santa Cecília.",,Arquivada
,,,,,,,,,,
4826,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita reforma de bueiros em toda extensão da rua Roberto Stiegert, no bairro São Pedro.",,Arquivada
,,,,,,,,,,
4825,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita recosntrução da calçada da Avenida Brasil, no bairro Mariano Procópio.",,Arquivada
,,,,,,,,,,
4824,   ,2013,,Requerimento,,Noraldino Júnior,,Solicita reconstrução da calçada da Praça do Riachuelo no centro.,,Arquivada
,,,,,,,,,,
4823,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita reforna dos bueiros da rua Espírito Santo, no centro.",,Arquivada
,,,,,,,,,,
4822,   ,2013,,Requerimento,,Noraldino Júnior,,Solicita reforma em bueiros.,,Arquivada
,,,,,,,,,,
4821,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita limpeza da valeta na Av. Deusdedth Salgado, no bairro Teixeiras.",,Arquivada
,,,,,,,,,,
4820,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita operação tapa buraco na rua Comendador Pantaleoni Arcuri, no bairro Teixeiras.",,Arquivada
,,,,,,,,,,
4819,   ,2013,,Requerimento,,Dr. Fiorilo,,Solicita providências para deppósito irregular de lixo e entulho na entrada do bairro Recanto dos Lagos.,,Arquivada
,,,,,,,,,,
4818,   ,2013,,Requerimento,,Dr. Fiorilo,,Solicita disponibilizar profissionais para a UAPS do bairro Vale Verde.,,Arquivada
,,,,,,,,,,
4817,   ,2013,,Requerimento,,Dr. Fiorilo,,Solicita poda de árvores na rua Dr. Luiz Antonio Vieira Pena. no bairro Mundo Novo.,,Arquivada
,,,,,,,,,,
4816,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita restauração da boca de lobo na rua Espírito Santo, no bairro Poço Rico.",,Arquivada
,,,,,,,,,,
4815,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita pavimentação asfáltica na rua Maria da Conceição Atalaia, no bairro Graminha.",,Arquivada
,,,,,,,,,,
4814,   ,2013,,Requerimento,,Dr. Fiorilo,,Solicita instalação de lixeiras nas margens do Rio Paraibuna.,,Arquivada
,,,,,,,,,,
4813,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita operação tapa buraco, capina e limpeza das calçadas na via Diomar Monteiro que dá acesso ao bairro Filgueiras.",,Arquivada
,,,,,,,,,,
4812,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita possibilidade de instalação de pista de skate na Praça Pe. Geraldo Pelzers, no bairro Santa Luzia.",,Arquivada
,,,,,,,,,,
4811,   ,2013,,Requerimento,,Dr. Fiorilo,,Solicita asfaltamento da Avenida Santa Luzia.,,Arquivada
,,,,,,,,,,
4810,   ,2013,,Requerimento,,Chico Evangelista,,"Solicita junto a Secretaria de Obras, soluções para uma erosão na estrada BR 267 próximo a Valadares.",,Arquivada
,,,,,,,,,,
4809,   ,2013,,Requerimento,,Chico Evangelista,,"Solicita junto a Secretaria de Obras, reparo na grade de proteção para pedestres, na rua Coronel Vidal, no bairro Cerâmica.",,Arquivada
,,,,,,,,,,
4808,   ,2013,,Requerimento,,Chico Evangelista,,"Solicita a Secretaria de Obras, instalação de rede elétrica na rua G, no bairro Linhares.",,Arquivada
,,,,,,,,,,
4807,   ,2013,,Requerimento,,Chico Evangelista,,"Solicita junto a DEMLURB, capina e limpeza na estrada Ribeirão das Rosas, no bairro Barbosa Lage.",,Arquivada
,,,,,,,,,,
4806,   ,2013,,Requerimento,,Chico Evangelista,,"Solicita junto a DEMLURB, limpeza na rua Projetada do bairo São Dimas.",,Arquivada
,,,,,,,,,,
4805,   ,2013,,Requerimento,,Wanderson Castelar,,"Solicita iluminação pública na rua Dr.Alvino de Paula, no bairro Carlos Chagas.",,Arquivada
,,,,,,,,,,
4804,   ,2013,,Requerimento,,Zé Márcio,,Solicita disponibilidade de veículo oficial para uma viagem administrativa.,,Arquivada
,,,,,,,,,,
4803,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita instalação de poste na antiga Estrada Velha, no bairro Torreões.",,Arquivada
,,,,,,,,,,
4802,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita instalação de poste na rua dos Jades, no bairro Marilândia.",,Arquivada
,,,,,,,,,,
4801,   ,2013,,Requerimento,,Noraldino Júnior,,Solicita revitalização da quadra de futsal no bairro Granbery.,,Arquivada
,,,,,,,,,,
4800,   ,2013,,Requerimento,,Noraldino Júnior,,Solicita revitalização da Praça do bairro Jardim Esperança.,,Arquivada
,,,,,,,,,,
4799,   ,2013,,Requerimento,,Noraldino Júnior,,Solicita revitalização do campo de futebol na rua da Bahia no bairro Poço Rico.,,Arquivada
,,,,,,,,,,
4798,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita quebra molas na rua Nazira Mattar de Freitas, no bairro Jardim Cachoeira.",,Arquivada
,,,,,,,,,,
4797,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita pintura de sinalização horizontal na rua Santa Rita, no centro.",,Arquivada
,,,,,,,,,,
4796,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita revitalização da Praça Arthur Bernardes, no bairro Bandeirantes.",,Arquivada
,,,,,,,,,,
4795,   ,2013,,Requerimento,,Noraldino Júnior,,Solicita implantação de quebra-molas na rua José Lourenço no bairro São Pedro.,,Arquivada
,,,,,,,,,,
4794,   ,2013,,Requerimento,,Noraldino Júnior,,Solicita instalação de semáforo no bairro Cascatinha.,,Arquivada
,,,,,,,,,,
4793,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita limpeza do córrego do tapera, no bairro Bandeirantes.",,Arquivada
,,,,,,,,,,
4792,   ,2013,,Requerimento,,Noraldino Júnior,,Solicita revitalização da Praça do bairro Caiçaras.,,Arquivada
,,,,,,,,,,
4791,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita pintura de sinalização horizontal na rua Santa Terezinha, no bairro Santa Terezinha.",,Arquivada
,,,,,,,,,,
4790,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita placa na rua José Vicente da Silva, no bairro Recanto dos Lagos.",,Arquivada
,,,,,,,,,,
4789,   ,2013,,Requerimento,,Noraldino Júnior,,Solicita placa na entrada do bairro Previdenciários.,,Arquivada
,,,,,,,,,,
4788,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita retirada de entulho e placa de sinalização na rua João Alexandre, no bairro Vista Alegre.",,Arquivada
,,,,,,,,,,
4787,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita nivelamento da rua Severino Meireles, no bairro São Mateus.",,Arquivada
,,,,,,,,,,
4786,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita instalação de lixeira na rua Santa Rita, no centro.",,Arquivada
,,,,,,,,,,
4785,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita canalização de água na rua Adão Barbosa Lima, no bairro São Pedro.",,Arquivada
,,,,,,,,,,
4784,   ,2013,,Requerimento,,Wanderson Castelar,,"Solicita construção do muro de contenção,calçada e instalação de guard rail, na rua Amambaí no bairro Monte Castelo.",,Arquivada
,,,,,,,,,,
4783,   ,2013,,Requerimento,,Wanderson Castelar,,Solicita limpeza com varrição nas ruas e nas praças do bairro Monte Castelo.,,Arquivada
,,,,,,,,,,
4782,   ,2013,,Requerimento,,Zé Márcio,,"Solicita junto a Settra, rampas e acessos na travessia de pedestres no perímetro urbano do muncípio.",,Arquivada
,,,,,,,,,,
4781,   ,2013,,Requerimento,,Zé Márcio,,Solicita limpeza e drenagem do córrefgo de Humaitá.,,Arquivada
,,,,,,,,,,
4780,   ,2013,,Requerimento,,Cido Reis,,"Solicita junto a Settra, manutenção nos semáforos do bairro Santa Luzia.",,Arquivada
,,,,,,,,,,
4779,   ,2013,,Requerimento,,Cido Reis,,"Solicita junto a Cesama, canalização o esgoto da Unidade Básica Maria Marcelina, na rua Vicente Gavio, no bairro Paula Lima.",,Arquivada
,,,,,,,,,,
4778,   ,2013,,Requerimento,,Cido Reis,,"Solicita junto a Empav, recapeamento asfáltico na rua Ibitiguaia, no bairro Santa Luzia.",,Arquivada
,,,,,,,,,,
4777,   ,2013,,Requerimento,,Cido Reis,,"Solicita junto ao Demlurb, limpeza do terreno na rua Um, no bairro Milho Branco.",,Arquivada
,,,,,,,,,,
4776,   ,2013,,Requerimento,,Cido Reis,,"Solicita junto a Cesama, limpeza de boca de lobo na rua Maria Fonseca Trombine, no bairro Ipiranga.",,Arquivada
,,,,,,,,,,
4775,   ,2013,,Requerimento,,Cido Reis,,"Solicita junto a SMO, substituição das bocas de lobo na rua Maria Fonseca Trombine, no bairro Ipiranga.",,Arquivada
,,,,,,,,,,
4774,   ,2013,,Requerimento,,Wanderson Castelar,,Solicita apresentação no plenário do Coro Polifônico do Espírito Santo.,,Arquivada
,,,,,,,,,,
4773,   ,2013,,Requerimento,,Betão,,Solicita Audiência Pública para discutir a participação do Município de Juiz de Fora no CISDESTE.,,Arquivada
,,,,,,,,,,
4772,   ,2013,,Requerimento,,"Isauro Calais, Ana Rossignoli, André Mariano, Dr. Antônio Aguiar, Cido Reis, Chico Evangelista, Vagner de Oliveira, Dr. Fiorilo, Zé Márcio, João do Joaninho, Jucelio, Júlio Gasparette, Luiz Otávio Fernandes Coelho - Pardal, Nilton Militão, Noraldino Júnior, Oliveira Tresse, Betão, Rodrigo Mattos, Wanderson Castelar",,"Solicita diversas reivindicações, feitas pela comunidade da Região Norte I.",,Em Tramitação
,,,,,,,,,,
4771,   ,2013,,Requerimento,,"Isauro Calais, Ana Rossignoli, André Mariano, Dr. Antônio Aguiar, Cido Reis, Chico Evangelista, Vagner de Oliveira, Dr. Fiorilo, Zé Márcio, João do Joaninho, Jucelio, Júlio Gasparette, Luiz Otávio Fernandes Coelho - Pardal, Nilton Militão, Noraldino Júnior, Oliveira Tresse, Betão, Rodrigo Mattos, Wanderson Castelar",,Solicita diversas reivindicações para a Região Norte I.,,Em Tramitação
,,,,,,,,,,
4769,   ,2013,,Requerimento,,Oliveira Tresse,,Solicita aumento de ônibus/alternativos na linha 305 que atende o bairro Jardim Esperança.,,Arquivada
,,,,,,,,,,
4768,   ,2013,,Requerimento,,Oliveira Tresse,,"Solicita recapeamento asfáltico na rua João Salvi, no bairro Santa Cândida.",,Arquivada
,,,,,,,,,,
4767,   ,2013,,Requerimento,,Oliveira Tresse,,Solicita recapeamento asfáltico na rua Ângelo Biggi no bairro Linhares.,,Arquivada
,,,,,,,,,,
4766,   ,2013,,Requerimento,,Oliveira Tresse,,"Solicita instalação de bueiros na rua João Salvi, no bairro Santa Cândida.",,Arquivada
,,,,,,,,,,
4765,   ,2013,,Requerimento,,Oliveira Tresse,,"Solicita instalação de redutor de velocidade na rua Barão do Retiro, no bairro Bonfim.",,Arquivada
,,,,,,,,,,
4764,   ,2013,,Requerimento,,Oliveira Tresse,,Solicita construção de escadão no bairtro Ipiranga.,,Arquivada
,,,,,,,,,,
4763,   ,2013,,Requerimento,,Oliveira Tresse,,"Solicita colocação de poste de iluminação pública na rua Tupi, no bairro Centenário.",,Arquivada
,,,,,,,,,,
4762,   ,2013,,Requerimento,,Oliveira Tresse,,"Solicita poda de árvores na rua São Domingo Sávio, no bairro Centenário.",,Arquivada
,,,,,,,,,,
4761,   ,2013,,Requerimento,,Oliveira Tresse,,"Solicita instalção de ponto de ônibus na rua Capitão Mario Braga, no bairro Centenário.",,Arquivada
,,,,,,,,,,
4760,   ,2013,,Requerimento,,Oliveira Tresse,,Solicita recapeamento na rua João Salvi no bairro Santa Cândida.,,Arquivada
,,,,,,,,,,
4759,   ,2013,,Requerimento,,Oliveira Tresse,,"Solicita implantação de boca de lobo na rua Jorge Raimundo com João Salvi, no bairro Santa Cândida",,Arquivada
,,,,,,,,,,
4758,   ,2013,,Requerimento,,Oliveira Tresse,,"Solicita colocação de poste de iluminação pública na rua São Domingo Sávio, no bairro Centenário.",,Arquivada
,,,,,,,,,,
4757,   ,2013,,Requerimento,,Oliveira Tresse,,"Solicita limpeza de bueiros na rua Luis Andrade Silveira, no bairro Centenário.",,Arquivada
,,,,,,,,,,
4756,   ,2013,,Requerimento,,Oliveira Tresse,,"Solicita limpeza de bueiros na rua São Domingo Sávio, no bairro Centenário.",,Arquivada
,,,,,,,,,,
4755,   ,2013,,Requerimento,,Oliveira Tresse,,Solicita extender linhas de número 140 para atender a parte alta do bairro Centenário.,,Arquivada
,,,,,,,,,,
4754,   ,2013,,Requerimento,,Oliveira Tresse,,"Solicita sinalização de trãnsito entrea Escola Municipal Menelick de Carvalho e a ponte estreita na Rodovia BR 267, no bairro Barão do Retiro.",,Arquivada
,,,,,,,,,,
4753,   ,2013,,Requerimento,,Oliveira Tresse,,"Solicita poda de árvores na Estrada União Indústria, no bairro Vila Ideal.",,Arquivada
,,,,,,,,,,
4752,   ,2013,,Requerimento,,Oliveira Tresse,,"Solicita limpeza nas escadas e rampas de acesso às ruas Antônio Celeste e Tenente Barroso, no bairro Centenário.",,Arquivada
,,,,,,,,,,
4751,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita cópia do contrato com a construtora responsável pelas obras no Empreendimento habitacional Porto Seguro, no bairro Bom Jardim do Linhares.",,Arquivada
,,,,,,,,,,
4750,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita reforma do bueiro da rua Henrique Burnier, no bairro Mariano Procópio.",,Arquivada
,,,,,,,,,,
4749,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita capina na rua Severino Belfort, no bairro Bairú.",,Arquivada
,,,,,,,,,,
4748,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita recomposição do asfalto do Empreendimento Habitacional Porto Seguro, no bairro Bom Jardim do Linhares.",,Arquivada
,,,,,,,,,,
4747,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita colocação de tampas nas redes de esgoto e água da Cesama, no Empreendimento Habitacional Porto Seguro, no bairro Bom Jardim do Linhares.",,Arquivada
,,,,,,,,,,
4746,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita vistoria nas obras do Empreendimento Habitacional Porto Seguro, no bairro Bom Jardim do Linhares.",,Arquivada
,,,,,,,,,,
4745,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita reforma do bueiro da Avenida Darcy Vargas, no bairro Ipiranga.",,Arquivada
,,,,,,,,,,
4744,   ,2013,,Requerimento,,Noraldino Júnior,,Solicita retirada de entulho e placa de proibido jogar lixo em algumas ruas do bairro Caiçaras II.,,Arquivada
,,,,,,,,,,
4743,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita nivelamento da grade da boca de captação de água pluvial na Avenida Rio Branco com Avenida dos Andradas, no Centro.",,Arquivada
,,,,,,,,,,
4742,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita reforma no bueiro da rua Rosa Sfeir, no bairro Grajaú.",,Arquivada
,,,,,,,,,,
4741,   ,2013,,Requerimento,,Noraldino Júnior,,Solicita reforma de bueiros em vários bairros da cidade.,,Arquivada
,,,,,,,,,,
4740,   ,2013,,Requerimento,,Nilton Militão,,"Solicita a SETTRA,colocação de 02 redutores de velocidade na rua Geraldo Scaldine Machado, no bairro Jardim Natal.",,Arquivada
,,,,,,,,,,
4739,   ,2013,,Requerimento,,Nilton Militão,,"Solicita instalação de poste de iluminação pública no escadão da rua Júlia Dias da Silva, no bairro Santa Cruz.",,Arquivada
,,,,,,,,,,
4738,   ,2013,,Requerimento,,Jucelio,,"Solicita manutenção e revitalização no campo de futebol da rua Eugênio do Nascimento, no bairro Dom Orione.",,Arquivada
,,,,,,,,,,
4737,   ,2013,,Requerimento,,Jucelio,,"Solicita junto ao Prefeito, providências no sentido de executar a Lei 11.235/2006, especificamente o art. 2º.",,Arquivada
,,,,,,,,,,
4736,   ,2013,,Requerimento,,Jucelio,,Solicita sinalização horizontal na Avenida Brasil entre a ponte Manoel Honório e ponte Carlos Otto.,,Arquivada
,,,,,,,,,,
4735,   ,2013,,Requerimento,,Jucelio,,"Solicita recolher entulho no terreno localizado à rua Antônio Alves Teixeira, no bairro Alto Grajaú.",,Arquivada
,,,,,,,,,,
4734,   ,2013,,Requerimento,,Jucelio,,"Solicita junto a SETTRA, instalação de uma faixa de pedestre e o estudo para instalar um semáforo ou redutor de velocidade na Avenida Brasil, no bairrro Cerãmica.",,Arquivada
,,,,,,,,,,
4733,   ,2013,,Requerimento,,Jucelio,,"Solicita capina e limpeza da rua Francisco Falci, no bairro Alto Grajaú.",,Arquivada
,,,,,,,,,,
4732,   ,2013,,Requerimento,,Jucelio,,"Solicita instalação de boca de lobo na rua Francisco Falci, no bairro Alto Grajaú.",,Arquivada
,,,,,,,,,,
4731,   ,2013,,Requerimento,,Jucelio,,"Solicita estudo para instalação de quebra-molas na rua Francisco Falci, no bairro Alto Grajaú.",,Arquivada
,,,,,,,,,,
4730,   ,2013,,Requerimento,,Jucelio,,"Solicita melhora no asfalto da rua Vitorino Braga, no bairro Vitorino Braga.",,Arquivada
,,,,,,,,,,
4729,   ,2013,,Requerimento,,Jucelio,,"Solicita instalação de boca de lobo na Avenida Garibaldi Campinhos, no bairro Vitorino Braga.",,Arquivada
,,,,,,,,,,
4728,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita possibilidade de colocar placa de sinalização de trânsito de parada e estacionamento proibido na rua Chácara, Água Limpa e Ibitiguaia.",,Arquivada
,,,,,,,,,,
4727,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita a SETTRA, reparo na sinalização de pedestre na rua Ibitiguaia, no bairro Santa Luzia.",,Arquivada
,,,,,,,,,,
4726,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita a Settra estudo para colocar sinal de pedestre na rua Chácara, no bairro Santa Luzia.",,Arquivada
,,,,,,,,,,
4725,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita aumento do tempo do sinal de trânsito no cruzamento das ruas Ibitiguaia e Chácara, no bairro Santa Luzia.",,Arquivada
,,,,,,,,,,
4724,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita restauração da boca de lobo na rua Luiz Perry, no bairro Santa Helena.",,Arquivada
,,,,,,,,,,
4723,   ,2013,,Requerimento,,,,"Solicita a EMPAV, asfaltamento da rua Alexandre Ahouagi no bairro Jardim Europa.",,Arquivada
,,,,,,,,,,
4722,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita a SETTRA, revitalização e sinalização horizontal na Av. Juscelino Kubitschek no bairro Barreira do Triunfo.",,Arquivada
,,,,,,,,,,
4721,   ,2013,,Requerimento,,Isauro Calais,,Solicita reforma da UAPS de Grama.,,Arquivada
,,,,,,,,,,
4720,   ,2013,,Requerimento,,Isauro Calais,,Solicita um guarda municipal na porta da Escola Delfim Moreira no centro.,,Arquivada
,,,,,,,,,,
4719,   ,2013,,Requerimento,,Isauro Calais,,"Solicita instalação de quebra - mola na rua Professor Vicente Masini, no bairro Bom Pastor.",,Arquivada
,,,,,,,,,,
4718,   ,2013,,Requerimento,,Isauro Calais,,"Solicita colocação de meio fio na rua Sady Monteiro Boechat, no bairro Santana - São Pedro.",,Arquivada
,,,,,,,,,,
4717,   ,2013,,Requerimento,,Isauro Calais,,Solicita limpeza do córrego do bairro Marilândia.,,Arquivada
,,,,,,,,,,
4716,   ,2013,,Requerimento,,Isauro Calais,,"Solicita calçamento da margem da rua Oliveira Pires de Carvalho, no bairro Recanto dos Lagos.",,Arquivada
,,,,,,,,,,
4715,   ,2013,,Requerimento,,Isauro Calais,,"Solicita extensão da rede elétrica com iluminação pública, na rua Verde Vale, no bairro Vale do Amanhecer.",,Arquivada
,,,,,,,,,,
4714,   ,2013,,Requerimento,,Isauro Calais,,Solicita pavimentação na rua das Marcassitas no bairro Marilândia.,,Arquivada
,,,,,,,,,,
4713,   ,2013,,Requerimento,,Isauro Calais,,"Solicita construção de galeria de aguas pluviais na rua das Marcassitas, no bairro Marilândia.",,Arquivada
,,,,,,,,,,
4712,   ,2013,,Requerimento,,Chico Evangelista,,"Solicita junto a Settra, placa de proibido parar e estacionar na rua Comendador Frederico Alvares de Assis, no bairro Francisco Bernardino.",,Arquivada
,,,,,,,,,,
4711,   ,2013,,Requerimento,,Chico Evangelista,,"Solicita junto a EMPAV,asfaltamento na Estrada Velha da Represa,no bairro Filgueiras.",,Arquivada
,,,,,,,,,,
