Projeto,,Ano,,Tipo,,Autor,,Ementa,,Situação
,,,,,,,,,,
5574,   ,2013,,Requerimento,,Vagner de Oliveira,,Solicita a capina e limpeza da Rua Francisca Bibiana Torres no Bairro Barreira do triunfo.,,Arquivada
,,,,,,,,,,
5573,   ,2013,,Requerimento,,Vagner de Oliveira,,Solicita promoção de mais atividades culturais e educacionais no Parque Halfeld. Bairro Centro.,,Arquivada
,,,,,,,,,,
5572,   ,2013,,Requerimento,,Vagner de Oliveira,,Solicita asfaltamento da Rua Francisca Bibiana Torres no Bairro Barreira do triunfo.,,Arquivada
,,,,,,,,,,
5571,   ,2013,,Requerimento,,Vagner de Oliveira,,"Solicita maior frequência na limpeza e manutenção dos jardins , canteiros e lagos do Parque Halfeld.",,Arquivada
,,,,,,,,,,
5570,   ,2013,,Requerimento,,Vagner de Oliveira,,"Solicita a construção de um escadão com início na Rua Azul, no Bairro Milho Branco.",,Arquivada
,,,,,,,,,,
5569,   ,2013,,Requerimento,,Vagner de Oliveira,,Solicita asfaltamento do prolongamento da Rua Ana Correa Mota no Bairro Barreira do Triunfo.,,Arquivada
,,,,,,,,,,
5568,   ,2013,,Requerimento,,Vagner de Oliveira,,"Solicita desentupir a boca de lobo na Rua Nelson Lopes Correia, no Bairro Barreira do Triunfo.",,Arquivada
,,,,,,,,,,
5567,   ,2013,,Requerimento,,Vagner de Oliveira,,Solicita extensão de rede elétrica na Rua Francisca Bibiana torres no Bairro Barreira do Triunfo.,,Arquivada
,,,,,,,,,,
5566,   ,2013,,Requerimento,,Vagner de Oliveira,,Solicita melhoria na iluminação do Parque Halfeld.,,Arquivada
,,,,,,,,,,
5565,   ,2013,,Requerimento,,Vagner de Oliveira,,Solicita a disponibilização de tansporte público gratuito para as escolas municipais desenvolverem trabalhos educativos no município de Juiz de Fora.,,Arquivada
,,,,,,,,,,
5564,   ,2013,,Requerimento,,Vagner de Oliveira,,Solicita a ampliação no número de efetivo da Guarda Municipal no Parque Halfeld.,,Arquivada
,,,,,,,,,,
5563,   ,2013,,Requerimento,,Luiz Otávio Fernandes Coelho - Pardal,,"Solicita junto a Empav, ações de patrolamento na rua Custódio Tristão, no bairro Santa Terezinha.",,Arquivada
,,,,,,,,,,
5562,   ,2013,,Requerimento,,Luiz Otávio Fernandes Coelho - Pardal,,"Solicita instalação de rede de iluminação pública na rua Alcebiades Mendes Filho, no bairro Linhares",,Arquivada
,,,,,,,,,,
5561,   ,2013,,Requerimento,,Luiz Otávio Fernandes Coelho - Pardal,,"Solicita poda de árvores na Avenida Governador Valadares, no bairro Manoel Honório.",,Arquivada
,,,,,,,,,,
5560,   ,2013,,Requerimento,,Luiz Otávio Fernandes Coelho - Pardal,,"Solicita poda de árvores na rua João Camilo Torres, no bairro Bandeirantes.",,Arquivada
,,,,,,,,,,
5559,   ,2013,,Requerimento,,Luiz Otávio Fernandes Coelho - Pardal,,"Solicita capina e limpeza da rua Waldir Abdo Farah, no bairro alto Grajaú.",,Arquivada
,,,,,,,,,,
5558,   ,2013,,Requerimento,,Luiz Otávio Fernandes Coelho - Pardal,,"Solicita limpeza de todas bocas de lobo na rua Josué de Queiroz, no bairro Santa Terezinha.",,Arquivada
,,,,,,,,,,
5557,   ,2013,,Requerimento,,Dr. Fiorilo,,Solicita determinar a SETTRA que estude a possibilidade de retornar com o ponto de ônibus da linha 123,,Arquivada
,,,,,,,,,,
5556,   ,2013,,Requerimento,,Dr. Fiorilo,,Solicita campanha pública concitando a população a zelar pela preservação do Parque Halfeld,,Arquivada
,,,,,,,,,,
5555,   ,2013,,Requerimento,,Dr. Fiorilo,,Solicita a ampliação do número de Guardas Municipais no Parque Halfeld,,Arquivada
,,,,,,,,,,
5554,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita restauração de um bueiro quebrado na rua Pedro Botti, bairro Santa Cecília",,Arquivada
,,,,,,,,,,
5553,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita colocar placa de sinalização de transito com advertência de entrada e saída de veículos na esquina da rua Joaquim Vicente Guedes com a rua Manoel Ribeiro, bairro Graminha",,Arquivada
,,,,,,,,,,
5552,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita asfaltamento da rua Joaquim José da Silva, bairro Ipiranga",,Arquivada
,,,,,,,,,,
5551,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita limpeza e revitalização e iluminação do referido espaço entre as ruas Maria Amélia, José Narciso Neto e Mário P Lima, bairro Santa Cecília",,Arquivada
,,,,,,,,,,
5550,   ,2013,,Representação,,Dr. Fiorilo,,"Solicita estudo no sentido de fazer a ligação das ruas Geraldo Ferreira Gomes e Brás Antonio Falco, nos bairros Ipiranga e Santa Luzia",,Arquivada
,,,,,,,,,,
5549,   ,2013,,Requerimento,,Dr. Fiorilo,,Solicita revitalização da sinalização vertical das ruas Ibitiguaia com Porto das Flores,,Arquivada
,,,,,,,,,,
5548,   ,2013,,Requerimento,,Dr. Fiorilo,,Solicita pode de árvores nas margens e dentro do Córrego que passa na av Santa Luzia,,Arquivada
,,,,,,,,,,
5547,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita colocação de placa de proibição de jogar lixo e entulho na rua Pedro Celeste, bairro Cruzeiro do Sul",,Arquivada
,,,,,,,,,,
5546,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita colocação de placa de proibido jogar lixo e entulho na rua Pe. Geraldo Pelzers, bairro Santa Luzia",,Arquivada
,,,,,,,,,,
5545,   ,2013,,Requerimento,,Dr. Fiorilo,,Solicita a ligação da rua Luiz Steling ( bairro Santa Luzia ) com a rua Maria da Conceição Atalaia ( bairro Graminha ),,Arquivada
,,,,,,,,,,
5544,   ,2013,,Requerimento,,Dr. Fiorilo,,Solicita que a SETTRA implemente estudos para abrir acesso do trevo do Carrefour para rua Aurora Torre na av Barão do Rio Branco,,Arquivada
,,,,,,,,,,
5543,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita ampliação dos horários do transporte urbano da linha 218, Graminha",,Arquivada
,,,,,,,,,,
5542,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita colocação de placa com aviso de proibição de jogar lixo e entulho na rua Waldemar Pereira, bairro Cruzeiro do Sul",,Arquivada
,,,,,,,,,,
5541,   ,2013,,Requerimento,,Isauro Calais,,"Solicita construção de rede de captação de águas pluviais na rua Ambrosina Nunes Almeida, no bairro Jóquei Clube.",,Arquivada
,,,,,,,,,,
5540,   ,2013,,Requerimento,,Isauro Calais,,"Solicita poda e corte de árvore na rua Aleixo Magaldi, no bairro JK.",,Arquivada
,,,,,,,,,,
5539,   ,2013,,Requerimento,,Chico Evangelista,,"Solicita junto a Empav, poda de árvores na rua Santo Antônio, no Centro.",,Arquivada
,,,,,,,,,,
5538,   ,2013,,Requerimento,,Chico Evangelista,,"Solicita junto a Settra, possibilidade de implantação de área de embarque e desembarque na rua Benjamin Constant, no bairro Santa Helena.",,Arquivada
,,,,,,,,,,
5537,   ,2013,,Requerimento,,Chico Evangelista,,Solicita operação tapa buraco na rua Raimundo Hargreaves.,,Arquivada
,,,,,,,,,,
5536,   ,2013,,Requerimento,,Chico Evangelista,,"Solicita junto a Empav, operação tapa buraco na rua Engenheiro Geraldo Magela, no bairro Recanto da Mata.",,Arquivada
,,,,,,,,,,
5535,   ,2013,,Requerimento,,Chico Evangelista,,"Solicita que indique ao órgão competente, a possibilidade de pactuar a inseminação artificial nos hospitais credenciados em Belo Horizonte.",,Arquivada
,,,,,,,,,,
5534,   ,2013,,Requerimento,,Chico Evangelista,,"Solicita colocação de um braço e de uma lâmpada em um poste da rua Augusto Eckmam, no bairro Jardim Natal.",,Arquivada
,,,,,,,,,,
5533,   ,2013,,Requerimento,,Chico Evangelista,,"Solicita junto a Settra, estudo para apurar a possibilidade de mão única na rua Elisa de Araújo Braga, no bairro Industrial.",,Arquivada
,,,,,,,,,,
5532,   ,2013,,Requerimento,,Chico Evangelista,,"Solicita junto a Secretaria de Obras, reformar as tampas das bocas de lobo do bairro Cerâmica.",,Arquivada
,,,,,,,,,,
5531,   ,2013,,Requerimento,,Chico Evangelista,,"Solicita junto a Secretaria de Obras passar uma patrol na rua de chão do condomínio Porto Seguro, no bairro Linhares.",,Arquivada
,,,,,,,,,,
5530,   ,2013,,Requerimento,,Cido Reis,,Solicita limpeza e capina no terreno localizado na rua José Basílio da Costa ao lado do número 105 no bairro Jóquei Clube I.,,Arquivada
,,,,,,,,,,
5529,   ,2013,,Requerimento,,Cido Reis,,"Solicita asfalto em toda extensão da Rua do Vale, bairro Nova Era I.",,Arquivada
,,,,,,,,,,
5528,   ,2013,,Requerimento,,Cido Reis,,"Solicita limpeza de duas bocas de lobo na Rua Ana Moreira em frente ao número 11, bairro Bela Aurora.",,Arquivada
,,,,,,,,,,
5527,   ,2013,,Requerimento,,Cido Reis,,Solicita coleta seletiva em todos os bairros da Zona Sul de Juiz de Fora.,,Arquivada
,,,,,,,,,,
5526,   ,2013,,Requerimento,,Cido Reis,,Solicita tapa buraco na Rua Evaristo da Veiga em frente ao número 33 no bairro Benfica.,,Arquivada
,,,,,,,,,,
5525,   ,2013,,Requerimento,,Cido Reis,,"Solicita limpeza de duas bocas de lobo na Rua Doutor Costa Reis em frente ao número 206, bairro Bela Aurora.",,Arquivada
,,,,,,,,,,
5524,   ,2013,,Requerimento,,,,"Solicita limpeza de duas bocas de lobo na Rua Doutor Costa Reis em frente ao número 175, bairro Bela Aurora.",,Arquivada
,,,,,,,,,,
5523,   ,2013,,Requerimento,,Cido Reis,,"Solicita asfalto em toda extensão da Rua Nicolino Baldino, bairro Nova Era I.",,Arquivada
,,,,,,,,,,
5522,   ,2013,,Requerimento,,Cido Reis,,"Solicita asfalto em toda extensão da Rua Pedestre, bairro Nova Era I.",,Arquivada
,,,,,,,,,,
5521,   ,2013,,Requerimento,,Cido Reis,,Solicita asfalto em toda extensão da Rua Altivo Militão no bairro Nova Era I.,,Arquivada
,,,,,,,,,,
5520,   ,2013,,Requerimento,,Cido Reis,,Solicita asfalto em toda extensão da Rua Comandante Geraldo Bery no bairro Nova Era I.,,Arquivada
,,,,,,,,,,
5519,   ,2013,,Requerimento,,Cido Reis,,Solicita que seja providenciado 4 postes sem iluminação na Rua Antonio Scapim no bairro Miguel Marinho.,,Arquivada
,,,,,,,,,,
5518,   ,2013,,Requerimento,,Cido Reis,,Solicita poda de árvore em toda extensão da Rua Antonio Scapim no bairro Miguel Marinho.,,Arquivada
,,,,,,,,,,
5517,   ,2013,,Requerimento,,Cido Reis,,"Solicita capina e limpeza no Colégio Municipal Batista de Oliveira localizado na Av. Sete de Setembro, número 64 no bairro Costa Carvalho.",,Arquivada
,,,,,,,,,,
5516,   ,2013,,Requerimento,,Cido Reis,,"Solicita capina e limpeza na quadra de esportes localizada na Rua Olga Burnier em frente ao número 407, bairro Costa Carvalho.",,Arquivada
,,,,,,,,,,
5515,   ,2013,,Requerimento,,Cido Reis,,"Solicita capina e limpeza na Rua Nestor Bastos com Av. Sete de Setembro, bairro Costa Carvalho.",,Arquivada
,,,,,,,,,,
5514,   ,2013,,Requerimento,,Cido Reis,,"Solicita capina e limpeza na Rua Nestor Bastos, bairro Costa Carvalho.",,Arquivada
,,,,,,,,,,
5513,   ,2013,,Requerimento,,Cido Reis,,"Solicita que seja providenciado junto a Empav, tapa buraco em toda extensão da Rua Antonio Scapim no Bairro Miguel Marinho.",,Arquivada
,,,,,,,,,,
5512,   ,2013,,Requerimento,,Cido Reis,,"Solicita reforma no escadão localizado na Rua Nestor Bastos esquina com Av. Sete de Setembro, bairro Costa Carvalho.",,Arquivada
,,,,,,,,,,
5511,   ,2013,,Requerimento,,Jucelio,,"Solicita transporte especial aos domingos devido o Evento da Comunidade Resgate, na Fazenda São Fidélis.",,Arquivada
,,,,,,,,,,
5510,   ,2013,,Requerimento,,Zé Márcio,,Solicita a implantação de linhas de ônibus de transporte público que façam o trajeto ligando a UFJF as regiões Leste e Nordeste.,,Arquivada
,,,,,,,,,,
5509,   ,2013,,Requerimento,,Oliveira Tresse,,"Solicita a possibilidade de implantar uma agência de Casa Lotérica da Caixa Econômica Federal, no bairro Linhares.",,Arquivada
,,,,,,,,,,
5508,   ,2013,,Requerimento,,Oliveira Tresse,,"Solicita limpeza da rua Angelo Biggi, no bairro Linhares.",,Arquivada
,,,,,,,,,,
5507,   ,2013,,Requerimento,,Oliveira Tresse,,"Solicita manutenção dos bueiros da rua Mariano Procópio, no bairro Mariano Procópio.",,Arquivada
,,,,,,,,,,
5506,   ,2013,,Requerimento,,Jucelio,,"Solicita junto a Empav, poda de árvores na rua São Mello Franco, no bairro São Mateus.",,Arquivada
,,,,,,,,,,
5505,   ,2013,,Requerimento,,Jucelio,,"Solicita junto a Empav, poda das árvores da rua São Domingos Sávio, no bairro Centenário.",,Arquivada
,,,,,,,,,,
5504,   ,2013,,Requerimento,,Jucelio,,"Solicita junto ao Demlurb, limpeza e remoção do entulho em frente a Escola Municipal União da Betânia, no bairro Granjas Betânia.",,Arquivada
,,,,,,,,,,
5503,   ,2013,,Requerimento,,Jucelio,,"Solicita junto a Secretaria de Obras, reforma da escadaria da rua Continentino Alves Assis, para instalar a rede de captação de águas pluviais.",,Arquivada
,,,,,,,,,,
5502,   ,2013,,Requerimento,,Jucelio,,"Solicita junto a Secretaria de Atividades Urbanas, providências para notificar o proprietário do terreno da rua Dr. José Claro Dia.",,Arquivada
,,,,,,,,,,
5501,   ,2013,,Requerimento,,Jucelio,,"Solicita junto a Secretaria de Atividades Urbanas, providências para notificar a empresa responsável pela obra na Avenida Itamar Franco, ao lado do portão da Universidade Federal de Juiz de Fora.",,Arquivada
,,,,,,,,,,
5500,   ,2013,,Requerimento,,Jucelio,,Solicita construção de bocas de lobo em algumas ruas do bairro Dom Bosco.,,Arquivada
,,,,,,,,,,
5499,   ,2013,,Requerimento,,Jucelio,,"Solicita junto a Empav, um estudo para viabilidade da transformação em rua, a passagem que fica localizada entre as ruas João Beghelli e Vicente Beghelli.",,Arquivada
,,,,,,,,,,
5498,   ,2013,,Requerimento,,Jucelio,,"Solicita a Secretaria de Obras, continuidade as reformas iniciadas no Oratório do bairro Dom Bosco.",,Arquivada
,,,,,,,,,,
5497,   ,2013,,Requerimento,,Jucelio,,"Solicita junto ao Demlurb, capina e limpeza no Oratório localizado entre as ruas Silvério da Silveira e Dr. José Claro Dia, no bairro Dom Bosco.",,Arquivada
,,,,,,,,,,
5496,   ,2013,,Requerimento,,Jucelio,,Solicita manutenção e revitalização do campo de futebol do bairro Dom Orione.,,Arquivada
,,,,,,,,,,
5495,   ,2013,,Requerimento,,Jucelio,,"Solicita junto a Settra, sinalização no cruzamento da rua Vicente Beghelli com as ruas Antônio Marinho Saraiva e Nossa Senhora da Imaculada Conceição.",,Arquivada
,,,,,,,,,,
5494,   ,2013,,Requerimento,,Jucelio,,"Solicita junto ao Demlurb, capina e limpeza nas ruas Vicente Beghelli e Dr. José Claro Dia, no bairro Dom Bosco.",,Arquivada
,,,,,,,,,,
5493,   ,2013,,Requerimento,,Jucelio,,"Solicita junto a Secretaria de Obras, estudo para viabilizar que transforme em rua, a passagem localizada entre as ruas João Beghelli e Vicente Beghelli.",,Arquivada
,,,,,,,,,,
5492,   ,2013,,Requerimento,,Dr. Antônio Aguiar,,"Solicita operação tapa buraco na rua General Mario Xavier, no bairro Jardim Laranjeiras.",,Arquivada
,,,,,,,,,,
5491,   ,2013,,Requerimento,,,,"Solicita junto ao Demlurb, limpeza do local onde será construído a BR 44 0 no bairro São Pedro.",,Arquivada
,,,,,,,,,,
5490,   ,2013,,Requerimento,,Dr. Antônio Aguiar,,"Solicita junto a Secretaria de Saúde,providências quanto ao foco de pernilongos na rua Vereador José Gasparette, no bairro Bom Clima.",,Arquivada
,,,,,,,,,,
5489,   ,2013,,Requerimento,,Dr. Antônio Aguiar,,"Solicita desentupimento de bueiro na Praça Artur Bernardes, no bairro Bandeirantes.",,Arquivada
,,,,,,,,,,
5488,   ,2013,,Requerimento,,Dr. Antônio Aguiar,,"Solicita conserto de bueiro e boca de lobo na rua Antônio de Paula Mendes, no bairro Bandeirantes.",,Arquivada
,,,,,,,,,,
5487,   ,2013,,Requerimento,,Dr. Antônio Aguiar,,"Solicita conserto da boca de lobo da rua Antônio Gomes Costa, no bairro Bandeirantes.",,Arquivada
,,,,,,,,,,
5486,   ,2013,,Requerimento,,Dr. Antônio Aguiar,,"Solicita junto a Empav, pedido de limpeza e revitalização da praça do bairro Grambery.",,Arquivada
,,,,,,,,,,
5485,   ,2013,,Requerimento,,Dr. Antônio Aguiar,,"Solicita limpeza de bueiros e bocas de lobo, nos pontos de ônibus situado na Avenida Barão do Rio Branco, no Centro.",,Arquivada
,,,,,,,,,,
5484,   ,2013,,Requerimento,,Dr. Antônio Aguiar,,"Solicita junto a Settra providências para impedir o estacionamento e parada irregular na rua Santo Antônio, no Centro.",,Arquivada
,,,,,,,,,,
5483,   ,2013,,Requerimento,,Ana Rossignoli,,"Solicita colocação de gradio, na frente da Escola Cosette de Alencar.",,Arquivada
,,,,,,,,,,
5482,   ,2013,,Requerimento,,Ana Rossignoli,,"Solicita mudança da passagem de pedestre da rua Cícero Tristão, no bairro Santa Catarina.",,Arquivada
,,,,,,,,,,
5481,   ,2013,,Requerimento,,Wanderson Castelar,,"Solicita tapar uma cratera na rua Sueny Sarconi, no bairro Monte Castelo.",,Arquivada
,,,,,,,,,,
5480,   ,2013,,Requerimento,,Júlio Gasparette,,Solicita iluminação publica na passagem de nível entre as ruas Rui Barbosa com Rafael Zacarias.,,Arquivada
,,,,,,,,,,
5479,   ,2013,,Requerimento,,Júlio Gasparette,,"Solicita estudo para implantação de mão única nas ruas A e B, no bairro Retiro.",,Arquivada
,,,,,,,,,,
5478,   ,2013,,Requerimento,,Júlio Gasparette,,"Solicita operação tapa buraco ma rua C, no bairro Parque Bela Vista.",,Arquivada
,,,,,,,,,,
5477,   ,2013,,Requerimento,,Júlio Gasparette,,"Solicita retirada de terra na rua Décio Ganabarino, no bairro Aeroporto.",,Arquivada
,,,,,,,,,,
5476,   ,2013,,Requerimento,,Júlio Gasparette,,"Solicita estudo para implantação de redutor de velocidade na rua Baturité, no bairro Monte Castelo.",,Arquivada
,,,,,,,,,,
5475,   ,2013,,Requerimento,,Júlio Gasparette,,Solicita capina e limpeza no Posto Médico do bairro Teixeiras.,,Arquivada
,,,,,,,,,,
5474,   ,2013,,Requerimento,,Júlio Gasparette,,"Solicita pintura de sinalização horizontal, no bairro Retiro.",,Arquivada
,,,,,,,,,,
5473,   ,2013,,Requerimento,,Júlio Gasparette,,"Solicita colocação de placa com o nome da rua Maria de Almeida Silva, no bairro Teixeiras.",,Arquivada
,,,,,,,,,,
5472,   ,2013,,Requerimento,,Júlio Gasparette,,"Solicita estudo para implantação de redutor de velocidade nas ruas Sérgio Barbosa, Walfrido Machado de Mendonça e Irmã Emereciano, no bairro Retiro.",,Arquivada
,,,,,,,,,,
5471,   ,2013,,Requerimento,,Júlio Gasparette,,"Solicita pintura da sinalização horizontal, no bairro Vila Ideal.",,Arquivada
,,,,,,,,,,
5470,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita visita da Vigilância Sanitária na Ong Amigos do Trem, na rua Salvador Notaroberto, no bairro Francisco Bernardino.",,Arquivada
,,,,,,,,,,
5469,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita visita do DEMLURB na Ong Amigos do Trem, na rua Salvador Notaroberto, no bairro Francisco Bernardino.",,Em Tramitação
,,,,,,,,,,
5468,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita quebra-molas na rua Domingos Lopes, no bairro Nossa Senhora das Graças.",,Arquivada
,,,,,,,,,,
5467,   ,2013,,Requerimento,,Noraldino Júnior,,Solicita limpeza e capina das ruas do bairro Cidade do Sol.,,Arquivada
,,,,,,,,,,
5466,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita canalização de esgoto na rua Jovino Ribeiro, no bairro Bairú.",,Arquivada
,,,,,,,,,,
5465,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita canalização de córrego, grade no bueiro e recapeamento asfáltico, na rua Carlos Martins, no bairro Jardim Cachoeira.",,Arquivada
,,,,,,,,,,
5464,   ,2013,,Requerimento,,Noraldino Júnior,,Solicita operação tapa buraco nas ruas do bairro da Cidade do Sol.,,Arquivada
,,,,,,,,,,
5463,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita limpeza constante, reforma da cerca e construção de calçada do terreno localizado na rua Célia Marco de Freitas, no bairro Alto dos Passos.",,Arquivada
,,,,,,,,,,
5462,   ,2013,,Requerimento,,Noraldino Júnior,,Solicita limpeza e capina nas ruas do bairro Amazônia.,,Arquivada
,,,,,,,,,,
5461,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita limpeza e capina da rua José Estevão, no bairro Santa Amélia.",,Arquivada
,,,,,,,,,,
5460,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita placa de sinalização na rua Urucum, no bairro Amazônia.",,Arquivada
,,,,,,,,,,
5459,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita poda de árvore na rua Silva Mello, no bairro Cidade do Sol.",,Arquivada
,,,,,,,,,,
5458,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita reforma tampa de bueiro, na rua Geraldo Gerhein no bairro Cidade do Sol.",,Arquivada
,,,,,,,,,,
5457,   ,2013,,Requerimento,,Noraldino Júnior,,Solicita limpeza e capina nas ruas do bairro Cidade do Sol.,,Arquivada
,,,,,,,,,,
5456,   ,2013,,Requerimento,,Noraldino Júnior,,Solicita limpeza e capina de ruas no bairro Parque das Torres.,,Arquivada
,,,,,,,,,,
5455,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita placa de sinalização na rua Walter de Macedo Coimbra, no bairro Arco Iris.",,Arquivada
,,,,,,,,,,
5454,   ,2013,,Requerimento,,Nilton Militão,,"Solicita colocação de meio-fio na rua A, na Vila Paraíso no bairro Santa Cruz.",,Arquivada
,,,,,,,,,,
5453,   ,2013,,Requerimento,,Nilton Militão,,"Solicita colocação de defensa na rua A, na Vila Paraíso no bairro Santa Cruz.",,Arquivada
,,,,,,,,,,
5452,   ,2013,,Requerimento,,Nilton Militão,,Solicita realização de limpeza no bairro Bandeirantes.,,Arquivada
,,,,,,,,,,
5451,   ,2013,,Requerimento,,Nilton Militão,,"Solicita colocação de corrimão no escadão que liga as ruas Jacob Valério à rua Nilo Peçanha, no bairro Santa Cruz.",,Arquivada
,,,,,,,,,,
5450,   ,2013,,Requerimento,,Nilton Militão,,Solicita reforma do escadão que liga as ruas Maria Lanziotti à rua Miguel Marinho no bairro Santa Cruz e colocação de corrimão e postes de iluminação pública.,,Arquivada
,,,,,,,,,,
5449,   ,2013,,Requerimento,,Nilton Militão,,"Solicita colocação de grade na rede de captação de águas pluviais, na rua José Calil Ahouagi.",,Arquivada
,,,,,,,,,,
5448,   ,2013,,Requerimento,,Nilton Militão,,Solicita poda de árvores e capina na praça do bairro Marumbi.,,Arquivada
,,,,,,,,,,
5447,   ,2013,,Requerimento,,Nilton Militão,,"Solicita reforma do abrigo de ponto de ônibus da rua Maria da Conceição Marinho, no bairro Santa Cruz.",,Arquivada
,,,,,,,,,,
5446,   ,2013,,Requerimento,,Nilton Militão,,"Solicita junto a Empav, operação tapa buracos na rua Geraldo Scaldine Machado , no bairro Jardim Natal.",,Arquivada
,,,,,,,,,,
5445,   ,2013,,Requerimento,,Nilton Militão,,Solicita poda de árvore na rua José Calil Ahouagi.,,Arquivada
,,,,,,,,,,
5444,   ,2013,,Requerimento,,Nilton Militão,,"Solicita reforma das bocas de lobo da rede de captação de águas pluviais da rua José Meirelles, no bairro Parque das Águas.",,Arquivada
,,,,,,,,,,
5443,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita instalação de semáforo no cruzamento das ruas Ibitiguaia e Porto das Flores, no bairro Santa Luzia.",,Arquivada
,,,,,,,,,,
5442,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita corte, capina e limpeza das margens do Córrego do Acesso Sul.",,Arquivada
,,,,,,,,,,
5441,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita instalação de gradil de proteção no Córrego da Avenida Maria de Almeida silva, no bairro Teixeiras.",,Arquivada
,,,,,,,,,,
5440,   ,2013,,Requerimento,,Vagner de Oliveira,,"Solicita revitalização da rotatória na Avenida Orlando Riani, no bairro Filgueiras.",,Arquivada
,,,,,,,,,,
5439,   ,2013,,Requerimento,,Vagner de Oliveira,,"Solicita redutor de velocidade na rua Diva garcia, no bairro Linhares.",,Arquivada
,,,,,,,,,,
5438,   ,2013,,Requerimento,,Vagner de Oliveira,,"Solicita manilhamento no córrego Yung, no bairro Linhares.",,Arquivada
,,,,,,,,,,
5437,   ,2013,,Requerimento,,Vagner de Oliveira,,"Solicita limpeza e aprofundamento do córrego Yung na rua Diva Garcia, no bairro Linhares.",,Arquivada
,,,,,,,,,,
5436,   ,2013,,Requerimento,,Cido Reis,,"Solicita junto a Cemig, 4 postes na rua do Baú, no bairro Torreões.",,Arquivada
,,,,,,,,,,
5435,   ,2013,,Requerimento,,Cido Reis,,"Solicita junto a SMO, iluminação na rua Lima Duarte, no bairro Vila Esperança I.",,Arquivada
,,,,,,,,,,
5434,   ,2013,,Requerimento,,Cido Reis,,"Solicita junto a SMO, remoção do poste no final da rua Lima Duarte, no bairro Vila Esperança I.",,Arquivada
,,,,,,,,,,
5433,   ,2013,,Requerimento,,Cido Reis,,"Solicita junto a Settra, sinalização na rua do Baú no bairro Torreões.",,Arquivada
,,,,,,,,,,
5432,   ,2013,,Requerimento,,Cido Reis,,"Solicita junto a SMO, instalação de 3 postes na rua Bento Gonçalves, no bairro Benfica.",,Arquivada
,,,,,,,,,,
5431,   ,2013,,Requerimento,,Cido Reis,,"Solicita junto a SMO, construção de meio fio na rua do Baú,no bairro Torreões.",,Arquivada
,,,,,,,,,,
5430,   ,2013,,Requerimento,,Cido Reis,,Solicita confecção de placa comemorativa a ser entregue na Sessão Solene em Comemoração aos 350 anos dos Correios.,,Arquivada
,,,,,,,,,,
5429,   ,2013,,Requerimento,,Wanderson Castelar,,"Solicita construção do muro de contenção,calçada e instalação de guard rail, na rua Amambaí, no bairro Monte Castelo.",,Arquivada
,,,,,,,,,,
5428,   ,2013,,Requerimento,,Wanderson Castelar,,"Solicita retirada de poste de iluminação, na rua Sueny Sarconi, no bairro Monte Castelo.",,Arquivada
,,,,,,,,,,
5427,   ,2013,,Requerimento,,Oliveira Tresse,,"Solicita poda de árvore na rua Diva Garcia, no bairro Linhares.",,Arquivada
,,,,,,,,,,
5426,   ,2013,,Requerimento,,Oliveira Tresse,,"Solicita sinalização de trânsito na rua São José, no bairro Vitorino Braga.",,Arquivada
,,,,,,,,,,
5425,   ,2013,,Requerimento,,Oliveira Tresse,,"Solicita recuperação do sistema de esgoto da rua Vitorino Braga, no bairro Vitorino Braga.",,Arquivada
,,,,,,,,,,
5424,   ,2013,,Requerimento,,Oliveira Tresse,,Solicita sinalização de trânsito na rua São José.,,Arquivada
,,,,,,,,,,
5423,   ,2013,,Requerimento,,Luiz Otávio Fernandes Coelho - Pardal,,"Solicita junto a Cemig, instalação de poste de luz na rua C, no bairro Teixeiras/Bela Aurora.",,Arquivada
,,,,,,,,,,
5422,   ,2013,,Requerimento,,Luiz Otávio Fernandes Coelho - Pardal,,"Solicita junto a Cesama, construção de bocas de lobo na rua José Gabriel, no bairro Martelos/São Pedro.",,Arquivada
,,,,,,,,,,
