id_projeto_camara,nome_autor
45676,Júlio Gasparette
45675,Júlio Gasparette
45674,Júlio Gasparette
45673,Júlio Gasparette
45673,Júlio Gasparette
45968,Noraldino Júnior
45967,Noraldino Júnior
45966,Noraldino Júnior
45965,Noraldino Júnior
45964,Noraldino Júnior
45963,Noraldino Júnior
45962,Noraldino Júnior
45961,Noraldino Júnior
45960,Noraldino Júnior
45959,Noraldino Júnior
45958,Noraldino Júnior
45957,Noraldino Júnior
45956,Noraldino Júnior
45955,Noraldino Júnior
45954,Noraldino Júnior
45953,Noraldino Júnior
45952,Noraldino Júnior
45951,Noraldino Júnior
45950,Noraldino Júnior
45879,Nilton Militão
45878,Nilton Militão
45877,Nilton Militão
45876,Nilton Militão
45875,Nilton Militão
45874,Nilton Militão
45873,Nilton Militão
45872,Nilton Militão
45871,Nilton Militão
45870,Nilton Militão
45869,Nilton Militão
45868,Nilton Militão
45867,Nilton Militão
45866,Nilton Militão
45865,Nilton Militão
45864,Nilton Militão
45521,Jucelio
45520,Jucelio
45837,Dr. Fiorilo
45836,Dr. Fiorilo
45835,Dr. Fiorilo
45834,Dr. Fiorilo
45833,Dr. Fiorilo
45832,Dr. Fiorilo
45831,Luiz Otávio Fernandes Coelho - Pardal
45287,Cido Reis
45286,Cido Reis
45294,Ana Rossignoli
45293,Ana Rossignoli
45885,Vagner de Oliveira
45884,Vagner de Oliveira
45767,Oliveira Tresse
45765,Oliveira Tresse
45763,Oliveira Tresse
45949,Noraldino Júnior
45948,Noraldino Júnior
45947,Noraldino Júnior
45946,Noraldino Júnior
45945,Noraldino Júnior
45944,Noraldino Júnior
45943,Noraldino Júnior
45942,Noraldino Júnior
45857,Nilton Militão
45856,Nilton Militão
45855,Nilton Militão
45854,Nilton Militão
45853,Nilton Militão
45852,Nilton Militão
45851,Nilton Militão
45850,Nilton Militão
45849,Nilton Militão
45848,Nilton Militão
45818,Luiz Otávio Fernandes Coelho - Pardal
45817,Luiz Otávio Fernandes Coelho - Pardal
45816,Luiz Otávio Fernandes Coelho - Pardal
45786,Luiz Otávio Fernandes Coelho - Pardal
45718,Jucelio
45717,Jucelio
45716,Jucelio
45713,Jucelio
45712,Jucelio
45701,Jucelio
45813,Dr. Fiorilo
45806,Dr. Fiorilo
45805,Dr. Fiorilo
45804,Dr. Fiorilo
45803,Dr. Fiorilo
45802,Dr. Fiorilo
45801,Dr. Fiorilo
45800,Dr. Fiorilo
45799,Dr. Fiorilo
45798,Dr. Fiorilo
45797,Dr. Fiorilo
45796,Dr. Fiorilo
45795,Dr. Fiorilo
45794,Dr. Fiorilo
45793,Dr. Fiorilo
45792,Dr. Fiorilo
45791,Dr. Fiorilo
45790,Dr. Fiorilo
45789,Dr. Fiorilo
45788,Dr. Fiorilo
45787,Dr. Fiorilo
45196,Isauro Calais
45195,Isauro Calais
45194,Isauro Calais
45193,Isauro Calais
